variant,global,year,gender,dependencyratio2064
medium_variant,900,2060,male,78.942
medium_variant,900,2061,male,79.034
medium_variant,900,2062,male,79.059
medium_variant,900,2063,male,79.038
medium_variant,900,2064,male,78.998
medium_variant,900,2065,male,78.96
medium_variant,900,2066,male,78.989
medium_variant,900,2067,male,78.991
medium_variant,900,2068,male,78.985
medium_variant,900,2069,male,78.991
medium_variant,900,2070,male,79.023
medium_variant,900,2071,male,79.127
medium_variant,900,2072,male,79.227
medium_variant,900,2073,male,79.335
medium_variant,900,2074,male,79.461
medium_variant,900,2075,male,79.61
medium_variant,900,2076,male,79.818
medium_variant,900,2077,male,80.018
medium_variant,900,2078,male,80.214
medium_variant,900,2079,male,80.407
medium_variant,900,2080,male,80.601
medium_variant,900,2081,male,80.835
medium_variant,900,2082,male,81.034
medium_variant,900,2083,male,81.207
medium_variant,900,2084,male,81.366
medium_variant,900,2085,male,81.525
medium_variant,900,2086,male,81.704
medium_variant,900,2087,male,81.844
medium_variant,900,2088,male,81.962
medium_variant,900,2089,male,82.074
medium_variant,900,2090,male,82.193
medium_variant,900,2091,male,82.315
medium_variant,900,2092,male,82.408
medium_variant,900,2093,male,82.488
medium_variant,900,2094,male,82.569
medium_variant,900,2095,male,82.664
medium_variant,900,2096,male,82.76
medium_variant,900,2097,male,82.838
medium_variant,900,2098,male,82.914
medium_variant,900,2099,male,83
medium_variant,900,2100,male,83.108
estimates,900,1950,female,93.683
estimates,900,1951,female,94.808
estimates,900,1952,female,95.88
estimates,900,1953,female,96.796
estimates,900,1954,female,97.45
estimates,900,1955,female,97.853
estimates,900,1956,female,98.904
estimates,900,1957,female,99.525
estimates,900,1958,female,99.99
estimates,900,1959,female,100.574
estimates,900,1960,female,101.395
estimates,900,1961,female,102.548
estimates,900,1962,female,104.022
estimates,900,1963,female,105.595
estimates,900,1964,female,106.958
estimates,900,1965,female,107.976
estimates,900,1966,female,109.488
estimates,900,1967,female,110.572
estimates,900,1968,female,111.284
estimates,900,1969,female,111.694
estimates,900,1970,female,111.825
estimates,900,1971,female,111.915
estimates,900,1972,female,111.606
estimates,900,1973,female,111.036
estimates,900,1974,female,110.347
estimates,900,1975,female,109.62
estimates,900,1976,female,109.148
estimates,900,1977,female,108.594
estimates,900,1978,female,107.919
estimates,900,1979,female,107.072
estimates,900,1980,female,106.048
estimates,900,1981,female,105.034
estimates,900,1982,female,103.939
estimates,900,1983,female,102.781
estimates,900,1984,female,101.586
estimates,900,1985,female,100.389
estimates,900,1986,female,99.61
estimates,900,1987,female,98.757
estimates,900,1988,female,97.856
estimates,900,1989,female,96.902
estimates,900,1990,female,95.874
estimates,900,1991,female,95.123
estimates,900,1992,female,94.114
estimates,900,1993,female,92.986
estimates,900,1994,female,91.902
estimates,900,1995,female,90.934
estimates,900,1996,female,89.882
estimates,900,1997,female,89.034
estimates,900,1998,female,88.271
estimates,900,1999,female,87.432
estimates,900,2000,female,86.46
estimates,900,2001,female,85.698
estimates,900,2002,female,84.824
estimates,900,2003,female,83.837
estimates,900,2004,female,82.746
estimates,900,2005,female,81.564
estimates,900,2006,female,80.437
estimates,900,2007,female,79.191
estimates,900,2008,female,77.949
estimates,900,2009,female,76.843
estimates,900,2010,female,75.943
estimates,900,2011,female,75.295
estimates,900,2012,female,74.786
estimates,900,2013,female,74.419
estimates,900,2014,female,74.185
estimates,900,2015,female,74.069
medium_variant,900,2015,female,74.069
medium_variant,900,2016,female,74.122
medium_variant,900,2017,female,74.273
medium_variant,900,2018,female,74.485
medium_variant,900,2019,female,74.708
medium_variant,900,2020,female,74.912
medium_variant,900,2021,female,75.132
medium_variant,900,2022,female,75.317
medium_variant,900,2023,female,75.48
medium_variant,900,2024,female,75.644
medium_variant,900,2025,female,75.825
medium_variant,900,2026,female,76.055
medium_variant,900,2027,female,76.271
medium_variant,900,2028,female,76.48
medium_variant,900,2029,female,76.692
medium_variant,900,2030,female,76.914
medium_variant,900,2031,female,77.169
medium_variant,900,2032,female,77.408
medium_variant,900,2033,female,77.64
medium_variant,900,2034,female,77.868
medium_variant,900,2035,female,78.101
medium_variant,900,2036,female,78.336
medium_variant,900,2037,female,78.557
medium_variant,900,2038,female,78.766
medium_variant,900,2039,female,78.96
medium_variant,900,2040,female,79.138
medium_variant,900,2041,female,79.301
medium_variant,900,2042,female,79.429
medium_variant,900,2043,female,79.548
medium_variant,900,2044,female,79.697
medium_variant,900,2045,female,79.9
medium_variant,900,2046,female,80.148
medium_variant,900,2047,female,80.408
medium_variant,900,2048,female,80.701
medium_variant,900,2049,female,81.049
medium_variant,900,2050,female,81.469
medium_variant,900,2051,female,81.934
medium_variant,900,2052,female,82.436
medium_variant,900,2053,female,82.949
medium_variant,900,2054,female,83.425
medium_variant,900,2055,female,83.838
medium_variant,900,2056,female,84.164
medium_variant,900,2057,female,84.397
medium_variant,900,2058,female,84.557
medium_variant,900,2059,female,84.67
medium_variant,900,2060,female,84.759
medium_variant,900,2061,female,84.787
medium_variant,900,2062,female,84.754
medium_variant,900,2063,female,84.689
medium_variant,900,2064,female,84.621
medium_variant,900,2065,female,84.576
medium_variant,900,2066,female,84.511
medium_variant,900,2067,female,84.437
medium_variant,900,2068,female,84.374
medium_variant,900,2069,female,84.345
medium_variant,900,2070,female,84.368
medium_variant,900,2071,female,84.384
medium_variant,900,2072,female,84.415
medium_variant,900,2073,female,84.479
medium_variant,900,2074,female,84.584
medium_variant,900,2075,female,84.737
medium_variant,900,2076,female,84.872
medium_variant,900,2077,female,85.019
medium_variant,900,2078,female,85.183
medium_variant,900,2079,female,85.368
medium_variant,900,2080,female,85.584
medium_variant,900,2081,female,85.767
medium_variant,900,2082,female,85.936
medium_variant,900,2083,female,86.102
medium_variant,900,2084,female,86.279
medium_variant,900,2085,female,86.485
medium_variant,900,2086,female,86.633
medium_variant,900,2087,female,86.762
medium_variant,900,2088,female,86.894
medium_variant,900,2089,female,87.047
medium_variant,900,2090,female,87.235
medium_variant,900,2091,female,87.342
medium_variant,900,2092,female,87.444
medium_variant,900,2093,female,87.555
medium_variant,900,2094,female,87.692
medium_variant,900,2095,female,87.868
medium_variant,900,2096,female,87.959
medium_variant,900,2097,female,88.054
medium_variant,900,2098,female,88.169
medium_variant,900,2099,female,88.318
medium_variant,900,2100,female,88.512
