variant,global,year,potentialsupport2069_65
no_change,900,2015,11.3205135277188
high_variant,900,2020,10.3257028815861
low_variant,900,2020,10.3257028815861
constant_fertility,900,2020,10.3257028815861
instant_replacement,900,2020,10.3256907461919
zero_migration,900,2020,10.3250828925983
constant_mortality,900,2020,10.4697310456901
no_change,900,2020,10.4697323781472
high_variant,900,2025,8.93354294212853
low_variant,900,2025,8.93354294212853
constant_fertility,900,2025,8.93354294212853
instant_replacement,900,2025,8.93349908669363
zero_migration,900,2025,8.9324986254051
constant_mortality,900,2025,9.25279672801195
no_change,900,2025,9.25280319583324
high_variant,900,2030,7.89961523186685
low_variant,900,2030,7.89961523186685
constant_fertility,900,2030,7.89961523186685
instant_replacement,900,2030,7.89950470276139
zero_migration,900,2030,7.8979189743117
constant_mortality,900,2030,8.40393781089493
no_change,900,2030,8.40395944861521
high_variant,900,2035,6.96638038936805
low_variant,900,2035,6.96638038936805
constant_fertility,900,2035,6.96638038936805
instant_replacement,900,2035,6.966238336075
zero_migration,900,2035,6.96394340750427
constant_mortality,900,2035,7.63551237443092
no_change,900,2035,7.63555282150676
high_variant,900,2040,6.26686534857677
low_variant,900,2040,6.11459112168553
constant_fertility,900,2040,6.22358286041552
instant_replacement,900,2040,6.12257291304382
zero_migration,900,2040,6.18643447985088
constant_mortality,900,2040,7.00856273746321
no_change,900,2040,7.04555007462536
high_variant,900,2045,5.81237620678222
low_variant,900,2045,5.46120182591948
constant_fertility,900,2045,5.72800163407481
instant_replacement,900,2045,5.51953684894753
zero_migration,900,2045,5.62993685532725
constant_mortality,900,2045,6.60622123201789
no_change,900,2045,6.7121355917966
high_variant,900,2050,5.58285727505899
low_variant,900,2050,5.01140000213143
constant_fertility,900,2050,5.47028757334946
instant_replacement,900,2050,5.14167528009411
zero_migration,900,2050,5.28847345721426
constant_mortality,900,2050,6.43732359617056
no_change,900,2050,6.64519441946546
high_variant,900,2055,5.30077568277069
low_variant,900,2055,4.54415483114362
constant_fertility,900,2055,5.19546889420957
instant_replacement,900,2055,4.73783972743069
zero_migration,900,2055,4.91433138432041
constant_mortality,900,2055,6.1790283737146
no_change,900,2055,6.5169010528968
high_variant,900,2060,4.96652233000878
low_variant,900,2060,4.04690677766436
constant_fertility,900,2060,4.89363592703215
instant_replacement,900,2060,4.29472009739032
zero_migration,900,2060,4.50050977100022
constant_mortality,900,2060,5.81159160942261
no_change,900,2060,6.30430157518681
high_variant,900,2065,4.82500546532526
low_variant,900,2065,3.70962260814365
constant_fertility,900,2065,4.79906167069438
instant_replacement,900,2065,4.01742525570644
zero_migration,900,2065,4.26142781738098
constant_mortality,900,2065,5.66394395218662
no_change,900,2065,6.36489249639579
high_variant,900,2070,4.84631727901789
low_variant,900,2070,3.48655053362797
constant_fertility,900,2070,4.88680593100068
instant_replacement,900,2070,3.87059101901814
zero_migration,900,2070,4.15522222841389
constant_mortality,900,2070,5.70493654626247
no_change,900,2070,6.69191026995378
high_variant,900,2075,4.89351802368636
low_variant,900,2075,3.266596712072
constant_fertility,900,2075,5.03266450178302
instant_replacement,900,2075,3.7390781249617
zero_migration,900,2075,4.05778411492435
constant_mortality,900,2075,5.73460908192089
no_change,900,2075,7.08293106862558
high_variant,900,2080,4.90838858701182
low_variant,900,2080,3.01821150607793
constant_fertility,900,2080,5.19087174985127
instant_replacement,900,2080,3.58163516077932
zero_migration,900,2080,3.92660186079583
constant_mortality,900,2080,5.66543857419812
no_change,900,2080,7.43957140343505
high_variant,900,2085,4.8836898419283
low_variant,900,2085,2.74831216332272
constant_fertility,900,2085,5.3598372983479
instant_replacement,900,2085,3.39927708962315
zero_migration,900,2085,3.76247285160249
constant_mortality,900,2085,5.50731404491924
no_change,900,2085,7.76342023048405
high_variant,900,2090,4.69325502723092
low_variant,900,2090,2.60653841759028
constant_fertility,900,2090,5.51767433381214
instant_replacement,900,2090,3.3107776552481
zero_migration,900,2090,3.60894778400004
constant_mortality,900,2090,5.37835240507984
no_change,900,2090,8.07622505701979
high_variant,900,2095,4.48447092054489
low_variant,900,2095,2.53826161712512
constant_fertility,900,2095,5.70488833821589
instant_replacement,900,2095,3.22665190034935
zero_migration,900,2095,3.48508558786625
constant_mortality,900,2095,5.32611365699797
no_change,900,2095,8.47546812249851
high_variant,900,2100,4.29850175788261
low_variant,900,2100,2.50616806483452
constant_fertility,900,2100,5.92764009637062
instant_replacement,900,2100,3.13911187419613
zero_migration,900,2100,3.38194521239005
constant_mortality,900,2100,5.31587275686331
no_change,900,2100,8.95539099184273
