variant,global,year,gender,potentialsupport2564_65
medium_variant,900,2079,male,3.973
medium_variant,900,2080,male,3.941
medium_variant,900,2081,male,3.899
medium_variant,900,2082,male,3.862
medium_variant,900,2083,male,3.827
medium_variant,900,2084,male,3.794
medium_variant,900,2085,male,3.76
medium_variant,900,2086,male,3.721
medium_variant,900,2087,male,3.688
medium_variant,900,2088,male,3.658
medium_variant,900,2089,male,3.628
medium_variant,900,2090,male,3.598
medium_variant,900,2091,male,3.567
medium_variant,900,2092,male,3.54
medium_variant,900,2093,male,3.516
medium_variant,900,2094,male,3.492
medium_variant,900,2095,male,3.467
medium_variant,900,2096,male,3.442
medium_variant,900,2097,male,3.42
medium_variant,900,2098,male,3.4
medium_variant,900,2099,male,3.38
medium_variant,900,2100,male,3.359
estimates,900,1950,female,13.679
estimates,900,1951,female,13.462
estimates,900,1952,female,13.315
estimates,900,1953,female,13.238
estimates,900,1954,female,13.224
estimates,900,1955,female,13.264
estimates,900,1956,female,13.034
estimates,900,1957,female,12.879
estimates,900,1958,female,12.792
estimates,900,1959,female,12.773
estimates,900,1960,female,12.816
estimates,900,1961,female,12.593
estimates,900,1962,female,12.44
estimates,900,1963,female,12.339
estimates,900,1964,female,12.276
estimates,900,1965,female,12.237
estimates,900,1966,female,11.973
estimates,900,1967,female,11.75
estimates,900,1968,female,11.56
estimates,900,1969,female,11.398
estimates,900,1970,female,11.258
estimates,900,1971,female,11.008
estimates,900,1972,female,10.806
estimates,900,1973,female,10.647
estimates,900,1974,female,10.524
estimates,900,1975,female,10.43
estimates,900,1976,female,10.249
estimates,900,1977,female,10.115
estimates,900,1978,female,10.016
estimates,900,1979,female,9.935
estimates,900,1980,female,9.862
estimates,900,1981,female,9.718
estimates,900,1982,female,9.594
estimates,900,1983,female,9.503
estimates,900,1984,female,9.464
estimates,900,1985,female,9.481
estimates,900,1986,female,9.469
estimates,900,1987,female,9.515
estimates,900,1988,female,9.593
estimates,900,1989,female,9.669
estimates,900,1990,female,9.722
estimates,900,1991,female,9.684
estimates,900,1992,female,9.646
estimates,900,1993,female,9.611
estimates,900,1994,female,9.582
estimates,900,1995,female,9.559
estimates,900,1996,female,9.474
estimates,900,1997,female,9.404
estimates,900,1998,female,9.348
estimates,900,1999,female,9.304
estimates,900,2000,female,9.269
estimates,900,2001,female,9.184
estimates,900,2002,female,9.122
estimates,900,2003,female,9.074
estimates,900,2004,female,9.032
estimates,900,2005,female,8.99
estimates,900,2006,female,8.894
estimates,900,2007,female,8.807
estimates,900,2008,female,8.735
estimates,900,2009,female,8.689
estimates,900,2010,female,8.67
estimates,900,2011,female,8.637
estimates,900,2012,female,8.631
estimates,900,2013,female,8.633
estimates,900,2014,female,8.619
estimates,900,2015,female,8.578
medium_variant,900,2015,female,8.578
medium_variant,900,2016,female,8.487
medium_variant,900,2017,female,8.385
medium_variant,900,2018,female,8.269
medium_variant,900,2019,female,8.13
medium_variant,900,2020,female,7.967
medium_variant,900,2021,female,7.763
medium_variant,900,2022,female,7.552
medium_variant,900,2023,female,7.344
medium_variant,900,2024,female,7.148
medium_variant,900,2025,female,6.968
medium_variant,900,2026,female,6.792
medium_variant,900,2027,female,6.636
medium_variant,900,2028,female,6.49
medium_variant,900,2029,female,6.346
medium_variant,900,2030,female,6.197
medium_variant,900,2031,female,6.046
medium_variant,900,2032,female,5.901
medium_variant,900,2033,female,5.761
medium_variant,900,2034,female,5.625
medium_variant,900,2035,female,5.49
medium_variant,900,2036,female,5.361
medium_variant,900,2037,female,5.24
medium_variant,900,2038,female,5.126
medium_variant,900,2039,female,5.017
medium_variant,900,2040,female,4.915
medium_variant,900,2041,female,4.82
medium_variant,900,2042,female,4.733
medium_variant,900,2043,female,4.655
medium_variant,900,2044,female,4.584
medium_variant,900,2045,female,4.519
medium_variant,900,2046,female,4.46
medium_variant,900,2047,female,4.411
medium_variant,900,2048,female,4.367
medium_variant,900,2049,female,4.321
medium_variant,900,2050,female,4.27
medium_variant,900,2051,female,4.217
medium_variant,900,2052,female,4.165
medium_variant,900,2053,female,4.112
medium_variant,900,2054,female,4.054
medium_variant,900,2055,female,3.99
medium_variant,900,2056,female,3.923
medium_variant,900,2057,female,3.855
medium_variant,900,2058,female,3.789
medium_variant,900,2059,female,3.729
medium_variant,900,2060,female,3.675
medium_variant,900,2061,female,3.63
medium_variant,900,2062,female,3.594
medium_variant,900,2063,female,3.565
medium_variant,900,2064,female,3.539
medium_variant,900,2065,female,3.514
medium_variant,900,2066,female,3.495
medium_variant,900,2067,female,3.481
medium_variant,900,2068,female,3.47
medium_variant,900,2069,female,3.459
medium_variant,900,2070,female,3.445
medium_variant,900,2071,female,3.434
medium_variant,900,2072,female,3.424
medium_variant,900,2073,female,3.413
medium_variant,900,2074,female,3.399
medium_variant,900,2075,female,3.38
medium_variant,900,2076,female,3.363
medium_variant,900,2077,female,3.346
medium_variant,900,2078,female,3.327
medium_variant,900,2079,female,3.306
medium_variant,900,2080,female,3.28
medium_variant,900,2081,female,3.256
medium_variant,900,2082,female,3.232
medium_variant,900,2083,female,3.208
medium_variant,900,2084,female,3.183
medium_variant,900,2085,female,3.155
medium_variant,900,2086,female,3.13
medium_variant,900,2087,female,3.108
medium_variant,900,2088,female,3.085
medium_variant,900,2089,female,3.06
medium_variant,900,2090,female,3.033
medium_variant,900,2091,female,3.012
medium_variant,900,2092,female,2.992
medium_variant,900,2093,female,2.972
medium_variant,900,2094,female,2.951
medium_variant,900,2095,female,2.927
medium_variant,900,2096,female,2.91
medium_variant,900,2097,female,2.893
medium_variant,900,2098,female,2.876
medium_variant,900,2099,female,2.857
medium_variant,900,2100,female,2.836
