agebroad,gender,percentagetotalpopulation,continent,variant,year
12_17,female,10.134,908,estimates,1951
12_18,female,11.664,908,estimates,1951
13_17,female,8.423,908,estimates,1951
13_18,female,9.953,908,estimates,1951
13_19,female,11.508,908,estimates,1951
15_17,female,4.881,908,estimates,1951
18_23,female,9.796,908,estimates,1951
15_24,female,16.406,908,estimates,1951
15_49,female,51.812,908,estimates,1951
15_59,female,62.421,908,estimates,1951
15_64,female,66.637,908,estimates,1951
20_64,female,58.67,908,estimates,1951
20_69,female,62.12,908,estimates,1951
25_49,female,35.406,908,estimates,1951
25_64,female,50.231,908,estimates,1951
25_69,female,53.681,908,estimates,1951
15plus,female,75.641,908,estimates,1951
16plus,female,73.952,908,estimates,1951
17plus,female,72.323,908,estimates,1951
18plus,female,70.76,908,estimates,1951
20plus,female,67.674,908,estimates,1951
21plus,female,66.059,908,estimates,1951
25plus,female,59.236,908,estimates,1951
50plus,female,23.83,908,estimates,1951
60plus,female,13.221,908,estimates,1951
65plus,female,9.005,908,estimates,1951
70plus,female,5.554,908,estimates,1951
75plus,female,2.97,908,estimates,1951
80plus,female,1.291,908,estimates,1951
85plus,female,0.458,908,estimates,1951
90plus,female,0.12,908,estimates,1951
total,female,100,908,estimates,1951
0_1,male,4.854,908,estimates,1951
0_4,male,10.785,908,estimates,1951
0_14,male,28.545,908,estimates,1951
0_17,male,34.134,908,estimates,1951
0_19,male,37.611,908,estimates,1951
0_24,male,46.847,908,estimates,1951
3_4,male,3.743,908,estimates,1951
3_5,male,5.417,908,estimates,1951
3_6,male,7.024,908,estimates,1951
4_5,male,3.461,908,estimates,1951
4_6,male,5.067,908,estimates,1951
5_14,male,17.759,908,estimates,1951
5_10,male,9.835,908,estimates,1951
5_11,male,11.683,908,estimates,1951
6_9,male,6.422,908,estimates,1951
6_10,male,8.162,908,estimates,1951
6_11,male,10.009,908,estimates,1951
6_12,male,11.992,908,estimates,1951
7_10,male,6.555,908,estimates,1951
7_12,male,10.386,908,estimates,1951
11_16,male,11.733,908,estimates,1951
11_17,male,13.513,908,estimates,1951
11_18,male,15.243,908,estimates,1951
12_14,male,6.076,908,estimates,1951
12_16,male,9.886,908,estimates,1951
12_17,male,11.665,908,estimates,1951
12_18,male,13.396,908,estimates,1951
13_17,male,9.682,908,estimates,1951
13_18,male,11.412,908,estimates,1951
13_19,male,13.159,908,estimates,1951
15_17,male,5.589,908,estimates,1951
18_23,male,10.877,908,estimates,1951
15_24,male,18.302,908,estimates,1951
15_49,male,51.713,908,estimates,1951
15_59,male,61.022,908,estimates,1951
15_64,male,64.479,908,estimates,1951
20_64,male,55.413,908,estimates,1951
20_69,male,58.204,908,estimates,1951
25_49,male,33.411,908,estimates,1951
25_64,male,46.177,908,estimates,1951
25_69,male,48.967,908,estimates,1951
15plus,male,71.455,908,estimates,1951
16plus,male,69.512,908,estimates,1951
17plus,male,67.646,908,estimates,1951
18plus,male,65.866,908,estimates,1951
20plus,male,62.389,908,estimates,1951
21plus,male,60.588,908,estimates,1951
25plus,male,53.153,908,estimates,1951
50plus,male,19.742,908,estimates,1951
60plus,male,10.434,908,estimates,1951
65plus,male,6.976,908,estimates,1951
70plus,male,4.186,908,estimates,1951
75plus,male,2.121,908,estimates,1951
80plus,male,0.845,908,estimates,1951
85plus,male,0.266,908,estimates,1951
90plus,male,0.06,908,estimates,1951
total,male,100,908,estimates,1951
0_1,female,3.653,908,estimates,1952
0_4,female,9.13,908,estimates,1952
0_14,female,24.075,908,estimates,1952
0_17,female,29.112,908,estimates,1952
0_19,female,32.175,908,estimates,1952
0_24,female,40.353,908,estimates,1952
3_4,female,3.464,908,estimates,1952
3_5,female,4.993,908,estimates,1952
3_6,female,6.434,908,estimates,1952
4_5,female,3.18,908,estimates,1952
4_6,female,4.621,908,estimates,1952
5_14,female,14.945,908,estimates,1952
5_10,female,8.421,908,estimates,1952
5_11,female,9.902,908,estimates,1952
6_9,female,5.498,908,estimates,1952
6_10,female,6.892,908,estimates,1952
6_11,female,8.373,908,estimates,1952
6_12,female,9.952,908,estimates,1952
7_10,female,5.451,908,estimates,1952
7_12,female,8.511,908,estimates,1952
11_16,female,9.947,908,estimates,1952
11_17,female,11.561,908,estimates,1952
11_18,female,13.109,908,estimates,1952
12_14,female,5.043,908,estimates,1952
12_16,female,8.466,908,estimates,1952
12_17,female,10.08,908,estimates,1952
12_18,female,11.628,908,estimates,1952
13_17,female,8.501,908,estimates,1952
13_18,female,10.049,908,estimates,1952
13_19,female,11.564,908,estimates,1952
15_17,female,5.037,908,estimates,1952
18_23,female,9.53,908,estimates,1952
15_24,female,16.278,908,estimates,1952
15_49,female,51.743,908,estimates,1952
15_59,female,62.537,908,estimates,1952
15_64,female,66.765,908,estimates,1952
20_64,female,58.665,908,estimates,1952
20_69,female,62.159,908,estimates,1952
25_49,female,35.465,908,estimates,1952
25_64,female,50.487,908,estimates,1952
25_69,female,53.981,908,estimates,1952
15plus,female,75.925,908,estimates,1952
16plus,female,74.177,908,estimates,1952
17plus,female,72.502,908,estimates,1952
18plus,female,70.888,908,estimates,1952
20plus,female,67.825,908,estimates,1952
21plus,female,66.286,908,estimates,1952
25plus,female,59.647,908,estimates,1952
50plus,female,24.182,908,estimates,1952
60plus,female,13.388,908,estimates,1952
65plus,female,9.16,908,estimates,1952
70plus,female,5.666,908,estimates,1952
75plus,female,3.055,908,estimates,1952
80plus,female,1.344,908,estimates,1952
85plus,female,0.472,908,estimates,1952
90plus,female,0.129,908,estimates,1952
total,female,100,908,estimates,1952
0_1,male,4.336,908,estimates,1952
0_4,male,10.809,908,estimates,1952
0_14,male,28.195,908,estimates,1952
0_17,male,33.969,908,estimates,1952
0_19,male,37.437,908,estimates,1952
0_24,male,46.469,908,estimates,1952
3_4,male,4.088,908,estimates,1952
3_5,male,5.886,908,estimates,1952
3_6,male,7.577,908,estimates,1952
4_5,male,3.745,908,estimates,1952
4_6,male,5.436,908,estimates,1952
5_14,male,17.386,908,estimates,1952
5_10,male,9.844,908,estimates,1952
5_11,male,11.562,908,estimates,1952
6_9,male,6.427,908,estimates,1952
6_10,male,8.046,908,estimates,1952
6_11,male,9.764,908,estimates,1952
6_12,male,11.591,908,estimates,1952
7_10,male,6.356,908,estimates,1952
7_12,male,9.9,908,estimates,1952
11_16,male,11.472,908,estimates,1952
11_17,male,13.316,908,estimates,1952
11_18,male,15.075,908,estimates,1952
12_14,male,5.824,908,estimates,1952
12_16,male,9.755,908,estimates,1952
12_17,male,11.599,908,estimates,1952
12_18,male,13.357,908,estimates,1952
13_17,male,9.772,908,estimates,1952
13_18,male,11.53,908,estimates,1952
13_19,male,13.24,908,estimates,1952
15_17,male,5.775,908,estimates,1952
18_23,male,10.642,908,estimates,1952
15_24,male,18.275,908,estimates,1952
15_49,male,51.84,908,estimates,1952
15_59,male,61.34,908,estimates,1952
15_64,male,64.778,908,estimates,1952
20_64,male,55.535,908,estimates,1952
20_69,male,58.325,908,estimates,1952
25_49,male,33.565,908,estimates,1952
25_64,male,46.503,908,estimates,1952
25_69,male,49.293,908,estimates,1952
15plus,male,71.805,908,estimates,1952
16plus,male,69.796,908,estimates,1952
17plus,male,67.875,908,estimates,1952
18plus,male,66.031,908,estimates,1952
20plus,male,62.563,908,estimates,1952
21plus,male,60.837,908,estimates,1952
25plus,male,53.531,908,estimates,1952
50plus,male,19.966,908,estimates,1952
60plus,male,10.465,908,estimates,1952
65plus,male,7.027,908,estimates,1952
70plus,male,4.237,908,estimates,1952
75plus,male,2.178,908,estimates,1952
80plus,male,0.883,908,estimates,1952
85plus,male,0.276,908,estimates,1952
90plus,male,0.066,908,estimates,1952
total,male,100,908,estimates,1952
0_1,female,3.542,908,estimates,1953
0_4,female,9.037,908,estimates,1953
0_14,female,23.808,908,estimates,1953
0_17,female,28.953,908,estimates,1953
0_19,female,32.086,908,estimates,1953
0_24,female,39.981,908,estimates,1953
3_4,female,3.708,908,estimates,1953
3_5,female,5.355,908,estimates,1953
3_6,female,6.896,908,estimates,1953
4_5,female,3.425,908,estimates,1953
4_6,female,4.966,908,estimates,1953
5_14,female,14.771,908,estimates,1953
5_10,female,8.682,908,estimates,1953
5_11,female,10.053,908,estimates,1953
6_9,female,5.717,908,estimates,1953
6_10,female,7.034,908,estimates,1953
6_11,female,8.406,908,estimates,1953
6_12,female,9.872,908,estimates,1953
7_10,female,5.493,908,estimates,1953
7_12,female,8.331,908,estimates,1953
11_16,female,9.575,908,estimates,1953
11_17,female,11.235,908,estimates,1953
11_18,female,12.835,908,estimates,1953
12_14,female,4.718,908,estimates,1953
12_16,female,8.203,908,estimates,1953
12_17,female,9.864,908,estimates,1953
12_18,female,11.463,908,estimates,1953
13_17,female,8.397,908,estimates,1953
13_18,female,9.997,908,estimates,1953
13_19,female,11.529,908,estimates,1953
15_17,female,5.146,908,estimates,1953
18_23,female,9.361,908,estimates,1953
15_24,female,16.174,908,estimates,1953
15_49,female,51.652,908,estimates,1953
15_59,female,62.643,908,estimates,1953
15_64,female,66.886,908,estimates,1953
20_64,female,58.608,908,estimates,1953
20_69,female,62.15,908,estimates,1953
25_49,female,35.478,908,estimates,1953
25_64,female,50.712,908,estimates,1953
25_69,female,54.254,908,estimates,1953
15plus,female,76.192,908,estimates,1953
16plus,female,74.44,908,estimates,1953
17plus,female,72.707,908,estimates,1953
18plus,female,71.047,908,estimates,1953
20plus,female,67.914,908,estimates,1953
21plus,female,66.415,908,estimates,1953
25plus,female,60.019,908,estimates,1953
50plus,female,24.541,908,estimates,1953
60plus,female,13.55,908,estimates,1953
65plus,female,9.307,908,estimates,1953
70plus,female,5.764,908,estimates,1953
75plus,female,3.119,908,estimates,1953
80plus,female,1.38,908,estimates,1953
85plus,female,0.473,908,estimates,1953
90plus,female,0.133,908,estimates,1953
total,female,100,908,estimates,1953
0_1,male,4.201,908,estimates,1953
0_4,male,10.688,908,estimates,1953
0_14,male,27.867,908,estimates,1953
0_17,male,33.763,908,estimates,1953
0_19,male,37.322,908,estimates,1953
0_24,male,46.093,908,estimates,1953
3_4,male,4.373,908,estimates,1953
3_5,male,6.31,908,estimates,1953
3_6,male,8.118,908,estimates,1953
4_5,male,4.032,908,estimates,1953
4_6,male,5.839,908,estimates,1953
5_14,male,17.179,908,estimates,1953
5_10,male,10.151,908,estimates,1953
5_11,male,11.739,908,estimates,1953
6_9,male,6.684,908,estimates,1953
6_10,male,8.214,908,estimates,1953
6_11,male,9.802,908,estimates,1953
6_12,male,11.497,908,estimates,1953
7_10,male,6.406,908,estimates,1953
7_12,male,9.689,908,estimates,1953
11_16,male,11.027,908,estimates,1953
11_17,male,12.924,908,estimates,1953
11_18,male,14.746,908,estimates,1953
12_14,male,5.44,908,estimates,1953
12_16,male,9.438,908,estimates,1953
12_17,male,11.336,908,estimates,1953
12_18,male,13.158,908,estimates,1953
13_17,male,9.641,908,estimates,1953
13_18,male,11.463,908,estimates,1953
13_19,male,13.2,908,estimates,1953
15_17,male,5.896,908,estimates,1953
18_23,male,10.501,908,estimates,1953
15_24,male,18.226,908,estimates,1953
15_49,male,51.937,908,estimates,1953
15_59,male,61.648,908,estimates,1953
15_64,male,65.074,908,estimates,1953
20_64,male,55.619,908,estimates,1953
20_69,male,58.412,908,estimates,1953
25_49,male,33.711,908,estimates,1953
25_64,male,46.848,908,estimates,1953
25_69,male,49.641,908,estimates,1953
15plus,male,72.133,908,estimates,1953
16plus,male,70.121,908,estimates,1953
17plus,male,68.135,908,estimates,1953
18plus,male,66.237,908,estimates,1953
20plus,male,62.678,908,estimates,1953
21plus,male,60.989,908,estimates,1953
25plus,male,53.907,908,estimates,1953
50plus,male,20.195,908,estimates,1953
60plus,male,10.485,908,estimates,1953
65plus,male,7.059,908,estimates,1953
70plus,male,4.266,908,estimates,1953
75plus,male,2.21,908,estimates,1953
80plus,male,0.904,908,estimates,1953
85plus,male,0.277,908,estimates,1953
90plus,male,0.069,908,estimates,1953
total,male,100,908,estimates,1953
0_1,female,3.478,908,estimates,1954
0_4,female,8.935,908,estimates,1954
0_14,female,23.701,908,estimates,1954
0_17,female,28.824,908,estimates,1954
0_19,female,32.05,908,estimates,1954
0_24,female,39.721,908,estimates,1954
3_4,female,3.651,908,estimates,1954
3_5,female,5.391,908,estimates,1954
3_6,female,7.033,908,estimates,1954
4_5,female,3.586,908,estimates,1954
4_6,female,5.227,908,estimates,1954
5_14,female,14.766,908,estimates,1954
5_10,female,9.122,908,estimates,1954
5_11,female,10.415,908,estimates,1954
6_9,female,6.063,908,estimates,1954
6_10,female,7.381,908,estimates,1954
6_11,female,8.675,908,estimates,1954
6_12,female,10.022,908,estimates,1954
7_10,female,5.74,908,estimates,1954
7_12,female,8.381,908,estimates,1954
11_16,female,9.05,908,estimates,1954
11_17,female,10.767,908,estimates,1954
11_18,female,12.411,908,estimates,1954
12_14,female,4.351,908,estimates,1954
12_16,female,7.757,908,estimates,1954
12_17,female,9.474,908,estimates,1954
12_18,female,11.118,908,estimates,1954
13_17,female,8.126,908,estimates,1954
13_18,female,9.77,908,estimates,1954
13_19,female,11.353,908,estimates,1954
15_17,female,5.123,908,estimates,1954
18_23,female,9.291,908,estimates,1954
15_24,female,16.02,908,estimates,1954
15_49,female,51.416,908,estimates,1954
15_59,female,62.594,908,estimates,1954
15_64,female,66.864,908,estimates,1954
20_64,female,58.514,908,estimates,1954
20_69,female,62.101,908,estimates,1954
25_49,female,35.396,908,estimates,1954
25_64,female,50.844,908,estimates,1954
25_69,female,54.43,908,estimates,1954
15plus,female,76.299,908,estimates,1954
16plus,female,74.63,908,estimates,1954
17plus,female,72.893,908,estimates,1954
18plus,female,71.176,908,estimates,1954
20plus,female,67.95,908,estimates,1954
21plus,female,66.434,908,estimates,1954
25plus,female,60.279,908,estimates,1954
50plus,female,24.883,908,estimates,1954
60plus,female,13.705,908,estimates,1954
65plus,female,9.436,908,estimates,1954
70plus,female,5.849,908,estimates,1954
75plus,female,3.162,908,estimates,1954
80plus,female,1.397,908,estimates,1954
85plus,female,0.462,908,estimates,1954
90plus,female,0.126,908,estimates,1954
total,female,100,908,estimates,1954
0_1,male,4.121,908,estimates,1954
0_4,male,10.554,908,estimates,1954
0_14,male,27.725,908,estimates,1954
0_17,male,33.584,908,estimates,1954
0_19,male,37.254,908,estimates,1954
0_24,male,45.812,908,estimates,1954
3_4,male,4.301,908,estimates,1954
3_5,male,6.346,908,estimates,1954
3_6,male,8.27,908,estimates,1954
4_5,male,4.217,908,estimates,1954
4_6,male,6.141,908,estimates,1954
5_14,male,17.171,908,estimates,1954
5_10,male,10.663,908,estimates,1954
5_11,male,12.161,908,estimates,1954
6_9,male,7.087,908,estimates,1954
6_10,male,8.619,908,estimates,1954
6_11,male,10.116,908,estimates,1954
6_12,male,11.672,908,estimates,1954
7_10,male,6.694,908,estimates,1954
7_12,male,9.747,908,estimates,1954
11_16,male,10.407,908,estimates,1954
11_17,male,12.367,908,estimates,1954
11_18,male,14.24,908,estimates,1954
12_14,male,5.011,908,estimates,1954
12_16,male,8.91,908,estimates,1954
12_17,male,10.869,908,estimates,1954
12_18,male,12.742,908,estimates,1954
13_17,male,9.314,908,estimates,1954
13_18,male,11.186,908,estimates,1954
13_19,male,12.984,908,estimates,1954
15_17,male,5.859,908,estimates,1954
18_23,male,10.46,908,estimates,1954
15_24,male,18.087,908,estimates,1954
15_49,male,51.863,908,estimates,1954
15_59,male,61.78,908,estimates,1954
15_64,male,65.211,908,estimates,1954
20_64,male,55.682,908,estimates,1954
20_69,male,58.476,908,estimates,1954
25_49,male,33.776,908,estimates,1954
25_64,male,47.124,908,estimates,1954
25_69,male,49.918,908,estimates,1954
15plus,male,72.275,908,estimates,1954
16plus,male,70.361,908,estimates,1954
17plus,male,68.376,908,estimates,1954
18plus,male,66.416,908,estimates,1954
20plus,male,62.746,908,estimates,1954
21plus,male,61.032,908,estimates,1954
25plus,male,54.188,908,estimates,1954
50plus,male,20.412,908,estimates,1954
60plus,male,10.495,908,estimates,1954
65plus,male,7.064,908,estimates,1954
70plus,male,4.27,908,estimates,1954
75plus,male,2.216,908,estimates,1954
80plus,male,0.905,908,estimates,1954
85plus,male,0.268,908,estimates,1954
90plus,male,0.065,908,estimates,1954
total,male,100,908,estimates,1954
0_1,female,3.453,908,estimates,1955
0_4,female,8.886,908,estimates,1955
0_14,female,23.768,908,estimates,1955
0_17,female,28.678,908,estimates,1955
0_19,female,32.004,908,estimates,1955
0_24,female,39.559,908,estimates,1955
3_4,female,3.622,908,estimates,1955
3_5,female,5.382,908,estimates,1955
3_6,female,7.085,908,estimates,1955
4_5,female,3.562,908,estimates,1955
4_6,female,5.264,908,estimates,1955
5_14,female,14.882,908,estimates,1955
5_10,female,9.547,908,estimates,1955
5_11,female,10.855,908,estimates,1955
6_9,female,6.382,908,estimates,1955
6_10,female,7.787,908,estimates,1955
6_11,female,9.094,908,estimates,1955
6_12,female,10.364,908,estimates,1955
7_10,female,6.084,908,estimates,1955
7_12,female,8.661,908,estimates,1955
11_16,female,8.526,908,estimates,1955
11_17,female,10.245,908,estimates,1955
11_18,female,11.944,908,estimates,1955
12_14,female,4.027,908,estimates,1955
12_16,female,7.218,908,estimates,1955
12_17,female,8.938,908,estimates,1955
12_18,female,10.637,908,estimates,1955
13_17,female,7.668,908,estimates,1955
13_18,female,9.368,908,estimates,1955
13_19,female,10.994,908,estimates,1955
15_17,female,4.911,908,estimates,1955
18_23,female,9.338,908,estimates,1955
15_24,female,15.791,908,estimates,1955
15_49,female,51.015,908,estimates,1955
15_59,female,62.368,908,estimates,1955
15_64,female,66.682,908,estimates,1955
20_64,female,58.445,908,estimates,1955
20_69,female,62.071,908,estimates,1955
25_49,female,35.224,908,estimates,1955
25_64,female,50.89,908,estimates,1955
25_69,female,54.516,908,estimates,1955
15plus,female,76.232,908,estimates,1955
16plus,female,74.695,908,estimates,1955
17plus,female,73.041,908,estimates,1955
18plus,female,71.322,908,estimates,1955
20plus,female,67.996,908,estimates,1955
21plus,female,66.43,908,estimates,1955
25plus,female,60.441,908,estimates,1955
50plus,female,25.217,908,estimates,1955
60plus,female,13.865,908,estimates,1955
65plus,female,9.551,908,estimates,1955
70plus,female,5.925,908,estimates,1955
75plus,female,3.189,908,estimates,1955
80plus,female,1.394,908,estimates,1955
85plus,female,0.438,908,estimates,1955
90plus,female,0.106,908,estimates,1955
total,female,100,908,estimates,1955
0_1,male,4.084,908,estimates,1955
0_4,male,10.479,908,estimates,1955
0_14,male,27.78,908,estimates,1955
0_17,male,33.386,908,estimates,1955
0_19,male,37.164,908,estimates,1955
0_24,male,45.627,908,estimates,1955
3_4,male,4.259,908,estimates,1955
3_5,male,6.325,908,estimates,1955
3_6,male,8.319,908,estimates,1955
4_5,male,4.182,908,estimates,1955
4_6,male,6.177,908,estimates,1955
5_14,male,17.302,908,estimates,1955
5_10,male,11.153,908,estimates,1955
5_11,male,12.668,908,estimates,1955
6_9,male,7.456,908,estimates,1955
6_10,male,9.088,908,estimates,1955
6_11,male,10.602,908,estimates,1955
6_12,male,12.068,908,estimates,1955
7_10,male,7.093,908,estimates,1955
7_12,male,10.073,908,estimates,1955
11_16,male,9.796,908,estimates,1955
11_17,male,11.754,908,estimates,1955
11_18,male,13.686,908,estimates,1955
12_14,male,4.634,908,estimates,1955
12_16,male,8.281,908,estimates,1955
12_17,male,10.239,908,estimates,1955
12_18,male,12.171,908,estimates,1955
13_17,male,8.774,908,estimates,1955
13_18,male,10.706,908,estimates,1955
13_19,male,12.552,908,estimates,1955
15_17,male,5.605,908,estimates,1955
18_23,male,10.536,908,estimates,1955
15_24,male,17.847,908,estimates,1955
15_49,male,51.599,908,estimates,1955
15_59,male,61.711,908,estimates,1955
15_64,male,65.172,908,estimates,1955
20_64,male,55.788,908,estimates,1955
20_69,male,58.581,908,estimates,1955
25_49,male,33.752,908,estimates,1955
25_64,male,47.325,908,estimates,1955
25_69,male,50.118,908,estimates,1955
15plus,male,72.22,908,estimates,1955
16plus,male,70.46,908,estimates,1955
17plus,male,68.572,908,estimates,1955
18plus,male,66.614,908,estimates,1955
20plus,male,62.836,908,estimates,1955
21plus,male,61.064,908,estimates,1955
25plus,male,54.373,908,estimates,1955
50plus,male,20.62,908,estimates,1955
60plus,male,10.509,908,estimates,1955
65plus,male,7.048,908,estimates,1955
70plus,male,4.255,908,estimates,1955
75plus,male,2.197,908,estimates,1955
80plus,male,0.886,908,estimates,1955
85plus,male,0.247,908,estimates,1955
90plus,male,0.051,908,estimates,1955
total,male,100,908,estimates,1955
0_1,female,3.388,908,estimates,1956
0_4,female,8.726,908,estimates,1956
0_14,female,23.851,908,estimates,1956
0_17,female,28.432,908,estimates,1956
0_19,female,31.816,908,estimates,1956
0_24,female,39.368,908,estimates,1956
3_4,female,3.582,908,estimates,1956
3_5,female,5.356,908,estimates,1956
3_6,female,7.093,908,estimates,1956
4_5,female,3.567,908,estimates,1956
4_6,female,5.305,908,estimates,1956
5_14,female,15.125,908,estimates,1956
5_10,female,9.863,908,estimates,1956
5_11,female,11.258,908,estimates,1956
6_9,female,6.612,908,estimates,1956
6_10,female,8.089,908,estimates,1956
6_11,female,9.483,908,estimates,1956
6_12,female,10.781,908,estimates,1956
7_10,female,6.351,908,estimates,1956
7_12,female,9.043,908,estimates,1956
11_16,female,8.206,908,estimates,1956
11_17,female,9.843,908,estimates,1956
11_18,female,11.545,908,estimates,1956
12_14,female,3.867,908,estimates,1956
12_16,female,6.811,908,estimates,1956
12_17,female,8.448,908,estimates,1956
12_18,female,10.15,908,estimates,1956
13_17,female,7.151,908,estimates,1956
13_18,female,8.853,908,estimates,1956
13_19,female,10.535,908,estimates,1956
15_17,female,4.581,908,estimates,1956
18_23,female,9.467,908,estimates,1956
15_24,female,15.517,908,estimates,1956
15_49,female,50.564,908,estimates,1956
15_59,female,62.081,908,estimates,1956
15_64,female,66.449,908,estimates,1956
20_64,female,58.485,908,estimates,1956
20_69,female,62.126,908,estimates,1956
25_49,female,35.047,908,estimates,1956
25_64,female,50.933,908,estimates,1956
25_69,female,54.574,908,estimates,1956
15plus,female,76.149,908,estimates,1956
16plus,female,74.728,908,estimates,1956
17plus,female,73.205,908,estimates,1956
18plus,female,71.568,908,estimates,1956
20plus,female,68.184,908,estimates,1956
21plus,female,66.575,908,estimates,1956
25plus,female,60.632,908,estimates,1956
50plus,female,25.585,908,estimates,1956
60plus,female,14.068,908,estimates,1956
65plus,female,9.7,908,estimates,1956
70plus,female,6.059,908,estimates,1956
