agebroad,gender,percentagetotalpopulation,continent,variant,year
"Region, subregion, country or area *",male,NORTHERN AMERICA,905,estimates,1952
0_1,male,4.651,905,estimates,1952
0_4,male,11.444,905,estimates,1952
0_14,male,28.704,905,estimates,1952
0_17,male,32.836,905,estimates,1952
0_19,male,35.544,905,estimates,1952
0_24,male,42.768,905,estimates,1952
3_4,male,4.441,905,estimates,1952
3_5,male,6.528,905,estimates,1952
3_6,male,8.526,905,estimates,1952
4_5,male,4.263,905,estimates,1952
4_6,male,6.261,905,estimates,1952
5_14,male,17.26,905,estimates,1952
5_10,male,11.231,905,estimates,1952
5_11,male,12.829,905,estimates,1952
6_9,male,7.477,905,estimates,1952
6_10,male,9.145,905,estimates,1952
6_11,male,10.742,905,estimates,1952
6_12,male,12.275,905,estimates,1952
7_10,male,7.147,905,estimates,1952
7_12,male,10.277,905,estimates,1952
11_16,male,8.798,905,estimates,1952
11_17,male,10.16,905,estimates,1952
11_18,male,11.512,905,estimates,1952
12_14,male,4.431,905,estimates,1952
12_16,male,7.2,905,estimates,1952
12_17,male,8.562,905,estimates,1952
12_18,male,9.914,905,estimates,1952
13_17,male,7.03,905,estimates,1952
13_18,male,8.382,905,estimates,1952
13_19,male,9.738,905,estimates,1952
15_17,male,4.132,905,estimates,1952
18_23,male,8.42,905,estimates,1952
15_24,male,14.064,905,estimates,1952
15_49,male,49.293,905,estimates,1952
15_59,male,59.324,905,estimates,1952
15_64,male,63.412,905,estimates,1952
20_64,male,56.572,905,estimates,1952
20_69,male,59.838,905,estimates,1952
25_49,male,35.229,905,estimates,1952
25_64,male,49.347,905,estimates,1952
25_69,male,52.614,905,estimates,1952
15plus,male,71.296,905,estimates,1952
16plus,male,69.902,905,estimates,1952
17plus,male,68.527,905,estimates,1952
18plus,male,67.164,905,estimates,1952
20plus,male,64.456,905,estimates,1952
21plus,male,63.079,905,estimates,1952
25plus,male,57.232,905,estimates,1952
50plus,male,22.003,905,estimates,1952
60plus,male,11.972,905,estimates,1952
65plus,male,7.884,905,estimates,1952
70plus,male,4.618,905,estimates,1952
75plus,male,2.394,905,estimates,1952
80plus,male,1.054,905,estimates,1952
85plus,male,0.381,905,estimates,1952
90plus,male,0.112,905,estimates,1952
total,male,100,905,estimates,1952
"Region, subregion, country or area *",female,NORTHERN AMERICA,905,estimates,1953
0_1,female,4.419,905,estimates,1953
0_4,female,10.922,905,estimates,1953
0_14,female,27.83,905,estimates,1953
0_17,female,31.857,905,estimates,1953
0_19,female,34.506,905,estimates,1953
0_24,female,41.461,905,estimates,1953
3_4,female,4.314,905,estimates,1953
3_5,female,6.351,905,estimates,1953
3_6,female,8.306,905,estimates,1953
4_5,female,4.156,905,estimates,1953
4_6,female,6.111,905,estimates,1953
5_14,female,16.908,905,estimates,1953
5_10,female,10.993,905,estimates,1953
5_11,female,12.557,905,estimates,1953
6_9,female,7.324,905,estimates,1953
6_10,female,8.955,905,estimates,1953
6_11,female,10.519,905,estimates,1953
6_12,female,12.024,905,estimates,1953
7_10,female,7.0,905,estimates,1953
7_12,female,10.069,905,estimates,1953
11_16,female,8.613,905,estimates,1953
11_17,female,9.943,905,estimates,1953
11_18,female,11.267,905,estimates,1953
12_14,female,4.351,905,estimates,1953
12_16,female,7.049,905,estimates,1953
12_17,female,8.379,905,estimates,1953
12_18,female,9.703,905,estimates,1953
13_17,female,6.874,905,estimates,1953
13_18,female,8.199,905,estimates,1953
13_19,female,9.523,905,estimates,1953
15_17,female,4.027,905,estimates,1953
18_23,female,8.149,905,estimates,1953
15_24,female,13.631,905,estimates,1953
15_49,female,48.625,905,estimates,1953
15_59,female,58.867,905,estimates,1953
15_64,female,63.084,905,estimates,1953
20_64,female,56.408,905,estimates,1953
20_69,female,59.927,905,estimates,1953
25_49,female,34.995,905,estimates,1953
25_64,female,49.454,905,estimates,1953
25_69,female,52.972,905,estimates,1953
15plus,female,72.17,905,estimates,1953
16plus,female,70.81,905,estimates,1953
17plus,female,69.472,905,estimates,1953
18plus,female,68.143,905,estimates,1953
20plus,female,65.494,905,estimates,1953
21plus,female,64.16,905,estimates,1953
25plus,female,58.539,905,estimates,1953
50plus,female,23.545,905,estimates,1953
60plus,female,13.302,905,estimates,1953
65plus,female,9.086,905,estimates,1953
70plus,female,5.567,905,estimates,1953
75plus,female,2.987,905,estimates,1953
80plus,female,1.406,905,estimates,1953
85plus,female,0.544,905,estimates,1953
90plus,female,0.203,905,estimates,1953
total,female,100,905,estimates,1953
"Region, subregion, country or area *",male,NORTHERN AMERICA,905,estimates,1953
0_1,male,4.646,905,estimates,1953
0_4,male,11.481,905,estimates,1953
0_14,male,29.256,905,estimates,1953
0_17,male,33.356,905,estimates,1953
0_19,male,35.999,905,estimates,1953
0_24,male,42.919,905,estimates,1953
3_4,male,4.536,905,estimates,1953
3_5,male,6.682,905,estimates,1953
3_6,male,8.743,905,estimates,1953
4_5,male,4.375,905,estimates,1953
4_6,male,6.436,905,estimates,1953
5_14,male,17.775,905,estimates,1953
5_10,male,11.601,905,estimates,1953
5_11,male,13.247,905,estimates,1953
6_9,male,7.731,905,estimates,1953
6_10,male,9.455,905,estimates,1953
6_11,male,11.101,905,estimates,1953
6_12,male,12.676,905,estimates,1953
7_10,male,7.393,905,estimates,1953
7_12,male,10.614,905,estimates,1953
11_16,male,8.932,905,estimates,1953
11_17,male,10.274,905,estimates,1953
11_18,male,11.601,905,estimates,1953
12_14,male,4.528,905,estimates,1953
12_16,male,7.285,905,estimates,1953
12_17,male,8.628,905,estimates,1953
12_18,male,9.955,905,estimates,1953
13_17,male,7.053,905,estimates,1953
13_18,male,8.38,905,estimates,1953
13_19,male,9.696,905,estimates,1953
15_17,male,4.1,905,estimates,1953
18_23,male,8.103,905,estimates,1953
15_24,male,13.663,905,estimates,1953
15_49,male,48.641,905,estimates,1953
15_59,male,58.704,905,estimates,1953
15_64,male,62.787,905,estimates,1953
20_64,male,56.044,905,estimates,1953
20_69,male,59.308,905,estimates,1953
25_49,male,34.978,905,estimates,1953
25_64,male,49.124,905,estimates,1953
25_69,male,52.388,905,estimates,1953
15plus,male,70.744,905,estimates,1953
16plus,male,69.348,905,estimates,1953
17plus,male,67.986,905,estimates,1953
18plus,male,66.644,905,estimates,1953
20plus,male,64.001,905,estimates,1953
21plus,male,62.682,905,estimates,1953
25plus,male,57.081,905,estimates,1953
50plus,male,22.103,905,estimates,1953
60plus,male,12.04,905,estimates,1953
65plus,male,7.957,905,estimates,1953
70plus,male,4.693,905,estimates,1953
75plus,male,2.437,905,estimates,1953
80plus,male,1.079,905,estimates,1953
85plus,male,0.378,905,estimates,1953
90plus,male,0.114,905,estimates,1953
total,male,100,905,estimates,1953
"Region, subregion, country or area *",female,NORTHERN AMERICA,905,estimates,1954
0_1,female,4.431,905,estimates,1954
0_4,female,10.966,905,estimates,1954
0_14,female,28.316,905,estimates,1954
0_17,female,32.339,905,estimates,1954
0_19,female,34.947,905,estimates,1954
0_24,female,41.659,905,estimates,1954
3_4,female,4.327,905,estimates,1954
3_5,female,6.406,905,estimates,1954
3_6,female,8.41,905,estimates,1954
4_5,female,4.227,905,estimates,1954
4_6,female,6.232,905,estimates,1954
5_14,female,17.35,905,estimates,1954
5_10,female,11.301,905,estimates,1954
5_11,female,12.907,905,estimates,1954
6_9,female,7.539,905,estimates,1954
6_10,female,9.222,905,estimates,1954
6_11,female,10.828,905,estimates,1954
6_12,female,12.366,905,estimates,1954
7_10,female,7.217,905,estimates,1954
7_12,female,10.362,905,estimates,1954
11_16,female,8.758,905,estimates,1954
11_17,female,10.072,905,estimates,1954
11_18,female,11.378,905,estimates,1954
12_14,female,4.444,905,estimates,1954
12_16,female,7.152,905,estimates,1954
12_17,female,8.466,905,estimates,1954
12_18,female,9.772,905,estimates,1954
13_17,female,6.927,905,estimates,1954
13_18,female,8.233,905,estimates,1954
13_19,female,9.535,905,estimates,1954
15_17,female,4.022,905,estimates,1954
18_23,female,7.923,905,estimates,1954
15_24,female,13.342,905,estimates,1954
15_49,female,47.927,905,estimates,1954
15_59,female,58.234,905,estimates,1954
15_64,female,62.471,905,estimates,1954
20_64,female,55.84,905,estimates,1954
20_69,female,59.367,905,estimates,1954
25_49,female,34.585,905,estimates,1954
25_64,female,49.129,905,estimates,1954
25_69,female,52.656,905,estimates,1954
15plus,female,71.684,905,estimates,1954
16plus,female,70.31,905,estimates,1954
17plus,female,68.975,905,estimates,1954
18plus,female,67.661,905,estimates,1954
20plus,female,65.053,905,estimates,1954
21plus,female,63.751,905,estimates,1954
25plus,female,58.341,905,estimates,1954
50plus,female,23.756,905,estimates,1954
60plus,female,13.45,905,estimates,1954
65plus,female,9.213,905,estimates,1954
70plus,female,5.686,905,estimates,1954
75plus,female,3.052,905,estimates,1954
80plus,female,1.438,905,estimates,1954
85plus,female,0.524,905,estimates,1954
90plus,female,0.191,905,estimates,1954
total,female,100,905,estimates,1954
"Region, subregion, country or area *",male,NORTHERN AMERICA,905,estimates,1954
0_1,male,4.668,905,estimates,1954
0_4,male,11.54,905,estimates,1954
0_14,male,29.838,905,estimates,1954
0_17,male,33.95,905,estimates,1954
0_19,male,36.551,905,estimates,1954
0_24,male,43.16,905,estimates,1954
3_4,male,4.551,905,estimates,1954
3_5,male,6.742,905,estimates,1954
3_6,male,8.856,905,estimates,1954
4_5,male,4.451,905,estimates,1954
4_6,male,6.565,905,estimates,1954
5_14,male,18.298,905,estimates,1954
5_10,male,11.941,905,estimates,1954
5_11,male,13.643,905,estimates,1954
6_9,male,7.968,905,estimates,1954
6_10,male,9.751,905,estimates,1954
6_11,male,11.452,905,estimates,1954
6_12,male,13.076,905,estimates,1954
7_10,male,7.637,905,estimates,1954
7_12,male,10.961,905,estimates,1954
11_16,male,9.139,905,estimates,1954
11_17,male,10.469,905,estimates,1954
11_18,male,11.777,905,estimates,1954
12_14,male,4.655,905,estimates,1954
12_16,male,7.437,905,estimates,1954
12_17,male,8.767,905,estimates,1954
12_18,male,10.076,905,estimates,1954
13_17,male,7.144,905,estimates,1954
13_18,male,8.453,905,estimates,1954
13_19,male,9.745,905,estimates,1954
15_17,male,4.112,905,estimates,1954
18_23,male,7.818,905,estimates,1954
15_24,male,13.322,905,estimates,1954
15_49,male,47.948,905,estimates,1954
15_59,male,58.072,905,estimates,1954
15_64,male,62.152,905,estimates,1954
20_64,male,55.44,905,estimates,1954
20_69,male,58.713,905,estimates,1954
25_49,male,34.626,905,estimates,1954
25_64,male,48.83,905,estimates,1954
25_69,male,52.104,905,estimates,1954
15plus,male,70.162,905,estimates,1954
16plus,male,68.745,905,estimates,1954
17plus,male,67.38,905,estimates,1954
18plus,male,66.05,905,estimates,1954
20plus,male,63.449,905,estimates,1954
21plus,male,62.171,905,estimates,1954
25plus,male,56.84,905,estimates,1954
50plus,male,22.214,905,estimates,1954
60plus,male,12.09,905,estimates,1954
65plus,male,8.01,905,estimates,1954
70plus,male,4.736,905,estimates,1954
75plus,male,2.468,905,estimates,1954
80plus,male,1.089,905,estimates,1954
85plus,male,0.367,905,estimates,1954
90plus,male,0.109,905,estimates,1954
total,male,100,905,estimates,1954
"Region, subregion, country or area *",female,NORTHERN AMERICA,905,estimates,1955
0_1,female,4.46,905,estimates,1955
0_4,female,11.027,905,estimates,1955
0_14,female,28.794,905,estimates,1955
0_17,female,32.853,905,estimates,1955
0_19,female,35.424,905,estimates,1955
0_24,female,41.929,905,estimates,1955
3_4,female,4.347,905,estimates,1955
3_5,female,6.447,905,estimates,1955
3_6,female,8.487,905,estimates,1955
4_5,female,4.254,905,estimates,1955
4_6,female,6.293,905,estimates,1955
5_14,female,17.767,905,estimates,1955
5_10,female,11.563,905,estimates,1955
5_11,female,13.219,905,estimates,1955
6_9,female,7.724,905,estimates,1955
6_10,female,9.462,905,estimates,1955
6_11,female,11.118,905,estimates,1955
6_12,female,12.698,905,estimates,1955
7_10,female,7.422,905,estimates,1955
7_12,female,10.658,905,estimates,1955
11_16,female,8.953,905,estimates,1955
11_17,female,10.263,905,estimates,1955
11_18,female,11.552,905,estimates,1955
12_14,female,4.549,905,estimates,1955
12_16,female,7.297,905,estimates,1955
12_17,female,8.607,905,estimates,1955
12_18,female,9.896,905,estimates,1955
13_17,female,7.027,905,estimates,1955
13_18,female,8.316,905,estimates,1955
13_19,female,9.599,905,estimates,1955
15_17,female,4.058,905,estimates,1955
18_23,female,7.735,905,estimates,1955
15_24,female,13.135,905,estimates,1955
15_49,female,47.251,905,estimates,1955
15_59,female,57.62,905,estimates,1955
15_64,female,61.865,905,estimates,1955
20_64,female,55.235,905,estimates,1955
20_69,female,58.79,905,estimates,1955
25_49,female,34.116,905,estimates,1955
25_64,female,48.73,905,estimates,1955
25_69,female,52.285,905,estimates,1955
15plus,female,71.206,905,estimates,1955
16plus,female,69.805,905,estimates,1955
17plus,female,68.457,905,estimates,1955
18plus,female,67.147,905,estimates,1955
20plus,female,64.576,905,estimates,1955
21plus,female,63.296,905,estimates,1955
25plus,female,58.071,905,estimates,1955
50plus,female,23.955,905,estimates,1955
60plus,female,13.586,905,estimates,1955
65plus,female,9.341,905,estimates,1955
70plus,female,5.786,905,estimates,1955
75plus,female,3.118,905,estimates,1955
80plus,female,1.459,905,estimates,1955
85plus,female,0.507,905,estimates,1955
90plus,female,0.167,905,estimates,1955
total,female,100,905,estimates,1955
"Region, subregion, country or area *",male,NORTHERN AMERICA,905,estimates,1955
0_1,male,4.705,905,estimates,1955
0_4,male,11.617,905,estimates,1955
0_14,male,30.406,905,estimates,1955
0_17,male,34.583,905,estimates,1955
0_19,male,37.156,905,estimates,1955
0_24,male,43.49,905,estimates,1955
3_4,male,4.575,905,estimates,1955
3_5,male,6.788,905,estimates,1955
3_6,male,8.94,905,estimates,1955
4_5,male,4.48,905,estimates,1955
4_6,male,6.631,905,estimates,1955
5_14,male,18.789,905,estimates,1955
5_10,male,12.224,905,estimates,1955
5_11,male,13.985,905,estimates,1955
6_9,male,8.166,905,estimates,1955
6_10,male,10.011,905,estimates,1955
6_11,male,11.771,905,estimates,1955
6_12,male,13.45,905,estimates,1955
7_10,male,7.859,905,estimates,1955
7_12,male,11.298,905,estimates,1955
11_16,male,9.408,905,estimates,1955
11_17,male,10.742,905,estimates,1955
11_18,male,12.04,905,estimates,1955
12_14,male,4.804,905,estimates,1955
12_16,male,7.647,905,estimates,1955
12_17,male,8.981,905,estimates,1955
12_18,male,10.279,905,estimates,1955
13_17,male,7.303,905,estimates,1955
13_18,male,8.6,905,estimates,1955
13_19,male,9.875,905,estimates,1955
15_17,male,4.178,905,estimates,1955
18_23,male,7.588,905,estimates,1955
15_24,male,13.084,905,estimates,1955
15_49,male,47.284,905,estimates,1955
15_59,male,57.475,905,estimates,1955
15_64,male,61.545,905,estimates,1955
20_64,male,54.795,905,estimates,1955
20_69,male,58.089,905,estimates,1955
25_49,male,34.2,905,estimates,1955
25_64,male,48.462,905,estimates,1955
25_69,male,51.755,905,estimates,1955
15plus,male,69.594,905,estimates,1955
16plus,male,68.139,905,estimates,1955
17plus,male,66.751,905,estimates,1955
18plus,male,65.417,905,estimates,1955
20plus,male,62.844,905,estimates,1955
21plus,male,61.588,905,estimates,1955
25plus,male,56.51,905,estimates,1955
50plus,male,22.31,905,estimates,1955
60plus,male,12.119,905,estimates,1955
65plus,male,8.049,905,estimates,1955
70plus,male,4.755,905,estimates,1955
75plus,male,2.483,905,estimates,1955
80plus,male,1.084,905,estimates,1955
85plus,male,0.348,905,estimates,1955
90plus,male,0.093,905,estimates,1955
total,male,100,905,estimates,1955
"Region, subregion, country or area *",female,NORTHERN AMERICA,905,estimates,1956
0_1,female,4.451,905,estimates,1956
0_4,female,10.983,905,estimates,1956
0_14,female,29.128,905,estimates,1956
0_17,female,33.266,905,estimates,1956
0_19,female,35.833,905,estimates,1956
0_24,female,42.193,905,estimates,1956
3_4,female,4.334,905,estimates,1956
3_5,female,6.447,905,estimates,1956
3_6,female,8.51,905,estimates,1956
4_5,female,4.265,905,estimates,1956
4_6,female,6.328,905,estimates,1956
5_14,female,18.145,905,estimates,1956
5_10,female,11.779,905,estimates,1956
5_11,female,13.486,905,estimates,1956
6_9,female,7.879,905,estimates,1956
6_10,female,9.666,905,estimates,1956
6_11,female,11.373,905,estimates,1956
6_12,female,12.998,905,estimates,1956
7_10,female,7.603,905,estimates,1956
7_12,female,10.935,905,estimates,1956
11_16,female,9.175,905,estimates,1956
11_17,female,10.505,905,estimates,1956
11_18,female,11.798,905,estimates,1956
12_14,female,4.659,905,estimates,1956
12_16,female,7.468,905,estimates,1956
12_17,female,8.798,905,estimates,1956
12_18,female,10.091,905,estimates,1956
