variant,global,year,potentialsupport2564_65
medium_variant,900,2094,3.124
medium_variant,900,2095,3.102
medium_variant,900,2096,3.086
medium_variant,900,2097,3.07
medium_variant,900,2098,3.052
medium_variant,900,2099,3.033
medium_variant,900,2100,3.013
high_variant,900,2015,5.97176527569463
low_variant,900,2015,5.97176527569463
constant_fertility,900,2015,5.97176527569463
instant_replacement,900,2015,5.97176527569463
zero_migration,900,2015,5.97176527569463
constant_mortality,900,2015,5.97176527569463
no_change,900,2015,5.97176527569463
high_variant,900,2020,5.33308205561228
low_variant,900,2020,5.33308205561228
constant_fertility,900,2020,5.33308205561228
instant_replacement,900,2020,5.33307692444985
zero_migration,900,2020,5.3322150280899
constant_mortality,900,2020,5.38917008525445
no_change,900,2020,5.3891706879208
high_variant,900,2025,4.77519366439784
low_variant,900,2025,4.77519366439784
constant_fertility,900,2025,4.77519366439784
instant_replacement,900,2025,4.7751739204581
zero_migration,900,2025,4.77351928868877
constant_mortality,900,2025,4.90541822674802
no_change,900,2025,4.9054211218931
high_variant,900,2030,4.23167739999776
low_variant,900,2030,4.23167739999776
constant_fertility,900,2030,4.23167739999776
instant_replacement,900,2030,4.23162601650672
zero_migration,900,2030,4.22996791093943
constant_mortality,900,2030,4.43740394963069
no_change,900,2030,4.43741387613683
high_variant,900,2035,3.77928775873503
low_variant,900,2035,3.77928775873503
constant_fertility,900,2035,3.77928775873503
instant_replacement,900,2035,3.77919492786161
zero_migration,900,2035,3.77696621260942
constant_mortality,900,2035,4.05710819541826
no_change,900,2035,4.05712988825576
high_variant,900,2040,3.46575270862549
low_variant,900,2040,3.46575270862549
constant_fertility,900,2040,3.46575270862549
instant_replacement,900,2040,3.46564752497154
zero_migration,900,2040,3.4613533441104
constant_mortality,900,2040,3.82072942971189
no_change,900,2040,3.82076448634744
high_variant,900,2045,3.32199152902185
low_variant,900,2045,3.22614686251026
constant_fertility,900,2045,3.29467252679035
instant_replacement,900,2045,3.23176203241418
zero_migration,900,2045,3.26760677825175
constant_mortality,900,2045,3.71486119362856
no_change,900,2045,3.73807646953782
high_variant,900,2050,3.16888803267875
low_variant,900,2050,2.941226554782
constant_fertility,900,2050,3.11398796121205
instant_replacement,900,2050,2.98009045782647
zero_migration,900,2050,3.04862715880785
constant_mortality,900,2050,3.56213582753933
no_change,900,2050,3.63004486046807
high_variant,900,2055,2.98842847340183
low_variant,900,2055,2.6214454752737
constant_fertility,900,2055,2.91578614120273
instant_replacement,900,2055,2.7064951725634
zero_migration,900,2055,2.80079741247038
constant_mortality,900,2055,3.34963629321485
no_change,900,2055,3.47988356041329
high_variant,900,2060,2.9018891546952
low_variant,900,2060,2.40514369602929
constant_fertility,900,2060,2.83223520508204
instant_replacement,900,2060,2.53403896506546
zero_migration,900,2060,2.6526245562991
constant_mortality,900,2060,3.24911094117908
no_change,900,2060,3.46370937299355
high_variant,900,2065,2.9042273751121
low_variant,900,2065,2.26642170519913
constant_fertility,900,2065,2.85297428650577
instant_replacement,900,2065,2.44047438093503
zero_migration,900,2065,2.58564576392194
constant_mortality,900,2065,3.25091370677917
no_change,900,2065,3.58124984722613
high_variant,900,2070,2.92849036082269
low_variant,900,2070,2.13191846174041
constant_fertility,900,2070,2.90906712216545
instant_replacement,900,2070,2.35451665105216
zero_migration,900,2070,2.52807366669991
constant_mortality,900,2070,3.25876443291243
no_change,900,2070,3.74029286907096
high_variant,900,2075,2.94918312192797
low_variant,900,2075,1.97781033527505
constant_fertility,900,2075,2.97704068500302
instant_replacement,900,2075,2.25569836008167
zero_migration,900,2075,2.45540584846089
constant_mortality,900,2075,3.2284143225512
no_change,900,2075,3.89741788686403
high_variant,900,2080,2.95916571516724
low_variant,900,2080,1.80548309538677
constant_fertility,900,2080,3.05669657809507
instant_replacement,900,2080,2.14497154657934
zero_migration,900,2080,2.3654469010765
constant_mortality,900,2080,3.15362393291835
no_change,900,2080,4.04667824829755
high_variant,900,2085,2.87874595397113
low_variant,900,2085,1.71035495240115
constant_fertility,900,2085,3.13627329942275
instant_replacement,900,2085,2.09946600469386
zero_migration,900,2085,2.28212403831703
constant_mortality,900,2085,3.08431181678939
no_change,900,2085,4.18536890734883
high_variant,900,2090,2.77888387297172
low_variant,900,2090,1.6618758622655
constant_fertility,900,2090,3.23257365185789
instant_replacement,900,2090,2.05812892636604
zero_migration,900,2090,2.21464297523057
constant_mortality,900,2090,3.04695715248637
no_change,900,2090,4.35441650984282
high_variant,900,2095,2.68058053082656
low_variant,900,2095,1.63745763924873
constant_fertility,900,2095,3.34368232728139
instant_replacement,900,2095,2.01300385771701
zero_migration,900,2095,2.15642322356184
constant_mortality,900,2095,3.03213150243468
no_change,900,2095,4.55627799826921
high_variant,900,2100,2.60970079117351
low_variant,900,2100,1.60048271716609
constant_fertility,900,2100,3.46499798481727
instant_replacement,900,2100,1.96042433279165
zero_migration,900,2100,2.10014526716296
constant_mortality,900,2100,3.01914248119462
no_change,900,2100,4.77512450207842
