continent,variant,freq,year,crudedeathrateper1000population
908,momentum,5yearly,2045,15.445
908,no_change,5yearly,2045,16.314
908,zero_migration,5yearly,2045,13.78
908,constant_fertility,5yearly,2050,13.726
908,constant_mortality,5yearly,2050,16.194
908,high_variant,5yearly,2050,11.998
908,instant_replacement,5yearly,2050,12.184
908,low_variant,5yearly,2050,14.897
908,medium_variant,5yearly,2050,13.332
908,momentum,5yearly,2050,15.508
908,no_change,5yearly,2050,16.686
908,zero_migration,5yearly,2050,14.101
908,constant_fertility,5yearly,2055,13.938
908,constant_mortality,5yearly,2055,16.263
908,high_variant,5yearly,2055,11.807
908,instant_replacement,5yearly,2055,12.067
908,low_variant,5yearly,2055,15.379
908,medium_variant,5yearly,2055,13.435
908,momentum,5yearly,2055,15.356
908,no_change,5yearly,2055,16.893
908,zero_migration,5yearly,2055,14.32
908,constant_fertility,5yearly,2060,14.019
908,constant_mortality,5yearly,2060,16.177
908,high_variant,5yearly,2060,11.488
908,instant_replacement,5yearly,2060,11.84
908,low_variant,5yearly,2060,15.759
908,medium_variant,5yearly,2060,13.407
908,momentum,5yearly,2060,15.046
908,no_change,5yearly,2060,16.944
908,zero_migration,5yearly,2060,14.389
908,constant_fertility,5yearly,2065,13.96
908,constant_mortality,5yearly,2065,15.955
908,high_variant,5yearly,2065,11.057
908,instant_replacement,5yearly,2065,11.509
908,low_variant,5yearly,2065,16.006
908,medium_variant,5yearly,2065,13.242
908,momentum,5yearly,2065,14.61
908,no_change,5yearly,2065,16.852
908,zero_migration,5yearly,2065,14.285
908,constant_fertility,5yearly,2070,13.8
908,constant_mortality,5yearly,2070,15.614
908,high_variant,5yearly,2070,10.555
908,instant_replacement,5yearly,2070,11.104
908,low_variant,5yearly,2070,16.146
908,medium_variant,5yearly,2070,12.974
908,momentum,5yearly,2070,14.065
908,no_change,5yearly,2070,16.636
908,zero_migration,5yearly,2070,14.033
908,constant_fertility,5yearly,2075,13.532
908,constant_mortality,5yearly,2075,15.197
908,high_variant,5yearly,2075,9.981
908,instant_replacement,5yearly,2075,10.618
908,low_variant,5yearly,2075,16.159
908,medium_variant,5yearly,2075,12.598
908,momentum,5yearly,2075,13.462
908,no_change,5yearly,2075,16.337
908,zero_migration,5yearly,2075,13.616
908,constant_fertility,5yearly,2080,13.188
908,constant_mortality,5yearly,2080,14.825
908,high_variant,5yearly,2080,9.374
908,instant_replacement,5yearly,2080,10.089
908,low_variant,5yearly,2080,16.079
908,medium_variant,5yearly,2080,12.151
908,momentum,5yearly,2080,12.935
908,no_change,5yearly,2080,16.078
908,zero_migration,5yearly,2080,13.08
908,constant_fertility,5yearly,2085,12.871
908,constant_mortality,5yearly,2085,14.636
908,high_variant,5yearly,2085,8.821
908,instant_replacement,5yearly,2085,9.615
908,low_variant,5yearly,2085,16.024
908,medium_variant,5yearly,2085,11.738
908,momentum,5yearly,2085,12.649
908,no_change,5yearly,2085,16.004
908,zero_migration,5yearly,2085,12.561
908,constant_fertility,5yearly,2090,12.723
908,constant_mortality,5yearly,2090,14.64
908,high_variant,5yearly,2090,8.433
908,instant_replacement,5yearly,2090,9.322
908,low_variant,5yearly,2090,16.168
908,medium_variant,5yearly,2090,11.494
908,momentum,5yearly,2090,12.655
908,no_change,5yearly,2090,16.116
908,zero_migration,5yearly,2090,12.245
908,constant_fertility,5yearly,2095,12.793
908,constant_mortality,5yearly,2095,14.698
908,high_variant,5yearly,2095,8.245
908,instant_replacement,5yearly,2095,9.265
908,low_variant,5yearly,2095,16.551
908,medium_variant,5yearly,2095,11.461
908,momentum,5yearly,2095,12.848
908,no_change,5yearly,2095,16.252
908,zero_migration,5yearly,2095,12.203
908,constant_fertility,5yearly,Regi,EUROPE
908,constant_mortality,5yearly,Regi,EUROPE
908,estimates,5yearly,Regi,EUROPE
908,high_variant,5yearly,Regi,EUROPE
908,instant_replacement,5yearly,Regi,EUROPE
908,low_variant,5yearly,Regi,EUROPE
908,medium_variant,5yearly,Regi,EUROPE
908,momentum,5yearly,Regi,EUROPE
908,no_change,5yearly,Regi,EUROPE
908,zero_migration,5yearly,Regi,EUROPE
