continent,variant,freq,year,crudedeathrateper1000population
905,momentum,5yearly,2075,12.942
905,no_change,5yearly,2075,13.002
905,zero_migration,5yearly,2075,11.687
905,constant_fertility,5yearly,2080,10.492
905,constant_mortality,5yearly,2080,12.845
905,high_variant,5yearly,2080,8.055
905,instant_replacement,5yearly,2080,9.285
905,low_variant,5yearly,2080,13.198
905,medium_variant,5yearly,2080,10.234
905,momentum,5yearly,2080,12.853
905,no_change,5yearly,2080,13.171
905,zero_migration,5yearly,2080,11.85
905,constant_fertility,5yearly,2085,10.587
905,constant_mortality,5yearly,2085,12.864
905,high_variant,5yearly,2085,7.9
905,instant_replacement,5yearly,2085,9.257
905,low_variant,5yearly,2085,13.653
905,medium_variant,5yearly,2085,10.292
905,momentum,5yearly,2085,12.668
905,no_change,5yearly,2085,13.23
905,zero_migration,5yearly,2085,11.804
905,constant_fertility,5yearly,2090,10.533
905,constant_mortality,5yearly,2090,12.85
905,high_variant,5yearly,2090,7.644
905,instant_replacement,5yearly,2090,9.107
905,low_variant,5yearly,2090,13.921
905,medium_variant,5yearly,2090,10.203
905,momentum,5yearly,2090,12.521
905,no_change,5yearly,2090,13.251
905,zero_migration,5yearly,2090,11.568
905,constant_fertility,5yearly,2095,10.462
905,constant_mortality,5yearly,2095,12.866
905,high_variant,5yearly,2095,7.407
905,instant_replacement,5yearly,2095,8.964
905,low_variant,5yearly,2095,14.14
905,medium_variant,5yearly,2095,10.099
905,momentum,5yearly,2095,12.501
905,no_change,5yearly,2095,13.299
905,zero_migration,5yearly,2095,11.358
905,constant_fertility,5yearly,Regi,NORTHERN AMERICA
905,constant_mortality,5yearly,Regi,NORTHERN AMERICA
905,estimates,5yearly,Regi,NORTHERN AMERICA
905,high_variant,5yearly,Regi,NORTHERN AMERICA
905,instant_replacement,5yearly,Regi,NORTHERN AMERICA
905,low_variant,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,5yearly,Regi,NORTHERN AMERICA
905,momentum,5yearly,Regi,NORTHERN AMERICA
905,no_change,5yearly,Regi,NORTHERN AMERICA
905,zero_migration,5yearly,Regi,NORTHERN AMERICA
