continent,variant,freq,year,crudedeathrateper1000population
909,instant_replacement,5yearly,2035,7.745
909,low_variant,5yearly,2035,8.13
909,medium_variant,5yearly,2035,7.718
909,momentum,5yearly,2035,10.148
909,no_change,5yearly,2035,9.146
909,zero_migration,5yearly,2035,8.384
909,constant_fertility,5yearly,2040,7.789
909,constant_mortality,5yearly,2040,9.814
909,high_variant,5yearly,2040,7.564
909,instant_replacement,5yearly,2040,8.087
909,low_variant,5yearly,2040,8.615
909,medium_variant,5yearly,2040,8.053
909,momentum,5yearly,2040,10.882
909,no_change,5yearly,2040,9.543
909,zero_migration,5yearly,2040,8.905
909,constant_fertility,5yearly,2045,7.926
909,constant_mortality,5yearly,2045,10.186
909,high_variant,5yearly,2045,7.681
909,instant_replacement,5yearly,2045,8.342
909,low_variant,5yearly,2045,9.034
909,medium_variant,5yearly,2045,8.306
909,momentum,5yearly,2045,11.481
909,no_change,5yearly,2045,9.794
909,zero_migration,5yearly,2045,9.345
909,constant_fertility,5yearly,2050,7.961
909,constant_mortality,5yearly,2050,10.461
909,high_variant,5yearly,2050,7.702
909,instant_replacement,5yearly,2050,8.508
909,low_variant,5yearly,2050,9.393
909,medium_variant,5yearly,2050,8.477
909,momentum,5yearly,2050,11.954
909,no_change,5yearly,2050,9.928
909,zero_migration,5yearly,2050,9.695
909,constant_fertility,5yearly,2055,7.917
909,constant_mortality,5yearly,2055,10.687
909,high_variant,5yearly,2055,7.65
909,instant_replacement,5yearly,2055,8.604
909,low_variant,5yearly,2055,9.713
909,medium_variant,5yearly,2055,8.587
909,momentum,5yearly,2055,12.33
909,no_change,5yearly,2055,9.991
909,zero_migration,5yearly,2055,9.963
909,constant_fertility,5yearly,2060,7.829
909,constant_mortality,5yearly,2060,10.921
909,high_variant,5yearly,2060,7.569
909,instant_replacement,5yearly,2060,8.663
909,low_variant,5yearly,2060,10.027
909,medium_variant,5yearly,2060,8.674
909,momentum,5yearly,2060,12.65
909,no_change,5yearly,2060,10.038
909,zero_migration,5yearly,2060,10.176
909,constant_fertility,5yearly,2065,7.738
909,constant_mortality,5yearly,2065,11.207
909,high_variant,5yearly,2065,7.5
909,instant_replacement,5yearly,2065,8.718
909,low_variant,5yearly,2065,10.374
909,medium_variant,5yearly,2065,8.776
909,momentum,5yearly,2065,12.948
909,no_change,5yearly,2065,10.11
909,zero_migration,5yearly,2065,10.37
909,constant_fertility,5yearly,2070,7.682
909,constant_mortality,5yearly,2070,11.539
909,high_variant,5yearly,2070,7.483
909,instant_replacement,5yearly,2070,8.814
909,low_variant,5yearly,2070,10.812
909,medium_variant,5yearly,2070,8.941
909,momentum,5yearly,2070,13.209
909,no_change,5yearly,2070,10.201
909,zero_migration,5yearly,2070,10.598
909,constant_fertility,5yearly,2075,7.646
909,constant_mortality,5yearly,2075,11.847
909,high_variant,5yearly,2075,7.5
909,instant_replacement,5yearly,2075,8.927
909,low_variant,5yearly,2075,11.327
909,medium_variant,5yearly,2075,9.151
909,momentum,5yearly,2075,13.345
909,no_change,5yearly,2075,10.257
909,zero_migration,5yearly,2075,10.844
909,constant_fertility,5yearly,2080,7.561
909,constant_mortality,5yearly,2080,12.075
909,high_variant,5yearly,2080,7.477
909,instant_replacement,5yearly,2080,8.96
909,low_variant,5yearly,2080,11.806
909,medium_variant,5yearly,2080,9.317
909,momentum,5yearly,2080,13.293
909,no_change,5yearly,2080,10.245
909,zero_migration,5yearly,2080,11.005
909,constant_fertility,5yearly,2085,7.394
909,constant_mortality,5yearly,2085,12.264
909,high_variant,5yearly,2085,7.379
909,instant_replacement,5yearly,2085,8.861
909,low_variant,5yearly,2085,12.17
909,medium_variant,5yearly,2085,9.385
909,momentum,5yearly,2085,13.132
909,no_change,5yearly,2085,10.207
909,zero_migration,5yearly,2085,11.016
909,constant_fertility,5yearly,2090,7.197
909,constant_mortality,5yearly,2090,12.503
909,high_variant,5yearly,2090,7.262
909,instant_replacement,5yearly,2090,8.691
909,low_variant,5yearly,2090,12.476
909,medium_variant,5yearly,2090,9.412
909,momentum,5yearly,2090,13.025
909,no_change,5yearly,2090,10.219
909,zero_migration,5yearly,2090,10.963
909,constant_fertility,5yearly,2095,7.038
909,constant_mortality,5yearly,2095,12.809
909,high_variant,5yearly,2095,7.196
909,instant_replacement,5yearly,2095,8.544
909,low_variant,5yearly,2095,12.814
909,medium_variant,5yearly,2095,9.48
909,momentum,5yearly,2095,13.041
909,no_change,5yearly,2095,10.289
909,zero_migration,5yearly,2095,10.977
909,constant_fertility,5yearly,Regi,OCEANIA
909,constant_mortality,5yearly,Regi,OCEANIA
909,estimates,5yearly,Regi,OCEANIA
909,high_variant,5yearly,Regi,OCEANIA
909,instant_replacement,5yearly,Regi,OCEANIA
909,low_variant,5yearly,Regi,OCEANIA
909,medium_variant,5yearly,Regi,OCEANIA
909,momentum,5yearly,Regi,OCEANIA
909,no_change,5yearly,Regi,OCEANIA
909,zero_migration,5yearly,Regi,OCEANIA
