variant,global,year,gender,oldagedependencyratio2064
medium_variant,900,2053,female,32.867
medium_variant,900,2054,female,33.396
medium_variant,900,2055,female,33.891
medium_variant,900,2056,female,34.291
medium_variant,900,2057,female,34.634
medium_variant,900,2058,female,34.933
medium_variant,900,2059,female,35.208
medium_variant,900,2060,female,35.479
medium_variant,900,2061,female,35.672
medium_variant,900,2062,female,35.83
medium_variant,900,2063,female,35.971
medium_variant,900,2064,female,36.12
medium_variant,900,2065,female,36.297
medium_variant,900,2066,female,36.42
medium_variant,900,2067,female,36.542
medium_variant,900,2068,female,36.678
medium_variant,900,2069,female,36.846
medium_variant,900,2070,female,37.061
medium_variant,900,2071,female,37.227
medium_variant,900,2072,female,37.41
medium_variant,900,2073,female,37.622
medium_variant,900,2074,female,37.871
medium_variant,900,2075,female,38.163
medium_variant,900,2076,female,38.403
medium_variant,900,2077,female,38.654
medium_variant,900,2078,female,38.925
medium_variant,900,2079,female,39.218
medium_variant,900,2080,female,39.545
medium_variant,900,2081,female,39.814
medium_variant,900,2082,female,40.077
medium_variant,900,2083,female,40.346
medium_variant,900,2084,female,40.632
medium_variant,900,2085,female,40.954
medium_variant,900,2086,female,41.199
medium_variant,900,2087,female,41.437
medium_variant,900,2088,female,41.687
medium_variant,900,2089,female,41.967
medium_variant,900,2090,female,42.287
medium_variant,900,2091,female,42.509
medium_variant,900,2092,female,42.734
medium_variant,900,2093,female,42.978
medium_variant,900,2094,female,43.252
medium_variant,900,2095,female,43.57
medium_variant,900,2096,female,43.781
medium_variant,900,2097,female,44.004
medium_variant,900,2098,female,44.251
medium_variant,900,2099,female,44.533
medium_variant,900,2100,female,44.861
