variant,continent,year,lifeexpectancyatbirth,gender
medium_variant,905,2076,86.432,male
medium_variant,905,2077,86.54,male
medium_variant,905,2078,86.648,male
medium_variant,905,2079,86.755,male
medium_variant,905,2080,86.861,male
medium_variant,905,2081,86.966,male
medium_variant,905,2082,87.07,male
medium_variant,905,2083,87.173,male
medium_variant,905,2084,87.276,male
medium_variant,905,2085,87.379,male
medium_variant,905,2086,87.483,male
medium_variant,905,2087,87.588,male
medium_variant,905,2088,87.695,male
medium_variant,905,2089,87.802,male
medium_variant,905,2090,87.911,male
medium_variant,905,2091,88.02,male
medium_variant,905,2092,88.128,male
medium_variant,905,2093,88.234,male
medium_variant,905,2094,88.339,male
medium_variant,905,2095,88.442,male
medium_variant,905,2096,88.542,male
medium_variant,905,2097,88.64,male
medium_variant,905,2098,88.736,male
medium_variant,905,2099,88.829,male
estimates,905,1950,71.2,female
estimates,905,1951,71.365,female
estimates,905,1952,71.683,female
estimates,905,1953,71.978,female
estimates,905,1954,72.25,female
estimates,905,1955,72.499,female
estimates,905,1956,72.725,female
estimates,905,1957,72.929,female
estimates,905,1958,73.111,female
estimates,905,1959,73.272,female
estimates,905,1960,73.415,female
estimates,905,1961,73.542,female
estimates,905,1962,73.657,female
estimates,905,1963,73.766,female
estimates,905,1964,73.874,female
estimates,905,1965,73.989,female
estimates,905,1966,74.116,female
estimates,905,1967,74.258,female
estimates,905,1968,74.418,female
estimates,905,1969,74.601,female
estimates,905,1970,74.815,female
estimates,905,1971,75.067,female
estimates,905,1972,75.354,female
estimates,905,1973,75.671,female
estimates,905,1974,76.007,female
estimates,905,1975,76.352,female
estimates,905,1976,76.69,female
estimates,905,1977,77.009,female
estimates,905,1978,77.296,female
estimates,905,1979,77.547,female
estimates,905,1980,77.756,female
estimates,905,1981,77.924,female
estimates,905,1982,78.059,female
estimates,905,1983,78.172,female
estimates,905,1984,78.27,female
estimates,905,1985,78.36,female
estimates,905,1986,78.452,female
estimates,905,1987,78.549,female
estimates,905,1988,78.653,female
estimates,905,1989,78.767,female
estimates,905,1990,78.886,female
estimates,905,1991,79.005,female
estimates,905,1992,79.116,female
estimates,905,1993,79.215,female
estimates,905,1994,79.3,female
estimates,905,1995,79.373,female
estimates,905,1996,79.436,female
estimates,905,1997,79.493,female
estimates,905,1998,79.552,female
estimates,905,1999,79.617,female
estimates,905,2000,79.696,female
estimates,905,2001,79.795,female
estimates,905,2002,79.915,female
estimates,905,2003,80.055,female
estimates,905,2004,80.214,female
estimates,905,2005,80.385,female
estimates,905,2006,80.562,female
estimates,905,2007,80.736,female
estimates,905,2008,80.901,female
estimates,905,2009,81.055,female
estimates,905,2010,81.195,female
estimates,905,2011,81.326,female
estimates,905,2012,81.45,female
estimates,905,2013,81.574,female
estimates,905,2014,81.698,female
estimates,905,2015,81.823,female
medium_variant,905,2015,81.823,female
medium_variant,905,2016,81.949,female
medium_variant,905,2017,82.076,female
medium_variant,905,2018,82.202,female
medium_variant,905,2019,82.328,female
medium_variant,905,2020,82.454,female
medium_variant,905,2021,82.579,female
medium_variant,905,2022,82.703,female
medium_variant,905,2023,82.828,female
medium_variant,905,2024,82.952,female
medium_variant,905,2025,83.076,female
medium_variant,905,2026,83.199,female
medium_variant,905,2027,83.321,female
medium_variant,905,2028,83.442,female
medium_variant,905,2029,83.562,female
medium_variant,905,2030,83.681,female
medium_variant,905,2031,83.799,female
medium_variant,905,2032,83.917,female
medium_variant,905,2033,84.035,female
medium_variant,905,2034,84.153,female
medium_variant,905,2035,84.271,female
medium_variant,905,2036,84.388,female
medium_variant,905,2037,84.506,female
medium_variant,905,2038,84.623,female
medium_variant,905,2039,84.74,female
medium_variant,905,2040,84.857,female
medium_variant,905,2041,84.974,female
medium_variant,905,2042,85.089,female
medium_variant,905,2043,85.204,female
medium_variant,905,2044,85.319,female
medium_variant,905,2045,85.433,female
medium_variant,905,2046,85.547,female
medium_variant,905,2047,85.661,female
medium_variant,905,2048,85.775,female
medium_variant,905,2049,85.889,female
medium_variant,905,2050,86.003,female
medium_variant,905,2051,86.116,female
medium_variant,905,2052,86.229,female
medium_variant,905,2053,86.341,female
medium_variant,905,2054,86.452,female
medium_variant,905,2055,86.563,female
medium_variant,905,2056,86.673,female
medium_variant,905,2057,86.783,female
medium_variant,905,2058,86.893,female
medium_variant,905,2059,87.003,female
medium_variant,905,2060,87.112,female
medium_variant,905,2061,87.222,female
medium_variant,905,2062,87.332,female
medium_variant,905,2063,87.441,female
medium_variant,905,2064,87.551,female
medium_variant,905,2065,87.66,female
medium_variant,905,2066,87.769,female
medium_variant,905,2067,87.878,female
medium_variant,905,2068,87.987,female
medium_variant,905,2069,88.096,female
medium_variant,905,2070,88.204,female
medium_variant,905,2071,88.312,female
medium_variant,905,2072,88.42,female
medium_variant,905,2073,88.527,female
medium_variant,905,2074,88.635,female
medium_variant,905,2075,88.743,female
medium_variant,905,2076,88.851,female
medium_variant,905,2077,88.959,female
medium_variant,905,2078,89.067,female
medium_variant,905,2079,89.176,female
medium_variant,905,2080,89.284,female
medium_variant,905,2081,89.393,female
medium_variant,905,2082,89.502,female
medium_variant,905,2083,89.611,female
medium_variant,905,2084,89.72,female
medium_variant,905,2085,89.828,female
medium_variant,905,2086,89.937,female
medium_variant,905,2087,90.044,female
medium_variant,905,2088,90.151,female
medium_variant,905,2089,90.258,female
medium_variant,905,2090,90.365,female
medium_variant,905,2091,90.472,female
medium_variant,905,2092,90.578,female
medium_variant,905,2093,90.685,female
medium_variant,905,2094,90.793,female
medium_variant,905,2095,90.9,female
medium_variant,905,2096,91.009,female
medium_variant,905,2097,91.117,female
medium_variant,905,2098,91.227,female
medium_variant,905,2099,91.336,female
