variant,continent,year,lifeexpectancyatbirth,gender
estimates,935,2007,71.99,female
estimates,935,2008,72.344,female
estimates,935,2009,72.691,female
estimates,935,2010,73.026,female
estimates,935,2011,73.343,female
estimates,935,2012,73.64,female
estimates,935,2013,73.916,female
estimates,935,2014,74.171,female
estimates,935,2015,74.406,female
medium_variant,935,2015,74.406,female
medium_variant,935,2016,74.626,female
medium_variant,935,2017,74.834,female
medium_variant,935,2018,75.035,female
medium_variant,935,2019,75.232,female
medium_variant,935,2020,75.427,female
medium_variant,935,2021,75.619,female
medium_variant,935,2022,75.808,female
medium_variant,935,2023,75.993,female
medium_variant,935,2024,76.173,female
medium_variant,935,2025,76.351,female
medium_variant,935,2026,76.526,female
medium_variant,935,2027,76.698,female
medium_variant,935,2028,76.867,female
medium_variant,935,2029,77.035,female
medium_variant,935,2030,77.2,female
medium_variant,935,2031,77.362,female
medium_variant,935,2032,77.52,female
medium_variant,935,2033,77.675,female
medium_variant,935,2034,77.827,female
medium_variant,935,2035,77.976,female
medium_variant,935,2036,78.121,female
medium_variant,935,2037,78.264,female
medium_variant,935,2038,78.406,female
medium_variant,935,2039,78.545,female
medium_variant,935,2040,78.683,female
medium_variant,935,2041,78.819,female
medium_variant,935,2042,78.954,female
medium_variant,935,2043,79.086,female
medium_variant,935,2044,79.218,female
medium_variant,935,2045,79.347,female
medium_variant,935,2046,79.475,female
medium_variant,935,2047,79.602,female
medium_variant,935,2048,79.726,female
medium_variant,935,2049,79.85,female
medium_variant,935,2050,79.972,female
medium_variant,935,2051,80.093,female
medium_variant,935,2052,80.213,female
medium_variant,935,2053,80.332,female
medium_variant,935,2054,80.45,female
medium_variant,935,2055,80.567,female
medium_variant,935,2056,80.683,female
medium_variant,935,2057,80.797,female
medium_variant,935,2058,80.911,female
medium_variant,935,2059,81.024,female
medium_variant,935,2060,81.135,female
medium_variant,935,2061,81.247,female
medium_variant,935,2062,81.357,female
medium_variant,935,2063,81.467,female
medium_variant,935,2064,81.576,female
medium_variant,935,2065,81.685,female
medium_variant,935,2066,81.793,female
medium_variant,935,2067,81.901,female
medium_variant,935,2068,82.008,female
medium_variant,935,2069,82.114,female
medium_variant,935,2070,82.22,female
medium_variant,935,2071,82.326,female
medium_variant,935,2072,82.431,female
medium_variant,935,2073,82.537,female
medium_variant,935,2074,82.643,female
medium_variant,935,2075,82.749,female
medium_variant,935,2076,82.855,female
medium_variant,935,2077,82.962,female
medium_variant,935,2078,83.07,female
medium_variant,935,2079,83.178,female
medium_variant,935,2080,83.286,female
medium_variant,935,2081,83.395,female
medium_variant,935,2082,83.504,female
medium_variant,935,2083,83.614,female
medium_variant,935,2084,83.723,female
medium_variant,935,2085,83.833,female
medium_variant,935,2086,83.942,female
medium_variant,935,2087,84.052,female
medium_variant,935,2088,84.161,female
medium_variant,935,2089,84.27,female
medium_variant,935,2090,84.379,female
medium_variant,935,2091,84.489,female
medium_variant,935,2092,84.599,female
medium_variant,935,2093,84.709,female
medium_variant,935,2094,84.819,female
medium_variant,935,2095,84.931,female
medium_variant,935,2096,85.042,female
medium_variant,935,2097,85.155,female
medium_variant,935,2098,85.268,female
medium_variant,935,2099,85.382,female
