continent,year,variant,agebroad,population
909,2050,Zero_migration,25_49,15316.3
909,2050,Constant_fertility,25_64,27847.604
909,2050,Constant_mortality,25_64,26912.493
909,2050,High_variant,25_64,28360.333
909,2050,Instant_replacement,25_64,26989.102
909,2050,Low_variant,25_64,26477.9
909,2050,Medium_variant,25_64,27419.118
909,2050,No_change,25_64,27333.656
909,2050,Zero_migration,25_64,23486.109
909,2050,Constant_fertility,25_69,30453.874
909,2050,Constant_mortality,25_69,29376.896
909,2050,High_variant,25_69,30966.603
909,2050,Instant_replacement,25_69,29595.373
909,2050,Low_variant,25_69,29084.17
909,2050,Medium_variant,25_69,30025.388
909,2050,No_change,25_69,29798.059
909,2050,Zero_migration,25_69,25941.467
909,2050,Constant_fertility,50plus,19472.846
909,2050,Constant_mortality,50plus,17703.027
909,2050,High_variant,50plus,19472.846
909,2050,Instant_replacement,50plus,19472.851
909,2050,Low_variant,50plus,19472.846
909,2050,Medium_variant,50plus,19472.846
909,2050,No_change,50plus,17703.034
909,2050,Zero_migration,50plus,18191.731
909,2050,Constant_fertility,60plus,13203.953
909,2050,Constant_mortality,60plus,11596.793
909,2050,High_variant,60plus,13203.953
909,2050,Instant_replacement,60plus,13203.957
909,2050,Low_variant,60plus,13203.953
909,2050,Medium_variant,60plus,13203.953
909,2050,No_change,60plus,11596.799
909,2050,Zero_migration,60plus,12669.703
909,2050,Constant_fertility,65plus,10322.092
909,2050,Constant_mortality,65plus,8827.27
909,2050,High_variant,65plus,10322.092
909,2050,Instant_replacement,65plus,10322.096
909,2050,Low_variant,65plus,10322.092
909,2050,Medium_variant,65plus,10322.092
909,2050,No_change,65plus,8827.275
909,2050,Zero_migration,65plus,10021.922
909,2050,Constant_fertility,70plus,7715.822
909,2050,Constant_mortality,70plus,6362.867
909,2050,High_variant,70plus,7715.822
909,2050,Instant_replacement,70plus,7715.825
909,2050,Low_variant,70plus,7715.822
909,2050,Medium_variant,70plus,7715.822
909,2050,No_change,70plus,6362.872
909,2050,Zero_migration,70plus,7566.564
909,2050,Constant_fertility,75plus,5613.19
909,2050,Constant_mortality,75plus,4425.578
909,2050,High_variant,75plus,5613.19
909,2050,Instant_replacement,75plus,5613.192
909,2050,Low_variant,75plus,5613.19
909,2050,Medium_variant,75plus,5613.19
909,2050,No_change,75plus,4425.58
909,2050,Zero_migration,75plus,5546.889
909,2050,Constant_fertility,80plus,3598.383
909,2050,Constant_mortality,80plus,2638.993
909,2050,High_variant,80plus,3598.383
909,2050,Instant_replacement,80plus,3598.384
909,2050,Low_variant,80plus,3598.383
909,2050,Medium_variant,80plus,3598.383
909,2050,No_change,80plus,2638.994
909,2050,Zero_migration,80plus,3571.038
909,2050,Constant_fertility,85plus,2070.614
909,2050,Constant_mortality,85plus,1372.042
909,2050,High_variant,85plus,2070.614
909,2050,Instant_replacement,85plus,2070.615
909,2050,Low_variant,85plus,2070.614
909,2050,Medium_variant,85plus,2070.614
909,2050,No_change,85plus,1372.042
909,2050,Zero_migration,85plus,2059.152
909,2050,Constant_fertility,90plus,891.596
909,2050,Constant_mortality,90plus,500.434
909,2050,High_variant,90plus,891.596
909,2050,Instant_replacement,90plus,891.597
909,2050,Low_variant,90plus,891.596
909,2050,Medium_variant,90plus,891.596
909,2050,No_change,90plus,500.434
909,2050,Zero_migration,90plus,887.829
909,2055,Constant_fertility,total,64227.82
909,2055,Constant_mortality,total,55854.787
909,2055,High_variant,total,65906.035
909,2055,Instant_replacement,total,57873.93
909,2055,Low_variant,total,51928.06
909,2055,Medium_variant,total,58683.721
909,2055,No_change,total,61220.445
909,2055,Zero_migration,total,50077.374
909,2055,Medium_variant,0_1,1537.642
909,2055,Constant_fertility,0_4,5260.551
909,2055,Constant_mortality,0_4,3766.817
909,2055,High_variant,0_4,5378.562
909,2055,Instant_replacement,0_4,3859.198
909,2055,Low_variant,0_4,2565.22
909,2055,Medium_variant,0_4,3853.672
909,2055,No_change,0_4,5118.182
909,2055,Zero_migration,0_4,3170.152
909,2055,Constant_fertility,0_14,15023.075
909,2055,Constant_mortality,0_14,11328.737
909,2055,High_variant,0_14,15399.572
909,2055,Instant_replacement,0_14,11451.804
909,2055,Low_variant,0_14,8175.419
909,2055,Medium_variant,0_14,11566.369
909,2055,No_change,0_14,14659.131
909,2055,Zero_migration,0_14,9517.695
909,2055,Medium_variant,0_17,13864.495
909,2055,Constant_fertility,0_19,19564.789
909,2055,Constant_mortality,0_19,15096.52
909,2055,High_variant,0_19,20113.818
909,2055,Instant_replacement,0_19,15210.069
909,2055,Low_variant,0_19,11139.645
909,2055,Medium_variant,0_19,15395.125
909,2055,No_change,0_19,19120.548
909,2055,Zero_migration,0_19,12650.187
909,2055,Constant_fertility,0_24,23946.144
909,2055,Constant_mortality,0_24,18875.207
909,2055,High_variant,0_24,24751.24
909,2055,Instant_replacement,0_24,18966.662
909,2055,Low_variant,0_24,14177.546
909,2055,Medium_variant,0_24,19231.06
909,2055,No_change,0_24,23431.003
909,2055,Zero_migration,0_24,15772.275
909,2055,Medium_variant,3_4,1544.911
909,2055,Medium_variant,3_5,2318.047
909,2055,Medium_variant,3_6,3091.25
909,2055,Medium_variant,4_5,1545.919
909,2055,Medium_variant,4_6,2319.122
909,2055,Medium_variant,5_10,4635.548
909,2055,Medium_variant,5_11,5406.221
909,2055,Constant_fertility,5_14,9762.524
909,2055,Constant_mortality,5_14,7561.92
909,2055,High_variant,5_14,10021.01
909,2055,Instant_replacement,5_14,7592.606
909,2055,Low_variant,5_14,5610.199
909,2055,Medium_variant,5_14,7712.697
909,2055,No_change,5_14,9540.949
909,2055,Zero_migration,5_14,6347.543
909,2055,Medium_variant,6_9,3090.99
909,2055,Medium_variant,6_10,3862.412
909,2055,Medium_variant,6_11,4633.085
909,2055,Medium_variant,6_12,5402.896
909,2055,Medium_variant,7_10,3089.209
909,2055,Medium_variant,7_12,4629.693
909,2055,Medium_variant,11_16,4609.957
909,2055,Medium_variant,11_17,5375.275
909,2055,Medium_variant,11_18,6140.468
909,2055,Medium_variant,12_14,2306.476
909,2055,Medium_variant,12_16,3839.284
909,2055,Medium_variant,12_17,4604.602
909,2055,Medium_variant,12_18,5369.795
909,2055,Medium_variant,13_17,3834.791
909,2055,Medium_variant,13_18,4599.984
909,2055,Medium_variant,13_19,5365.421
909,2055,Constant_fertility,15plus,49204.745
909,2055,Constant_mortality,15plus,44526.05
909,2055,High_variant,15plus,50506.463
909,2055,Instant_replacement,15plus,46422.126
909,2055,Low_variant,15plus,43752.641
909,2055,Medium_variant,15plus,47117.352
909,2055,No_change,15plus,46561.314
909,2055,Zero_migration,15plus,40559.679
909,2055,Medium_variant,15_17,2298.126
909,2055,Constant_fertility,15_24,8923.069
909,2055,Constant_mortality,15_24,7546.47
909,2055,High_variant,15_24,9351.668
909,2055,Instant_replacement,15_24,7514.858
909,2055,Low_variant,15_24,6002.127
909,2055,Medium_variant,15_24,7664.691
909,2055,No_change,15_24,8771.872
909,2055,Zero_migration,15_24,6254.58
909,2055,Constant_fertility,15_49,28710.498
909,2055,Constant_mortality,15_49,26204.854
909,2055,High_variant,15_49,30012.216
909,2055,Instant_replacement,15_49,25927.871
909,2055,Low_variant,15_49,23258.394
909,2055,Medium_variant,15_49,26623.105
909,2055,No_change,15_49,28240.106
909,2055,Zero_migration,15_49,21839.245
909,2055,Constant_fertility,15_59,35086.576
909,2055,Constant_mortality,15_59,32381.158
909,2055,High_variant,15_59,36388.294
909,2055,Instant_replacement,15_59,32303.951
909,2055,Low_variant,15_59,29634.472
909,2055,Medium_variant,15_59,32999.183
909,2055,No_change,15_59,34416.414
909,2055,Zero_migration,15_59,27284.565
909,2055,Constant_fertility,15_64,38092.381
909,2055,Constant_mortality,15_64,35247.533
909,2055,High_variant,15_64,39394.099
909,2055,Instant_replacement,15_64,35309.757
909,2055,Low_variant,15_64,32640.277
909,2055,Medium_variant,15_64,36004.988
909,2055,No_change,15_64,37282.789
909,2055,Zero_migration,15_64,29964.768
909,2055,Medium_variant,16plus,46350.484
909,2055,Medium_variant,17plus,45584.544
909,2055,Medium_variant,18plus,44819.226
909,2055,Medium_variant,18_23,4597.181
909,2055,Constant_fertility,20plus,44663.031
909,2055,Constant_mortality,20plus,40758.267
909,2055,High_variant,20plus,45792.217
909,2055,Instant_replacement,20plus,42663.861
909,2055,Low_variant,20plus,40788.415
909,2055,Medium_variant,20plus,43288.596
909,2055,No_change,20plus,42099.897
909,2055,Zero_migration,20plus,37427.187
909,2055,Constant_fertility,20_64,33550.667
909,2055,Constant_mortality,20_64,31479.75
909,2055,High_variant,20_64,34679.853
909,2055,Instant_replacement,20_64,31551.492
909,2055,Low_variant,20_64,29676.051
909,2055,Medium_variant,20_64,32176.232
909,2055,No_change,20_64,32821.372
909,2055,Zero_migration,20_64,26832.276
909,2055,Constant_fertility,20_69,36316.598
909,2055,Constant_mortality,20_69,34072.022
909,2055,High_variant,20_69,37445.784
909,2055,Instant_replacement,20_69,34317.423
909,2055,Low_variant,20_69,32441.982
909,2055,Medium_variant,20_69,34942.163
909,2055,No_change,20_69,35413.646
909,2055,Zero_migration,20_69,29365.042
909,2055,Medium_variant,21plus,42522.864
909,2055,Constant_fertility,25plus,40281.676
909,2055,Constant_mortality,25plus,36979.58
909,2055,High_variant,25plus,41154.795
909,2055,Instant_replacement,25plus,38907.268
909,2055,Low_variant,25plus,37750.514
909,2055,Medium_variant,25plus,39452.661
909,2055,No_change,25plus,37789.442
909,2055,Zero_migration,25plus,34305.099
909,2055,Constant_fertility,25_49,19787.429
909,2055,Constant_mortality,25_49,18658.384
909,2055,High_variant,25_49,20660.548
909,2055,Instant_replacement,25_49,18413.013
909,2055,Low_variant,25_49,17256.267
909,2055,Medium_variant,25_49,18958.414
909,2055,No_change,25_49,19468.234
909,2055,Zero_migration,25_49,15584.665
909,2055,Constant_fertility,25_64,29169.312
909,2055,Constant_mortality,25_64,27701.063
909,2055,High_variant,25_64,30042.431
909,2055,Instant_replacement,25_64,27794.899
909,2055,Low_variant,25_64,26638.15
909,2055,Medium_variant,25_64,28340.297
909,2055,No_change,25_64,28510.917
909,2055,Zero_migration,25_64,23710.188
909,2055,Constant_fertility,25_69,31935.243
909,2055,Constant_mortality,25_69,30293.335
909,2055,High_variant,25_69,32808.362
909,2055,Instant_replacement,25_69,30560.83
909,2055,Low_variant,25_69,29404.081
909,2055,Medium_variant,25_69,31106.228
909,2055,No_change,25_69,31103.191
909,2055,Zero_migration,25_69,26242.954
909,2055,Constant_fertility,50plus,20494.247
909,2055,Constant_mortality,50plus,18321.196
909,2055,High_variant,50plus,20494.247
909,2055,Instant_replacement,50plus,20494.255
909,2055,Low_variant,50plus,20494.247
909,2055,Medium_variant,50plus,20494.247
909,2055,No_change,50plus,18321.208
909,2055,Zero_migration,50plus,18720.434
909,2055,Constant_fertility,60plus,14118.169
909,2055,Constant_mortality,60plus,12144.892
909,2055,High_variant,60plus,14118.169
909,2055,Instant_replacement,60plus,14118.175
909,2055,Low_variant,60plus,14118.169
909,2055,Medium_variant,60plus,14118.169
909,2055,No_change,60plus,12144.9
909,2055,Zero_migration,60plus,13275.114
909,2055,Constant_fertility,65plus,11112.364
909,2055,Constant_mortality,65plus,9278.517
909,2055,High_variant,65plus,11112.364
909,2055,Instant_replacement,65plus,11112.369
909,2055,Low_variant,65plus,11112.364
909,2055,Medium_variant,65plus,11112.364
909,2055,No_change,65plus,9278.525
909,2055,Zero_migration,65plus,10594.911
909,2055,Constant_fertility,70plus,8346.433
909,2055,Constant_mortality,70plus,6686.245
909,2055,High_variant,70plus,8346.433
909,2055,Instant_replacement,70plus,8346.438
909,2055,Low_variant,70plus,8346.433
909,2055,Medium_variant,70plus,8346.433
909,2055,No_change,70plus,6686.251
909,2055,Zero_migration,70plus,8062.145
909,2055,Constant_fertility,75plus,5896.07
909,2055,Constant_mortality,75plus,4454.16
909,2055,High_variant,75plus,5896.07
909,2055,Instant_replacement,75plus,5896.073
909,2055,Low_variant,75plus,5896.07
909,2055,Medium_variant,75plus,5896.07
909,2055,No_change,75plus,4454.166
909,2055,Zero_migration,75plus,5760.307
909,2055,Constant_fertility,80plus,3984.25
909,2055,Constant_mortality,80plus,2790.816
909,2055,High_variant,80plus,3984.25
909,2055,Instant_replacement,80plus,3984.252
909,2055,Low_variant,80plus,3984.25
909,2055,Medium_variant,80plus,3984.25
909,2055,No_change,80plus,2790.819
909,2055,Zero_migration,80plus,3928.503
909,2055,Constant_fertility,85plus,2245.48
909,2055,Constant_mortality,85plus,1385.145
909,2055,High_variant,85plus,2245.48
909,2055,Instant_replacement,85plus,2245.481
909,2055,Low_variant,85plus,2245.48
909,2055,Medium_variant,85plus,2245.48
909,2055,No_change,85plus,1385.147
909,2055,Zero_migration,85plus,2225.863
909,2055,Constant_fertility,90plus,1066.062
909,2055,Constant_mortality,90plus,548.688
909,2055,High_variant,90plus,1066.062
909,2055,Instant_replacement,90plus,1066.063
909,2055,Low_variant,90plus,1066.062
909,2055,Medium_variant,90plus,1066.062
909,2055,No_change,90plus,548.688
909,2055,Zero_migration,90plus,1059.568
909,2060,Constant_fertility,total,67850.333
909,2060,Constant_mortality,total,57214.498
909,2060,High_variant,total,69577.59
909,2060,Instant_replacement,total,59898.907
909,2060,Low_variant,total,52463.686
909,2060,Medium_variant,total,60625.677
909,2060,No_change,total,64158.055
909,2060,Zero_migration,total,50720.285
909,2060,Medium_variant,0_1,1540.803
909,2060,Constant_fertility,0_4,5567.167
909,2060,Constant_mortality,0_4,3765.591
909,2060,High_variant,0_4,5611.753
909,2060,Instant_replacement,0_4,3933.708
909,2060,Low_variant,0_4,2448.957
909,2060,Medium_variant,0_4,3868.422
909,2060,No_change,0_4,5383.634
909,2060,Zero_migration,0_4,3122.569
909,2060,Constant_fertility,0_14,15952.582
909,2060,Constant_mortality,0_14,11428.78
909,2060,High_variant,0_14,16246.486
909,2060,Instant_replacement,0_14,11741.88
909,2060,Low_variant,0_14,7882.324
909,2060,Medium_variant,0_14,11713.875
909,2060,No_change,0_14,15479.851
909,2060,Zero_migration,0_14,9464.531
909,2060,Medium_variant,0_17,14071.034
909,2060,Constant_fertility,0_19,20785.805
909,2060,Constant_mortality,0_19,15278.526
909,2060,High_variant,0_19,21211.022
909,2060,Instant_replacement,0_19,15594.017
909,2060,Low_variant,0_19,10832.821
909,2060,Medium_variant,0_19,15639.134
909,2060,No_change,0_19,20206.729
909,2060,Zero_migration,0_19,12625.47
909,2060,Constant_fertility,0_24,25405.449
909,2060,Constant_mortality,0_24,19116.399
909,2060,High_variant,0_24,26003.853
909,2060,Instant_replacement,0_24,19433.808
909,2060,Low_variant,0_24,13878.783
909,2060,Medium_variant,0_24,19548.075
909,2060,No_change,0_24,24733.244
909,2060,Zero_migration,0_24,15750.804
909,2060,Medium_variant,3_4,1553.784
909,2060,Medium_variant,3_5,2333.421
909,2060,Medium_variant,3_6,3114.663
909,2060,Medium_variant,4_5,1557.504
909,2060,Medium_variant,4_6,2338.746
909,2060,Medium_variant,5_10,4698.253
909,2060,Medium_variant,5_11,5484.831
909,2060,Constant_fertility,5_14,10385.415
909,2060,Constant_mortality,5_14,7663.189
909,2060,High_variant,5_14,10634.733
909,2060,Instant_replacement,5_14,7808.172
909,2060,Low_variant,5_14,5433.367
909,2060,Medium_variant,5_14,7845.453
909,2060,No_change,5_14,10096.217
909,2060,Zero_migration,5_14,6341.962
909,2060,Medium_variant,6_9,3132.776
909,2060,Medium_variant,6_10,3918.616
909,2060,Medium_variant,6_11,4705.194
909,2060,Medium_variant,6_12,5492.193
909,2060,Medium_variant,7_10,3137.374
909,2060,Medium_variant,7_12,4710.951
909,2060,Medium_variant,11_16,4719.202
909,2060,Medium_variant,11_17,5504.359
909,2060,Medium_variant,11_18,6288.8
909,2060,Medium_variant,12_14,2360.622
909,2060,Medium_variant,12_16,3932.624
909,2060,Medium_variant,12_17,4717.781
909,2060,Medium_variant,12_18,5502.222
909,2060,Medium_variant,13_17,3930.782
909,2060,Medium_variant,13_18,4715.223
909,2060,Medium_variant,13_19,5498.882
909,2060,Constant_fertility,15plus,51897.751
909,2060,Constant_mortality,15plus,45785.718
909,2060,High_variant,15plus,53331.104
909,2060,Instant_replacement,15plus,48157.027
909,2060,Low_variant,15plus,44581.362
909,2060,Medium_variant,15plus,48911.802
909,2060,No_change,15plus,48678.204
909,2060,Zero_migration,15plus,41255.754
909,2060,Medium_variant,15_17,2357.159
909,2060,Constant_fertility,15_24,9452.867
909,2060,Constant_mortality,15_24,7687.619
909,2060,High_variant,15_24,9757.367
909,2060,Instant_replacement,15_24,7691.928
909,2060,Low_variant,15_24,5996.459
909,2060,Medium_variant,15_24,7834.2
909,2060,No_change,15_24,9253.393
909,2060,Zero_migration,15_24,6286.273
909,2060,Constant_fertility,15_49,30223.339
909,2060,Constant_mortality,15_49,26715.104
909,2060,High_variant,15_49,31656.692
909,2060,Instant_replacement,15_49,26482.602
909,2060,Low_variant,15_49,22906.95
909,2060,Medium_variant,15_49,27237.39
909,2060,No_change,15_49,29607.574
909,2060,Zero_migration,15_49,21908.737
909,2060,Constant_fertility,15_59,36964.819
909,2060,Constant_mortality,15_59,33214.973
909,2060,High_variant,15_59,38398.172
909,2060,Instant_replacement,15_59,33224.087
909,2060,Low_variant,15_59,29648.43
909,2060,Medium_variant,15_59,33978.87
909,2060,No_change,15_59,36107.449
909,2060,Zero_migration,15_59,27554.937
909,2060,Constant_fertility,15_64,39987.346
909,2060,Constant_mortality,15_64,36071.444
909,2060,High_variant,15_64,41420.699
909,2060,Instant_replacement,15_64,36246.615
909,2060,Low_variant,15_64,32670.957
909,2060,Medium_variant,15_64,37001.397
909,2060,No_change,15_64,38963.922
909,2060,Zero_migration,15_64,30156.559
909,2060,Medium_variant,16plus,48125.563
909,2060,Medium_variant,17plus,47339.8
909,2060,Medium_variant,18plus,46554.643
909,2060,Medium_variant,18_23,4695.84
909,2060,Constant_fertility,20plus,47064.528
909,2060,Constant_mortality,20plus,41935.972
909,2060,High_variant,20plus,48366.568
909,2060,Instant_replacement,20plus,44304.89
909,2060,Low_variant,20plus,41630.865
909,2060,Medium_variant,20plus,44986.543
909,2060,No_change,20plus,43951.326
909,2060,Zero_migration,20plus,38094.815
909,2060,Constant_fertility,20_64,35154.123
909,2060,Constant_mortality,20_64,32221.698
909,2060,High_variant,20_64,36456.163
909,2060,Instant_replacement,20_64,32394.478
909,2060,Low_variant,20_64,29720.46
909,2060,Medium_variant,20_64,33076.138
909,2060,No_change,20_64,34237.044
909,2060,Zero_migration,20_64,26995.62
909,2060,Constant_fertility,20_69,38039.068
909,2060,Constant_mortality,20_69,34897.349
909,2060,High_variant,20_69,39341.108
909,2060,Instant_replacement,20_69,35279.425
909,2060,Low_variant,20_69,32605.405
909,2060,Medium_variant,20_69,35961.083
909,2060,No_change,20_69,36912.696
909,2060,Zero_migration,20_69,29556.723
909,2060,Medium_variant,21plus,44203.661
909,2060,Constant_fertility,25plus,42444.884
909,2060,Constant_mortality,25plus,38098.099
909,2060,High_variant,25plus,43573.737
909,2060,Instant_replacement,25plus,40465.099
909,2060,Low_variant,25plus,38584.903
909,2060,Medium_variant,25plus,41077.602
909,2060,No_change,25plus,39424.811
909,2060,Zero_migration,25plus,34969.481
909,2060,Constant_fertility,25_49,20770.472
909,2060,Constant_mortality,25_49,19027.485
909,2060,High_variant,25_49,21899.325
909,2060,Instant_replacement,25_49,18790.674
909,2060,Low_variant,25_49,16910.491
909,2060,Medium_variant,25_49,19403.19
909,2060,No_change,25_49,20354.181
909,2060,Zero_migration,25_49,15622.464
909,2060,Constant_fertility,25_64,30534.479
909,2060,Constant_mortality,25_64,28383.825
909,2060,High_variant,25_64,31663.332
909,2060,Instant_replacement,25_64,28554.687
909,2060,Low_variant,25_64,26674.498
909,2060,Medium_variant,25_64,29167.197
909,2060,No_change,25_64,29710.529
909,2060,Zero_migration,25_64,23870.286
909,2060,Constant_fertility,25_69,33419.424
909,2060,Constant_mortality,25_69,31059.476
909,2060,High_variant,25_69,34548.277
909,2060,Instant_replacement,25_69,31439.634
909,2060,Low_variant,25_69,29559.443
909,2060,Medium_variant,25_69,32052.142
909,2060,No_change,25_69,32386.181
909,2060,Zero_migration,25_69,26431.389
909,2060,Constant_fertility,50plus,21674.412
909,2060,Constant_mortality,50plus,19070.614
909,2060,High_variant,50plus,21674.412
909,2060,Instant_replacement,50plus,21674.425
909,2060,Low_variant,50plus,21674.412
909,2060,Medium_variant,50plus,21674.412
909,2060,No_change,50plus,19070.63
909,2060,Zero_migration,50plus,19347.017
909,2060,Constant_fertility,60plus,14932.932
909,2060,Constant_mortality,60plus,12570.745
909,2060,High_variant,60plus,14932.932
909,2060,Instant_replacement,60plus,14932.94
909,2060,Low_variant,60plus,14932.932
909,2060,Medium_variant,60plus,14932.932
909,2060,No_change,60plus,12570.755
909,2060,Zero_migration,60plus,13700.817
909,2060,Constant_fertility,65plus,11910.405
909,2060,Constant_mortality,65plus,9714.274
909,2060,High_variant,65plus,11910.405
909,2060,Instant_replacement,65plus,11910.412
909,2060,Low_variant,65plus,11910.405
909,2060,Medium_variant,65plus,11910.405
909,2060,No_change,65plus,9714.282
909,2060,Zero_migration,65plus,11099.195
909,2060,Constant_fertility,70plus,9025.46
909,2060,Constant_mortality,70plus,7038.623
909,2060,High_variant,70plus,9025.46
909,2060,Instant_replacement,70plus,9025.465
909,2060,Low_variant,70plus,9025.46
909,2060,Medium_variant,70plus,9025.46
909,2060,No_change,70plus,7038.63
909,2060,Zero_migration,70plus,8538.092
909,2060,Constant_fertility,75plus,6417.452
909,2060,Constant_mortality,75plus,4691.503
909,2060,High_variant,75plus,6417.452
909,2060,Instant_replacement,75plus,6417.457
909,2060,Low_variant,75plus,6417.452
909,2060,Medium_variant,75plus,6417.452
909,2060,No_change,75plus,4691.507
909,2060,Zero_migration,75plus,6159.337
909,2060,Constant_fertility,80plus,4174.459
909,2060,Constant_mortality,80plus,2771.12
909,2060,High_variant,80plus,4174.459
909,2060,Instant_replacement,80plus,4174.461
909,2060,Low_variant,80plus,4174.459
909,2060,Medium_variant,80plus,4174.459
909,2060,No_change,80plus,2771.124
909,2060,Zero_migration,80plus,4059.312
909,2060,Constant_fertility,85plus,2520.124
909,2060,Constant_mortality,85plus,1469.209
909,2060,High_variant,85plus,2520.124
909,2060,Instant_replacement,85plus,2520.125
909,2060,Low_variant,85plus,2520.124
909,2060,Medium_variant,85plus,2520.124
909,2060,No_change,85plus,1469.21
909,2060,Zero_migration,85plus,2478.77
909,2060,Constant_fertility,90plus,1161.656
909,2060,Constant_mortality,90plus,542.733
909,2060,High_variant,90plus,1161.656
909,2060,Instant_replacement,90plus,1161.656
909,2060,Low_variant,90plus,1161.656
909,2060,Medium_variant,90plus,1161.656
909,2060,No_change,90plus,542.733
909,2060,Zero_migration,90plus,1150.182
909,2065,Constant_fertility,total,71655.677
909,2065,Constant_mortality,total,58391.36
909,2065,High_variant,total,73270.022
909,2065,Instant_replacement,total,61849.83
909,2065,Low_variant,total,52777.359
909,2065,Medium_variant,total,62432.226
909,2065,No_change,total,67187.385
909,2065,Zero_migration,total,51229.008
909,2065,Medium_variant,0_1,1541.385
909,2065,Constant_fertility,0_4,5891.332
909,2065,Constant_mortality,0_4,3749.523
909,2065,High_variant,0_4,5772.215
909,2065,Instant_replacement,0_4,3989.31
909,2065,Low_variant,0_4,2358.202
909,2065,Medium_variant,0_4,3868.249
909,2065,No_change,0_4,5658.863
909,2065,Zero_migration,0_4,3066.101
909,2065,Constant_fertility,0_14,16885.597
909,2065,Constant_mortality,0_14,11436.1
909,2065,High_variant,0_14,16935.888
909,2065,Instant_replacement,0_14,11967.073
909,2065,Low_variant,0_14,7557.372
909,2065,Medium_variant,0_14,11769.995
909,2065,No_change,0_14,16282.407
909,2065,Zero_migration,0_14,9341.843
909,2065,Medium_variant,0_17,14172.215
909,2065,Constant_fertility,0_19,22027.453
909,2065,Constant_mortality,0_19,15350.286
909,2065,High_variant,0_19,22207.207
909,2065,Instant_replacement,0_19,15928.497
909,2065,Low_variant,0_19,10438.187
909,2065,Medium_variant,0_19,15775.575
909,2065,No_change,0_19,21285.739
909,2065,Zero_migration,0_19,12517.131
909,2065,Constant_fertility,0_24,26933.849
909,2065,Constant_mortality,0_24,19265.014
909,2065,High_variant,0_24,27245.859
909,2065,Instant_replacement,0_24,19857.903
909,2065,Low_variant,0_24,13466.177
909,2065,Medium_variant,0_24,19776.698
909,2065,No_change,0_24,26071.143
909,2065,Zero_migration,0_24,15671.465
909,2065,Medium_variant,3_4,1553.377
909,2065,Medium_variant,3_5,2333.486
909,2065,Medium_variant,3_6,3115.96
909,2065,Medium_variant,4_5,1557.907
909,2065,Medium_variant,4_6,2340.381
909,2065,Medium_variant,5_10,4715.923
909,2065,Medium_variant,5_11,5509.83
909,2065,Constant_fertility,5_14,10994.265
909,2065,Constant_mortality,5_14,7686.577
909,2065,High_variant,5_14,11163.673
909,2065,Instant_replacement,5_14,7977.763
909,2065,Low_variant,5_14,5199.17
909,2065,Medium_variant,5_14,7901.746
909,2065,No_change,5_14,10623.544
909,2065,Zero_migration,5_14,6275.742
909,2065,Medium_variant,6_9,3144.056
909,2065,Medium_variant,6_10,3935.814
909,2065,Medium_variant,6_11,4729.721
909,2065,Medium_variant,6_12,5525.541
909,2065,Medium_variant,7_10,3153.34
909,2065,Medium_variant,7_12,4743.067
909,2065,Medium_variant,11_16,4786.527
909,2065,Medium_variant,11_17,5588.043
909,2065,Medium_variant,11_18,6389.784
909,2065,Medium_variant,12_14,2391.916
909,2065,Medium_variant,12_16,3992.62
909,2065,Medium_variant,12_17,4794.136
909,2065,Medium_variant,12_18,5595.877
909,2065,Medium_variant,13_17,3998.316
909,2065,Medium_variant,13_18,4800.057
909,2065,Medium_variant,13_19,5601.676
909,2065,Constant_fertility,15plus,54770.08
909,2065,Constant_mortality,15plus,46955.26
909,2065,High_variant,15plus,56334.134
909,2065,Instant_replacement,15plus,49882.757
909,2065,Low_variant,15plus,45219.987
909,2065,Medium_variant,15plus,50662.231
909,2065,No_change,15plus,50904.978
909,2065,Zero_migration,15plus,41887.165
909,2065,Medium_variant,15_17,2402.22
909,2065,Constant_fertility,15_24,10048.252
909,2065,Constant_mortality,15_24,7828.914
909,2065,High_variant,15_24,10309.971
909,2065,Instant_replacement,15_24,7890.83
909,2065,Low_variant,15_24,5908.805
909,2065,Medium_variant,15_24,8006.703
909,2065,No_change,15_24,9788.736
909,2065,Zero_migration,15_24,6329.622
909,2065,Constant_fertility,15_49,31884.293
909,2065,Constant_mortality,15_49,27138.617
909,2065,High_variant,15_49,33448.347
909,2065,Instant_replacement,15_49,26996.952
909,2065,Low_variant,15_49,22334.2
909,2065,Medium_variant,15_49,27776.444
909,2065,No_change,15_49,31088.311
909,2065,Zero_migration,15_49,21927.468
909,2065,Constant_fertility,15_59,39043.848
909,2065,Constant_mortality,15_59,34010.45
909,2065,High_variant,15_59,40607.902
909,2065,Instant_replacement,15_59,34156.516
909,2065,Low_variant,15_59,29493.755
909,2065,Medium_variant,15_59,34935.999
909,2065,No_change,15_59,37960.151
909,2065,Zero_migration,15_59,27845.593
909,2065,Constant_fertility,15_64,42152.593
909,2065,Constant_mortality,15_64,36925.217
909,2065,High_variant,15_64,43716.647
909,2065,Instant_replacement,15_64,37265.262
909,2065,Low_variant,15_64,32602.5
909,2065,Medium_variant,15_64,38044.744
909,2065,No_change,15_64,40874.923
909,2065,Zero_migration,15_64,30446.552
909,2065,Medium_variant,16plus,49862.378
909,2065,Medium_variant,17plus,49061.527
909,2065,Medium_variant,18plus,48260.011
909,2065,Medium_variant,18_23,4805.907
909,2065,Constant_fertility,20plus,49628.224
909,2065,Constant_mortality,20plus,43041.074
