continent,variant,year,medianageofpopulation
905,zero_migration,2095,46.9518231786068
905,constant_fertility,2100,46.5819534148812
905,constant_mortality,2100,41.4172048959735
905,high_variant,2100,38.7428393406307
905,instant_replacement,2100,43.2647516249249
905,low_variant,2100,53.8375186274409
905,medium_variant,2100,45.5590612725407
905,momentum,2100,40.1757464728245
905,no_change,2100,42.2997817551022
905,zero_migration,2100,47.2142263868077
905,constant_fertility,"Region, subregion, country or area *",NORTHERN AMERICA
905,constant_mortality,"Region, subregion, country or area *",NORTHERN AMERICA
905,estimates,"Region, subregion, country or area *",NORTHERN AMERICA
905,high_variant,"Region, subregion, country or area *",NORTHERN AMERICA
905,instant_replacement,"Region, subregion, country or area *",NORTHERN AMERICA
905,low_variant,"Region, subregion, country or area *",NORTHERN AMERICA
905,medium_variant,"Region, subregion, country or area *",NORTHERN AMERICA
905,momentum,"Region, subregion, country or area *",NORTHERN AMERICA
905,no_change,"Region, subregion, country or area *",NORTHERN AMERICA
905,zero_migration,"Region, subregion, country or area *",NORTHERN AMERICA
