variant,global,year,childdependencyratio2064
medium_variant,900,2095,44.975
medium_variant,900,2096,44.85
medium_variant,900,2097,44.719
medium_variant,900,2098,44.585
medium_variant,900,2099,44.45
medium_variant,900,2100,44.316
high_variant,900,2015,59.1648723748451
low_variant,900,2015,59.1648723748451
constant_fertility,900,2015,59.1648723748451
instant_replacement,900,2015,59.1648723748451
zero_migration,900,2015,59.1648723748451
constant_mortality,900,2015,59.1648723748451
no_change,900,2015,59.1648723748451
high_variant,900,2020,59.5238512228172
low_variant,900,2020,56.4016604237081
constant_fertility,900,2020,58.6478331181631
instant_replacement,900,2020,56.4782391067737
zero_migration,900,2020,57.9527019200197
constant_mortality,900,2020,57.9075193808376
no_change,900,2020,58.5858595204579
high_variant,900,2025,60.5673504602965
low_variant,900,2025,52.7991927932563
constant_fertility,900,2025,58.7296952858981
instant_replacement,900,2025,53.9546704598088
zero_migration,900,2025,56.6618216555079
constant_mortality,900,2025,56.5162624431003
no_change,900,2025,58.5329720314484
high_variant,900,2030,61.8086870511344
low_variant,900,2030,48.529875321313
constant_fertility,900,2030,59.2426894996878
instant_replacement,900,2030,51.3804967260095
zero_migration,900,2030,55.1456621650666
constant_mortality,900,2030,54.8392824979835
no_change,900,2030,58.83295720403
high_variant,900,2035,62.8128521432018
low_variant,900,2035,44.172685509936
constant_fertility,900,2035,60.2919657703278
instant_replacement,900,2035,48.7239859835879
zero_migration,900,2035,53.4773793414055
constant_mortality,900,2035,52.9528213999374
no_change,900,2035,59.5915132584354
high_variant,900,2040,62.1619676817117
low_variant,900,2040,41.8629525429756
constant_fertility,900,2040,61.5582975248959
instant_replacement,900,2040,48.0241557347024
zero_migration,900,2040,52.0985888778744
constant_mortality,900,2040,51.4004764531342
no_change,900,2040,60.5840385488852
high_variant,900,2045,61.3184134897936
low_variant,900,2045,40.6178630310382
constant_fertility,900,2045,63.2954018509705
instant_replacement,900,2045,47.387175560319
zero_migration,900,2045,51.1007941838949
constant_mortality,900,2045,50.281448724265
no_change,900,2045,62.0300360768674
high_variant,900,2050,61.0220728666342
low_variant,900,2050,40.0501776749153
constant_fertility,900,2050,65.8668920989636
instant_replacement,900,2050,47.0453899952222
zero_migration,900,2050,50.6141092816694
constant_mortality,900,2050,49.6799724616169
no_change,900,2050,64.2375288469247
high_variant,900,2055,61.5697553133951
low_variant,900,2055,39.2870187102372
constant_fertility,900,2055,69.1420707060472
instant_replacement,900,2055,46.9446987805996
zero_migration,900,2055,50.3789741648766
constant_mortality,900,2055,49.3167624464283
no_change,900,2055,67.0471291732414
high_variant,900,2060,61.6896594242138
low_variant,900,2060,38.0726988046325
constant_fertility,900,2060,72.2669071560844
instant_replacement,900,2060,46.6223796366698
zero_migration,900,2060,49.7282105929105
constant_mortality,900,2060,48.5521249595174
no_change,900,2060,69.6430555848844
high_variant,900,2065,60.9669912138101
low_variant,900,2065,36.7866165855189
constant_fertility,900,2065,75.1139364178067
instant_replacement,900,2065,46.1841362551505
zero_migration,900,2065,48.7136128481833
constant_mortality,900,2065,47.4587678128553
no_change,900,2065,71.9351343895116
high_variant,900,2070,59.8011270494892
low_variant,900,2070,35.9355931198769
constant_fertility,900,2070,78.0727744048755
instant_replacement,900,2070,45.8677177935604
zero_migration,900,2070,47.7649503736779
constant_mortality,900,2070,46.4701091639889
no_change,900,2070,74.3192623062822
high_variant,900,2075,58.6301411684546
low_variant,900,2075,35.6320237840088
constant_fertility,900,2075,81.2738560148122
instant_replacement,900,2075,45.7591306658751
zero_migration,900,2075,47.0751465428329
constant_mortality,900,2075,45.7809490688988
no_change,900,2075,76.9258936778681
high_variant,900,2080,57.7117466688734
low_variant,900,2080,35.7325737473201
constant_fertility,900,2080,84.6302756975474
instant_replacement,900,2080,45.9457865545034
zero_migration,900,2080,46.6387590785074
constant_mortality,900,2080,45.3791141276393
no_change,900,2080,79.672204748028
high_variant,900,2085,57.3285582975053
low_variant,900,2085,35.4049470540896
constant_fertility,900,2085,88.0934386287301
instant_replacement,900,2085,45.8783369584284
zero_migration,900,2085,46.2097707324829
constant_mortality,900,2085,44.9940491653031
no_change,900,2085,82.4781861144807
high_variant,900,2090,56.9933195580223
low_variant,900,2090,34.693552562857
constant_fertility,900,2090,91.4683690044004
instant_replacement,900,2090,45.7927635060452
zero_migration,900,2090,45.6428596866923
constant_mortality,900,2090,44.4770122516959
no_change,900,2090,85.1891870111626
high_variant,900,2095,56.4966436149619
low_variant,900,2095,33.8099165852615
constant_fertility,900,2095,94.7362166115825
instant_replacement,900,2095,45.6670900468627
zero_migration,900,2095,44.9695093139811
constant_mortality,900,2095,43.8672549181696
no_change,900,2095,87.8189121246341
high_variant,900,2100,55.761514924646
low_variant,900,2100,33.1252619553738
constant_fertility,900,2100,97.9303938812566
instant_replacement,900,2100,45.531187765806
zero_migration,900,2100,44.3081435093421
constant_mortality,900,2100,43.2906589866203
no_change,900,2100,90.4216175437348
