global,variant,gender,year,population
900,High_variant,male,2096,8134378.844
900,Instant_replacement,female,2096,5063921.656
900,Instant_replacement,male,2096,5187001.412
900,Low_variant,female,2096,3742508.597
900,Low_variant,male,2096,3752265.443
900,Medium_variant,female,2096,5533888.063
900,Medium_variant,male,2096,5624149.062
900,No_change,female,2096,8949607.587
900,No_change,male,2096,9065589.34
900,Zero_migration,female,2096,5522734.439
900,Zero_migration,male,2096,5618454.41999999
900,Constant_fertility,female,2097,11910230.547
900,Constant_fertility,male,2097,12286206.938
900,Constant_mortality,female,2097,4346369.626
900,Constant_mortality,male,2097,4328256.72
900,High_variant,female,2097,7993559.989
900,High_variant,male,2097,8199298.507
900,Instant_replacement,female,2097,5071065.686
900,Instant_replacement,male,2097,5195688.809
900,Low_variant,female,2097,3718010.563
900,Low_variant,male,2097,3727260.427
900,Medium_variant,female,2097,5541248.184
900,Medium_variant,male,2097,5631694.112
900,No_change,female,2097,9105188.152
900,No_change,male,2097,9223643.588
900,Zero_migration,female,2097,5529900.367
900,Zero_migration,male,2097,5625854.763
900,Constant_fertility,female,2098,12190243.291
900,Constant_fertility,male,2098,12576366.467
900,Constant_mortality,female,2098,4332257.403
900,Constant_mortality,male,2098,4313053.936
900,High_variant,female,2098,8056500.715
900,High_variant,male,2098,8264300.285
900,Instant_replacement,female,2098,5078253.136
900,Instant_replacement,male,2098,5204377.57
900,Low_variant,female,2098,3693260.796
900,Low_variant,male,2098,3702012.154
900,Medium_variant,female,2098,5548272.74
900,Medium_variant,male,2098,5638874.05
900,No_change,female,2098,9265291.976
900,No_change,male,2098,9386357.202
900,Zero_migration,female,2098,5536732.431
900,Zero_migration,male,2098,5632885.61700001
900,Constant_fertility,female,2099,12479955.017
900,Constant_fertility,male,2099,12876500.15
900,Constant_mortality,female,2099,4317846.701
900,Constant_mortality,male,2099,4297632.652
900,High_variant,female,2099,8119542.583
900,High_variant,male,2099,8329348.81600001
900,Instant_replacement,female,2099,5085483.241
900,Instant_replacement,male,2099,5213048.646
900,Low_variant,female,2099,3668269.303
900,Low_variant,male,2099,3676520.822
900,Medium_variant,female,2099,5554950.664
900,Medium_variant,male,2099,5645666.79800001
900,No_change,female,2099,9430037.35199999
900,No_change,male,2099,9553862.164
900,Zero_migration,female,2099,5543219.637
900,Zero_migration,male,2099,5639523.016
900,Constant_fertility,female,2100,12779674.164
900,Constant_fertility,male,2100,13186911.47
900,Constant_mortality,female,2100,4303149.713
900,Constant_mortality,male,2100,4282017.553
900,High_variant,female,2100,8182661.317
900,High_variant,male,2100,8394404.125
900,Instant_replacement,female,2100,5092754.845
900,Instant_replacement,male,2100,5221679.085
900,Low_variant,female,2100,3643046.528
900,Low_variant,male,2100,3650783.787
900,Medium_variant,female,2100,5561270.815
900,Medium_variant,male,2100,5652046.667
900,No_change,female,2100,9599542.74
900,No_change,male,2100,9726292.554
900,Zero_migration,female,2100,5549350.837
900,Zero_migration,male,2100,5645739.143
