continent,variant,freq,year,populationgrowthrate
905,low_variant,5yearly,2035,0.189
905,medium_variant,5yearly,2035,0.493
905,momentum,5yearly,2035,0.005
905,no_change,5yearly,2035,0.301
905,zero_migration,5yearly,2035,0.06
905,constant_fertility,5yearly,2040,0.399
905,constant_mortality,5yearly,2040,0.26
905,high_variant,5yearly,2040,0.731
905,instant_replacement,5yearly,2040,0.554
905,low_variant,5yearly,2040,0.1
905,medium_variant,5yearly,2040,0.427
905,momentum,5yearly,2040,-0.055
905,no_change,5yearly,2040,0.231
905,zero_migration,5yearly,2040,-0.018
905,constant_fertility,5yearly,2045,0.362
905,constant_mortality,5yearly,2045,0.235
905,high_variant,5yearly,2045,0.76
905,instant_replacement,5yearly,2045,0.552
905,low_variant,5yearly,2045,0.017
905,medium_variant,5yearly,2045,0.393
905,momentum,5yearly,2045,-0.054
905,no_change,5yearly,2045,0.201
905,zero_migration,5yearly,2045,-0.067
905,constant_fertility,5yearly,2050,0.335
905,constant_mortality,5yearly,2050,0.23
905,high_variant,5yearly,2050,0.81
905,instant_replacement,5yearly,2050,0.557
905,low_variant,5yearly,2050,-0.059
905,medium_variant,5yearly,2050,0.377
905,momentum,5yearly,2050,-0.028
905,no_change,5yearly,2050,0.185
905,zero_migration,5yearly,2050,-0.086
905,constant_fertility,5yearly,2055,0.322
905,constant_mortality,5yearly,2055,0.23
905,high_variant,5yearly,2055,0.843
905,instant_replacement,5yearly,2055,0.555
905,low_variant,5yearly,2055,-0.103
905,medium_variant,5yearly,2055,0.374
905,momentum,5yearly,2055,-0.016
905,no_change,5yearly,2055,0.174
905,zero_migration,5yearly,2055,-0.088
905,constant_fertility,5yearly,2060,0.309
905,constant_mortality,5yearly,2060,0.213
905,high_variant,5yearly,2060,0.839
905,instant_replacement,5yearly,2060,0.538
905,low_variant,5yearly,2060,-0.131
905,medium_variant,5yearly,2060,0.365
905,momentum,5yearly,2060,-0.025
905,no_change,5yearly,2060,0.152
905,zero_migration,5yearly,2060,-0.088
905,constant_fertility,5yearly,2065,0.284
905,constant_mortality,5yearly,2065,0.175
905,high_variant,5yearly,2065,0.815
905,instant_replacement,5yearly,2065,0.512
905,low_variant,5yearly,2065,-0.167
905,medium_variant,5yearly,2065,0.341
905,momentum,5yearly,2065,-0.04
905,no_change,5yearly,2065,0.112
905,zero_migration,5yearly,2065,-0.097
905,constant_fertility,5yearly,2070,0.242
905,constant_mortality,5yearly,2070,0.129
905,high_variant,5yearly,2070,0.792
905,instant_replacement,5yearly,2070,0.479
905,low_variant,5yearly,2070,-0.233
905,medium_variant,5yearly,2070,0.299
905,momentum,5yearly,2070,-0.045
905,no_change,5yearly,2070,0.065
905,zero_migration,5yearly,2070,-0.121
905,constant_fertility,5yearly,2075,0.193
905,constant_mortality,5yearly,2075,0.091
905,high_variant,5yearly,2075,0.786
905,instant_replacement,5yearly,2075,0.451
905,low_variant,5yearly,2075,-0.318
905,medium_variant,5yearly,2075,0.256
905,momentum,5yearly,2075,-0.031
905,no_change,5yearly,2075,0.021
905,zero_migration,5yearly,2075,-0.146
905,constant_fertility,5yearly,2080,0.148
905,constant_mortality,5yearly,2080,0.067
905,high_variant,5yearly,2080,0.792
905,instant_replacement,5yearly,2080,0.428
905,low_variant,5yearly,2080,-0.406
905,medium_variant,5yearly,2080,0.218
905,momentum,5yearly,2080,-0.007
905,no_change,5yearly,2080,-0.011
905,zero_migration,5yearly,2080,-0.162
905,constant_fertility,5yearly,2085,0.116
905,constant_mortality,5yearly,2085,0.053
905,high_variant,5yearly,2085,0.798
905,instant_replacement,5yearly,2085,0.41
905,low_variant,5yearly,2085,-0.476
905,medium_variant,5yearly,2085,0.193
905,momentum,5yearly,2085,0.012
905,no_change,5yearly,2085,-0.033
905,zero_migration,5yearly,2085,-0.16
905,constant_fertility,5yearly,2090,0.098
905,constant_mortality,5yearly,2090,0.038
905,high_variant,5yearly,2090,0.796
905,instant_replacement,5yearly,2090,0.396
905,low_variant,5yearly,2090,-0.521
905,medium_variant,5yearly,2090,0.18
905,momentum,5yearly,2090,0.016
905,no_change,5yearly,2090,-0.053
905,zero_migration,5yearly,2090,-0.143
905,constant_fertility,5yearly,2095,0.081
905,constant_mortality,5yearly,2095,0.015
905,high_variant,5yearly,2095,0.783
905,instant_replacement,5yearly,2095,0.379
905,low_variant,5yearly,2095,-0.56
905,medium_variant,5yearly,2095,0.165
905,momentum,5yearly,2095,0.006
905,no_change,5yearly,2095,-0.076
905,zero_migration,5yearly,2095,-0.131
905,constant_fertility,5yearly,Regi,NORTHERN AMERICA
905,constant_mortality,5yearly,Regi,NORTHERN AMERICA
905,estimates,5yearly,Regi,NORTHERN AMERICA
905,high_variant,5yearly,Regi,NORTHERN AMERICA
905,instant_replacement,5yearly,Regi,NORTHERN AMERICA
905,low_variant,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,5yearly,Regi,NORTHERN AMERICA
905,momentum,5yearly,Regi,NORTHERN AMERICA
905,no_change,5yearly,Regi,NORTHERN AMERICA
905,zero_migration,5yearly,Regi,NORTHERN AMERICA
