continent,variant,freq,year,populationgrowthrate
909,no_change,5yearly,2080,0.941
909,zero_migration,5yearly,2080,0.034
909,constant_fertility,5yearly,2085,1.155
909,constant_mortality,5yearly,2085,0.116
909,high_variant,5yearly,2085,0.871
909,instant_replacement,5yearly,2085,0.478
909,low_variant,5yearly,2085,-0.296
909,medium_variant,5yearly,2085,0.316
909,momentum,5yearly,2085,0.007
909,no_change,5yearly,2085,0.953
909,zero_migration,5yearly,2085,0.009
909,constant_fertility,5yearly,2090,1.181
909,constant_mortality,5yearly,2090,0.06
909,high_variant,5yearly,2090,0.844
909,instant_replacement,5yearly,2090,0.466
909,low_variant,5yearly,2090,-0.363
909,medium_variant,5yearly,2090,0.275
909,momentum,5yearly,2090,0.013
909,no_change,5yearly,2090,0.961
909,zero_migration,5yearly,2090,-0.011
909,constant_fertility,5yearly,2095,1.206
909,constant_mortality,5yearly,2095,0.0
909,high_variant,5yearly,2095,0.812
909,instant_replacement,5yearly,2095,0.451
909,low_variant,5yearly,2095,-0.428
909,medium_variant,5yearly,2095,0.233
909,momentum,5yearly,2095,0.006
909,no_change,5yearly,2095,0.967
909,zero_migration,5yearly,2095,-0.034
909,constant_fertility,5yearly,Regi,OCEANIA
909,constant_mortality,5yearly,Regi,OCEANIA
909,estimates,5yearly,Regi,OCEANIA
909,high_variant,5yearly,Regi,OCEANIA
909,instant_replacement,5yearly,Regi,OCEANIA
909,low_variant,5yearly,Regi,OCEANIA
909,medium_variant,5yearly,Regi,OCEANIA
909,momentum,5yearly,Regi,OCEANIA
909,no_change,5yearly,Regi,OCEANIA
909,zero_migration,5yearly,Regi,OCEANIA
