continent,variant,freq,year,birthper1000population
935,momentum,5yearly,2040,14.274
935,no_change,5yearly,2040,15.542
935,zero_migration,5yearly,2040,12.473
935,constant_fertility,5yearly,2045,15.261
935,constant_mortality,5yearly,2045,12.332
935,high_variant,5yearly,2045,15.476
935,instant_replacement,5yearly,2045,13.362
935,low_variant,5yearly,2045,8.579
935,medium_variant,5yearly,2045,12.002
935,momentum,5yearly,2045,14.258
935,no_change,5yearly,2045,15.631
935,zero_migration,5yearly,2045,12.055
935,constant_fertility,5yearly,2050,15.316
935,constant_mortality,5yearly,2050,11.953
935,high_variant,5yearly,2050,15.364
935,instant_replacement,5yearly,2050,13.158
935,low_variant,5yearly,2050,7.867
935,medium_variant,5yearly,2050,11.56
935,momentum,5yearly,2050,14.196
935,no_change,5yearly,2050,15.761
935,zero_migration,5yearly,2050,11.618
935,constant_fertility,5yearly,2055,15.439
935,constant_mortality,5yearly,2055,11.617
935,high_variant,5yearly,2055,15.048
935,instant_replacement,5yearly,2055,12.877
935,low_variant,5yearly,2055,7.346
935,medium_variant,5yearly,2055,11.154
935,momentum,5yearly,2055,14.05
935,no_change,5yearly,2055,15.969
935,zero_migration,5yearly,2055,11.217
935,constant_fertility,5yearly,2060,15.653
935,constant_mortality,5yearly,2060,11.393
935,high_variant,5yearly,2060,14.709
935,instant_replacement,5yearly,2060,12.619
935,low_variant,5yearly,2060,7.036
935,medium_variant,5yearly,2060,10.853
935,momentum,5yearly,2060,13.918
935,no_change,5yearly,2060,16.27
935,zero_migration,5yearly,2060,10.918
935,constant_fertility,5yearly,2065,15.943
935,constant_mortality,5yearly,2065,11.271
935,high_variant,5yearly,2065,14.506
935,instant_replacement,5yearly,2065,12.46
935,low_variant,5yearly,2065,6.832
935,medium_variant,5yearly,2065,10.65
935,momentum,5yearly,2065,13.877
935,no_change,5yearly,2065,16.64
935,zero_migration,5yearly,2065,10.714
935,constant_fertility,5yearly,2070,16.271
935,constant_mortality,5yearly,2070,11.208
935,high_variant,5yearly,2070,14.465
935,instant_replacement,5yearly,2070,12.41
935,low_variant,5yearly,2070,6.634
935,medium_variant,5yearly,2070,10.506
935,momentum,5yearly,2070,13.945
935,no_change,5yearly,2070,17.039
935,zero_migration,5yearly,2070,10.568
935,constant_fertility,5yearly,2075,16.612
935,constant_mortality,5yearly,2075,11.146
935,high_variant,5yearly,2075,14.475
935,instant_replacement,5yearly,2075,12.408
935,low_variant,5yearly,2075,6.407
935,medium_variant,5yearly,2075,10.37
935,momentum,5yearly,2075,14.053
935,no_change,5yearly,2075,17.44
935,zero_migration,5yearly,2075,10.43
935,constant_fertility,5yearly,2080,16.963
935,constant_mortality,5yearly,2080,11.067
935,high_variant,5yearly,2080,14.425
935,instant_replacement,5yearly,2080,12.375
935,low_variant,5yearly,2080,6.182
935,medium_variant,5yearly,2080,10.222
935,momentum,5yearly,2080,14.12
935,no_change,5yearly,2080,17.845
935,zero_migration,5yearly,2080,10.283
935,constant_fertility,5yearly,2085,17.33
935,constant_mortality,5yearly,2085,10.98
935,high_variant,5yearly,2085,14.274
935,instant_replacement,5yearly,2085,12.274
935,low_variant,5yearly,2085,5.997
935,medium_variant,5yearly,2085,10.066
935,momentum,5yearly,2085,14.108
935,no_change,5yearly,2085,18.265
935,zero_migration,5yearly,2085,10.125
935,constant_fertility,5yearly,2090,17.716
935,constant_mortality,5yearly,2090,10.924
935,high_variant,5yearly,2090,14.083
935,instant_replacement,5yearly,2090,12.132
935,low_variant,5yearly,2090,5.883
935,medium_variant,5yearly,2090,9.932
935,momentum,5yearly,2090,14.055
935,no_change,5yearly,2090,18.709
935,zero_migration,5yearly,2090,9.99
935,constant_fertility,5yearly,2095,18.116
935,constant_mortality,5yearly,2095,10.917
935,high_variant,5yearly,2095,13.932
935,instant_replacement,5yearly,2095,12.006
935,low_variant,5yearly,2095,5.83
935,medium_variant,5yearly,2095,9.839
935,momentum,5yearly,2095,14.022
935,no_change,5yearly,2095,19.172
935,zero_migration,5yearly,2095,9.894
