continent,variant,freq,year,birthper1000population
908,zero_migration,5yearly,2045,9.681
908,constant_fertility,5yearly,2050,8.664
908,constant_mortality,5yearly,2050,10.441
908,high_variant,5yearly,2050,13.287
908,instant_replacement,5yearly,2050,12.368
908,low_variant,5yearly,2050,6.549
908,medium_variant,5yearly,2050,9.841
908,momentum,5yearly,2050,12.917
908,no_change,5yearly,2050,9.211
908,zero_migration,5yearly,2050,9.54
908,constant_fertility,5yearly,2055,8.543
908,constant_mortality,5yearly,2055,10.38
908,high_variant,5yearly,2055,13.374
908,instant_replacement,5yearly,2055,12.091
908,low_variant,5yearly,2055,6.174
908,medium_variant,5yearly,2055,9.691
908,momentum,5yearly,2055,12.688
908,no_change,5yearly,2055,9.177
908,zero_migration,5yearly,2055,9.35
908,constant_fertility,5yearly,2060,8.539
908,constant_mortality,5yearly,2060,10.413
908,high_variant,5yearly,2060,13.286
908,instant_replacement,5yearly,2060,11.72
908,low_variant,5yearly,2060,6.073
908,medium_variant,5yearly,2060,9.637
908,momentum,5yearly,2060,12.357
908,no_change,5yearly,2060,9.262
908,zero_migration,5yearly,2060,9.283
908,constant_fertility,5yearly,2065,8.585
908,constant_mortality,5yearly,2065,10.595
908,high_variant,5yearly,2065,13.283
908,instant_replacement,5yearly,2065,11.617
908,low_variant,5yearly,2065,6.182
908,medium_variant,5yearly,2065,9.728
908,momentum,5yearly,2065,12.356
908,no_change,5yearly,2065,9.397
908,zero_migration,5yearly,2065,9.402
908,constant_fertility,5yearly,2070,8.6
908,constant_mortality,5yearly,2070,10.842
908,high_variant,5yearly,2070,13.463
908,instant_replacement,5yearly,2070,11.784
908,low_variant,5yearly,2070,6.316
908,medium_variant,5yearly,2070,9.885
908,momentum,5yearly,2070,12.684
908,no_change,5yearly,2070,9.492
908,zero_migration,5yearly,2070,9.612
908,constant_fertility,5yearly,2075,8.553
908,constant_mortality,5yearly,2075,11.012
908,high_variant,5yearly,2075,13.713
908,instant_replacement,5yearly,2075,12.017
908,low_variant,5yearly,2075,6.321
908,medium_variant,5yearly,2075,9.978
908,momentum,5yearly,2075,13.078
908,no_change,5yearly,2075,9.512
908,zero_migration,5yearly,2075,9.747
908,constant_fertility,5yearly,2080,8.469
908,constant_mortality,5yearly,2080,11.037
908,high_variant,5yearly,2080,13.863
908,instant_replacement,5yearly,2080,12.096
908,low_variant,5yearly,2080,6.18
908,medium_variant,5yearly,2080,9.943
908,momentum,5yearly,2080,13.262
908,no_change,5yearly,2080,9.489
908,zero_migration,5yearly,2080,9.725
908,constant_fertility,5yearly,2085,8.389
908,constant_mortality,5yearly,2085,10.97
908,high_variant,5yearly,2085,13.831
908,instant_replacement,5yearly,2085,11.942
908,low_variant,5yearly,2085,5.992
908,medium_variant,5yearly,2085,9.82
908,momentum,5yearly,2085,13.149
908,no_change,5yearly,2085,9.473
908,zero_migration,5yearly,2085,9.592
908,constant_fertility,5yearly,2090,8.333
908,constant_mortality,5yearly,2090,10.913
908,high_variant,5yearly,2090,13.671
908,instant_replacement,5yearly,2090,11.657
908,low_variant,5yearly,2090,5.877
908,medium_variant,5yearly,2090,9.699
908,momentum,5yearly,2090,12.892
908,no_change,5yearly,2090,9.493
908,zero_migration,5yearly,2090,9.466
908,constant_fertility,5yearly,2095,8.296
908,constant_mortality,5yearly,2095,10.938
908,high_variant,5yearly,2095,13.517
908,instant_replacement,5yearly,2095,11.422
908,low_variant,5yearly,2095,5.879
908,medium_variant,5yearly,2095,9.647
908,momentum,5yearly,2095,12.724
908,no_change,5yearly,2095,9.537
908,zero_migration,5yearly,2095,9.431
908,constant_fertility,5yearly,Regi,EUROPE
908,constant_mortality,5yearly,Regi,EUROPE
908,estimates,5yearly,Regi,EUROPE
908,high_variant,5yearly,Regi,EUROPE
908,instant_replacement,5yearly,Regi,EUROPE
908,low_variant,5yearly,Regi,EUROPE
908,medium_variant,5yearly,Regi,EUROPE
908,momentum,5yearly,Regi,EUROPE
908,no_change,5yearly,Regi,EUROPE
908,zero_migration,5yearly,Regi,EUROPE
