continent,variant,freq,year,birthper1000population
903,no_change,5yearly,2050,36.527
903,zero_migration,5yearly,2050,22.867
903,constant_fertility,5yearly,2055,36.006
903,constant_mortality,5yearly,2055,22.077
903,high_variant,5yearly,2055,25.229
903,instant_replacement,5yearly,2055,14.597
903,low_variant,5yearly,2055,17.894
903,medium_variant,5yearly,2055,21.641
903,momentum,5yearly,2055,17.001
903,no_change,5yearly,2055,36.734
903,zero_migration,5yearly,2055,21.632
903,constant_fertility,5yearly,2060,36.176
903,constant_mortality,5yearly,2060,21.016
903,high_variant,5yearly,2060,24.164
903,instant_replacement,5yearly,2060,14.565
903,low_variant,5yearly,2060,16.762
903,medium_variant,5yearly,2060,20.551
903,momentum,5yearly,2060,17.206
903,no_change,5yearly,2060,36.953
903,zero_migration,5yearly,2060,20.54
903,constant_fertility,5yearly,2065,36.364
903,constant_mortality,5yearly,2065,20.044
903,high_variant,5yearly,2065,23.196
903,instant_replacement,5yearly,2065,14.312
903,low_variant,5yearly,2065,15.724
903,medium_variant,5yearly,2065,19.546
903,momentum,5yearly,2065,17.133
903,no_change,5yearly,2065,37.183
903,zero_migration,5yearly,2065,19.532
903,constant_fertility,5yearly,2070,36.56
903,constant_mortality,5yearly,2070,19.126
903,high_variant,5yearly,2070,22.317
903,instant_replacement,5yearly,2070,13.848
903,low_variant,5yearly,2070,14.718
903,medium_variant,5yearly,2070,18.593
903,momentum,5yearly,2070,16.806
903,no_change,5yearly,2070,37.416
903,zero_migration,5yearly,2070,18.58
903,constant_fertility,5yearly,2075,36.755
903,constant_mortality,5yearly,2075,18.267
903,high_variant,5yearly,2075,21.507
903,instant_replacement,5yearly,2075,13.387
903,low_variant,5yearly,2075,13.758
903,medium_variant,5yearly,2075,17.697
903,momentum,5yearly,2075,16.487
903,no_change,5yearly,2075,37.644
903,zero_migration,5yearly,2075,17.686
903,constant_fertility,5yearly,2080,36.934
903,constant_mortality,5yearly,2080,17.48
903,high_variant,5yearly,2080,20.736
903,instant_replacement,5yearly,2080,13.12
903,low_variant,5yearly,2080,12.874
903,medium_variant,5yearly,2080,16.863
903,momentum,5yearly,2080,16.394
903,no_change,5yearly,2080,37.861
903,zero_migration,5yearly,2080,16.854
903,constant_fertility,5yearly,2085,37.098
903,constant_mortality,5yearly,2085,16.775
903,high_variant,5yearly,2085,20.004
903,instant_replacement,5yearly,2085,13.056
903,low_variant,5yearly,2085,12.089
903,medium_variant,5yearly,2085,16.101
903,momentum,5yearly,2085,16.518
903,no_change,5yearly,2085,38.067
903,zero_migration,5yearly,2085,16.094
903,constant_fertility,5yearly,2090,37.25
903,constant_mortality,5yearly,2090,16.143
903,high_variant,5yearly,2090,19.314
903,instant_replacement,5yearly,2090,13.074
903,low_variant,5yearly,2090,11.385
903,medium_variant,5yearly,2090,15.401
903,momentum,5yearly,2090,16.698
903,no_change,5yearly,2090,38.264
903,zero_migration,5yearly,2090,15.394
903,constant_fertility,5yearly,2095,37.396
903,constant_mortality,5yearly,2095,15.574
903,high_variant,5yearly,2095,18.679
903,instant_replacement,5yearly,2095,13.043
903,low_variant,5yearly,2095,10.746
903,medium_variant,5yearly,2095,14.758
903,momentum,5yearly,2095,16.776
903,no_change,5yearly,2095,38.457
903,zero_migration,5yearly,2095,14.751
