continent,variant,freq,year,birthper1000population
909,no_change,5yearly,2070,17.922
909,zero_migration,5yearly,2070,11.746
909,constant_fertility,5yearly,2075,17.549
909,constant_mortality,5yearly,2075,12.366
909,high_variant,5yearly,2075,15.407
909,instant_replacement,5yearly,2075,12.572
909,low_variant,5yearly,2075,8.054
909,medium_variant,5yearly,2075,11.734
909,momentum,5yearly,2075,13.145
909,no_change,5yearly,2075,18.18
909,zero_migration,5yearly,2075,11.555
909,constant_fertility,5yearly,2080,17.762
909,constant_mortality,5yearly,2080,12.183
909,high_variant,5yearly,2080,15.284
909,instant_replacement,5yearly,2080,12.481
909,low_variant,5yearly,2080,7.758
909,medium_variant,5yearly,2080,11.496
909,momentum,5yearly,2080,13.2
909,no_change,5yearly,2080,18.427
909,zero_migration,5yearly,2080,11.346
909,constant_fertility,5yearly,2085,17.962
909,constant_mortality,5yearly,2085,11.977
909,high_variant,5yearly,2085,15.093
909,instant_replacement,5yearly,2085,12.356
909,low_variant,5yearly,2085,7.464
909,medium_variant,5yearly,2085,11.237
909,momentum,5yearly,2085,13.199
909,no_change,5yearly,2085,18.656
909,zero_migration,5yearly,2085,11.102
909,constant_fertility,5yearly,2090,18.16
909,constant_mortality,5yearly,2090,11.778
909,high_variant,5yearly,2090,14.832
909,instant_replacement,5yearly,2090,12.197
909,low_variant,5yearly,2090,7.216
909,medium_variant,5yearly,2090,10.983
909,momentum,5yearly,2090,13.151
909,no_change,5yearly,2090,18.885
909,zero_migration,5yearly,2090,10.856
909,constant_fertility,5yearly,2095,18.372
909,constant_mortality,5yearly,2095,11.614
909,high_variant,5yearly,2095,14.552
909,instant_replacement,5yearly,2095,12.03
909,low_variant,5yearly,2095,7.027
909,medium_variant,5yearly,2095,10.753
909,momentum,5yearly,2095,13.103
909,no_change,5yearly,2095,19.138
909,zero_migration,5yearly,2095,10.635
909,constant_fertility,5yearly,Regi,OCEANIA
909,constant_mortality,5yearly,Regi,OCEANIA
909,estimates,5yearly,Regi,OCEANIA
909,high_variant,5yearly,Regi,OCEANIA
909,instant_replacement,5yearly,Regi,OCEANIA
909,low_variant,5yearly,Regi,OCEANIA
909,medium_variant,5yearly,Regi,OCEANIA
909,momentum,5yearly,Regi,OCEANIA
909,no_change,5yearly,Regi,OCEANIA
909,zero_migration,5yearly,Regi,OCEANIA
