variant,global,year,dependencyratio2069
medium_variant,900,2087,69.152
medium_variant,900,2088,69.285
medium_variant,900,2089,69.409
medium_variant,900,2090,69.525
medium_variant,900,2091,69.618
medium_variant,900,2092,69.696
medium_variant,900,2093,69.765
medium_variant,900,2094,69.833
medium_variant,900,2095,69.904
medium_variant,900,2096,69.937
medium_variant,900,2097,69.974
medium_variant,900,2098,70.019
medium_variant,900,2099,70.073
medium_variant,900,2100,70.134
high_variant,900,2015,65.1395361970155
low_variant,900,2015,65.1395361970155
constant_fertility,900,2015,65.1395361970155
instant_replacement,900,2015,65.1395361970155
zero_migration,900,2015,65.1395361970155
constant_mortality,900,2015,65.1395361970155
no_change,900,2015,65.1395361970155
high_variant,900,2020,65.8304333987379
low_variant,900,2020,62.8854274523982
constant_fertility,900,2020,65.0041294688038
instant_replacement,900,2020,62.957668491111
zero_migration,900,2020,64.3483547204709
constant_mortality,900,2020,64.1867997110521
no_change,900,2020,64.8268094444851
high_variant,900,2025,68.1509267485025
low_variant,900,2025,60.8457996090964
constant_fertility,900,2025,66.4228072557267
instant_replacement,900,2025,61.9324452088844
zero_migration,900,2025,64.4781207133976
constant_mortality,900,2025,63.9908872181002
no_change,900,2025,65.8886604090273
high_variant,900,2030,70.4136490164269
low_variant,900,2030,58.0057624611432
constant_fertility,900,2030,68.0159490439224
instant_replacement,900,2030,60.6695557704559
zero_migration,900,2030,64.1887578054799
constant_mortality,900,2030,63.2068116474178
no_change,900,2030,66.943270997205
high_variant,900,2035,72.752890774762
low_variant,900,2035,55.4227939197435
constant_fertility,900,2035,70.4091775525616
instant_replacement,900,2035,59.6544589518418
zero_migration,900,2035,64.074851937722
constant_mortality,900,2035,62.4243269218961
no_change,900,2035,68.6084766733163
high_variant,900,2040,73.7048773893996
low_variant,900,2040,55.1706196831604
constant_fertility,900,2040,73.2246473323738
instant_replacement,900,2040,60.8666998903384
zero_migration,900,2040,64.509893472147
constant_mortality,900,2040,62.0946699097282
no_change,900,2040,70.5868651084124
high_variant,900,2045,74.2955635904911
low_variant,900,2045,55.9484336785171
constant_fertility,900,2045,76.3253992830658
instant_replacement,900,2045,62.0643203841254
zero_migration,900,2045,65.2203515623827
constant_mortality,900,2045,61.9836744473341
no_change,900,2045,72.75763558245
high_variant,900,2050,74.4949784300921
low_variant,900,2050,56.758992523473
constant_fertility,900,2050,79.2573578769678
instant_replacement,900,2050,62.778410210763
zero_migration,900,2050,65.6349495538054
constant_mortality,900,2050,61.5765835929801
no_change,900,2050,74.7293402018782
high_variant,900,2055,75.6455852561917
low_variant,900,2055,57.7284465380884
constant_fertility,900,2055,82.9022356235786
instant_replacement,900,2055,63.9659153835914
zero_migration,900,2055,66.5053317685287
constant_mortality,900,2055,61.5746318628049
no_change,900,2055,77.33117222668
high_variant,900,2060,77.2419054594006
low_variant,900,2060,59.3120516006322
constant_fertility,900,2060,87.2533651362361
instant_replacement,900,2060,65.9019313094177
zero_migration,900,2060,67.8795259572363
constant_mortality,900,2060,61.9994790482054
no_change,900,2060,80.5338228028715
high_variant,900,2065,77.4582581655291
low_variant,900,2065,60.4205844754202
constant_fertility,900,2065,90.7065524576378
instant_replacement,900,2065,67.2237965319976
zero_migration,900,2065,68.35129291876
constant_mortality,900,2065,61.6027328889396
no_change,900,2065,82.9097299684547
high_variant,900,2070,76.3493026891715
low_variant,900,2070,61.2042476047275
constant_fertility,900,2070,93.2457350496878
instant_replacement,900,2070,67.779885013296
zero_migration,900,2070,68.0186779533606
constant_mortality,900,2070,60.520340012504
no_change,900,2070,84.5199527439664
high_variant,900,2075,75.0407250915089
low_variant,900,2075,62.5808079569922
constant_fertility,900,2075,95.7193280584079
instant_replacement,900,2075,68.3932507212685
zero_migration,900,2075,67.812514774596
constant_mortality,900,2075,59.6576669039762
no_change,900,2075,86.199289200192
high_variant,900,2080,74.1025405220297
low_variant,900,2080,64.8547797849296
constant_fertility,900,2080,98.3726260884863
instant_replacement,900,2080,69.520857051542
zero_migration,900,2080,68.0712500599262
constant_mortality,900,2080,59.3491835487993
no_change,900,2080,88.1923880494209
high_variant,900,2085,73.5335799758235
low_variant,900,2085,67.9995317089982
constant_fertility,900,2085,101.112821301176
instant_replacement,900,2085,71.1707676180783
zero_migration,900,2085,68.7335642884763
constant_mortality,900,2085,59.4686605511147
no_change,900,2085,90.3769903378946
high_variant,900,2090,73.9666901671913
low_variant,900,2090,69.4758195853571
constant_fertility,900,2090,103.970799005584
instant_replacement,900,2090,71.8786998202035
zero_migration,900,2090,69.3557423225276
constant_mortality,900,2090,59.462655177723
no_change,900,2090,92.6437027082304
high_variant,900,2095,74.4675851362916
low_variant,900,2095,69.7689294151529
constant_fertility,900,2095,106.678734369772
instant_replacement,900,2095,72.5214312179985
zero_migration,900,2095,69.7166691344871
constant_mortality,900,2095,59.0963954095917
no_change,900,2095,94.7491210521715
high_variant,900,2100,74.8103861783139
low_variant,900,2100,69.5062199408402
constant_fertility,900,2100,109.22526006526
instant_replacement,900,2100,73.1977667144999
zero_migration,900,2100,69.9354874259595
constant_mortality,900,2100,58.5679549710387
no_change,900,2100,96.7445601463349
