continent,variant,freq,year,noofbirth
908,zero_migration,5yearly,2045,32877.776
908,constant_fertility,5yearly,2050,29917.287
908,constant_mortality,5yearly,2050,34848.225
908,high_variant,5yearly,2050,52685.562
908,instant_replacement,5yearly,2050,48281.565
908,low_variant,5yearly,2050,20801.87
908,medium_variant,5yearly,2050,35016.311
908,momentum,5yearly,2050,44481.826
908,no_change,5yearly,2050,29783.47
908,zero_migration,5yearly,2050,31707.754
908,constant_fertility,5yearly,2055,28916.177
908,constant_mortality,5yearly,2055,33868.5
908,high_variant,5yearly,2055,53695.102
908,instant_replacement,5yearly,2055,47479.844
908,low_variant,5yearly,2055,18896.008
908,medium_variant,5yearly,2055,34070.325
908,momentum,5yearly,2055,43123.865
908,no_change,5yearly,2055,28757.277
908,zero_migration,5yearly,2055,30344.741
908,constant_fertility,5yearly,2060,28294.648
908,constant_mortality,5yearly,2060,33205.821
908,high_variant,5yearly,2060,54058.703
908,instant_replacement,5yearly,2060,46244.86
908,low_variant,5yearly,2060,17848.214
908,medium_variant,5yearly,2060,33440.225
908,momentum,5yearly,2060,41437.555
908,no_change,5yearly,2060,28109.684
908,zero_migration,5yearly,2060,29378.785
908,constant_fertility,5yearly,2065,27845.45
908,constant_mortality,5yearly,2065,33055.443
908,high_variant,5yearly,2065,54844.899
908,instant_replacement,5yearly,2065,46055.557
908,low_variant,5yearly,2065,17418.683
908,medium_variant,5yearly,2065,33327.309
908,momentum,5yearly,2065,40926.639
908,no_change,5yearly,2065,27632.499
908,zero_migration,5yearly,2065,29021.103
908,constant_fertility,5yearly,2070,27316.77
908,constant_mortality,5yearly,2070,33168.669
908,high_variant,5yearly,2070,56544.885
908,instant_replacement,5yearly,2070,47018.223
908,low_variant,5yearly,2070,17050.676
908,medium_variant,5yearly,2070,33484.837
908,momentum,5yearly,2070,41633.061
908,no_change,5yearly,2070,27075.457
908,zero_migration,5yearly,2070,28985.624
908,constant_fertility,5yearly,2075,26624.756
908,constant_mortality,5yearly,2075,33120.678
908,high_variant,5yearly,2075,58787.923
908,instant_replacement,5yearly,2075,48396.657
908,low_variant,5yearly,2075,16347.785
908,medium_variant,5yearly,2075,33483.867
908,momentum,5yearly,2075,42736.128
908,no_change,5yearly,2075,26356.64
908,zero_migration,5yearly,2075,28789.717
908,constant_fertility,5yearly,2080,25860.355
908,constant_mortality,5yearly,2080,32710.193
908,high_variant,5yearly,2080,60883.543
908,instant_replacement,5yearly,2080,49321.77
908,low_variant,5yearly,2080,15305.717
908,medium_variant,5yearly,2080,33117.366
908,momentum,5yearly,2080,43331.489
908,no_change,5yearly,2080,25567.363
908,zero_migration,5yearly,2080,28209.263
908,constant_fertility,5yearly,2085,25151.489
908,constant_mortality,5yearly,2085,32063.774
908,high_variant,5yearly,2085,62402.955
908,instant_replacement,5yearly,2085,49392.592
908,low_variant,5yearly,2085,14202.977
908,medium_variant,5yearly,2085,32509.533
908,momentum,5yearly,2085,43052.199
908,no_change,5yearly,2085,24834.358
908,zero_migration,5yearly,2085,27388.331
908,constant_fertility,5yearly,2090,24544.296
908,constant_mortality,5yearly,2090,31456.077
908,high_variant,5yearly,2090,63464.155
908,instant_replacement,5yearly,2090,48933.625
908,low_variant,5yearly,2090,13314.819
908,medium_variant,5yearly,2090,31938.441
908,momentum,5yearly,2090,42286.32
908,no_change,5yearly,2090,24202.762
908,zero_migration,5yearly,2090,26641.448
908,constant_fertility,5yearly,2095,23996.499
908,constant_mortality,5yearly,2095,31074.226
908,high_variant,5yearly,2095,64582.85
908,instant_replacement,5yearly,2095,48625.541
908,low_variant,5yearly,2095,12708.742
908,medium_variant,5yearly,2095,31596.803
908,momentum,5yearly,2095,41749.098
908,no_change,5yearly,2095,23630.451
908,zero_migration,5yearly,2095,26176.335
