variant,global,year,gender,potentialsupport2069_65
medium_variant,900,2072,male,4.688
medium_variant,900,2073,male,4.66
medium_variant,900,2074,male,4.632
medium_variant,900,2075,male,4.601
medium_variant,900,2076,male,4.561
medium_variant,900,2077,male,4.523
medium_variant,900,2078,male,4.487
medium_variant,900,2079,male,4.451
medium_variant,900,2080,male,4.413
medium_variant,900,2081,male,4.366
medium_variant,900,2082,male,4.323
medium_variant,900,2083,male,4.283
medium_variant,900,2084,male,4.244
medium_variant,900,2085,male,4.206
medium_variant,900,2086,male,4.162
medium_variant,900,2087,male,4.124
medium_variant,900,2088,male,4.09
medium_variant,900,2089,male,4.056
medium_variant,900,2090,male,4.022
medium_variant,900,2091,male,3.986
medium_variant,900,2092,male,3.956
medium_variant,900,2093,male,3.928
medium_variant,900,2094,male,3.9
medium_variant,900,2095,male,3.872
medium_variant,900,2096,male,3.844
medium_variant,900,2097,male,3.819
medium_variant,900,2098,male,3.795
medium_variant,900,2099,male,3.772
medium_variant,900,2100,male,3.747
estimates,900,1950,female,16.282
estimates,900,1951,female,16.011
estimates,900,1952,female,15.819
estimates,900,1953,female,15.708
estimates,900,1954,female,15.675
estimates,900,1955,female,15.712
estimates,900,1956,female,15.436
estimates,900,1957,female,15.257
estimates,900,1958,female,15.159
estimates,900,1959,female,15.132
estimates,900,1960,female,15.165
estimates,900,1961,female,14.874
estimates,900,1962,female,14.653
estimates,900,1963,female,14.494
estimates,900,1964,female,14.394
estimates,900,1965,female,14.347
estimates,900,1966,female,14.055
estimates,900,1967,female,13.83
estimates,900,1968,female,13.655
estimates,900,1969,female,13.519
estimates,900,1970,female,13.409
estimates,900,1971,female,13.169
estimates,900,1972,female,12.986
estimates,900,1973,female,12.846
estimates,900,1974,female,12.735
estimates,900,1975,female,12.639
estimates,900,1976,female,12.423
estimates,900,1977,female,12.246
estimates,900,1978,female,12.102
estimates,900,1979,female,11.984
estimates,900,1980,female,11.887
estimates,900,1981,female,11.713
estimates,900,1982,female,11.571
estimates,900,1983,female,11.472
estimates,900,1984,female,11.433
estimates,900,1985,female,11.456
estimates,900,1986,female,11.442
estimates,900,1987,female,11.493
estimates,900,1988,female,11.579
estimates,900,1989,female,11.657
estimates,900,1990,female,11.704
estimates,900,1991,female,11.638
estimates,900,1992,female,11.568
estimates,900,1993,female,11.496
estimates,900,1994,female,11.43
estimates,900,1995,female,11.37
estimates,900,1996,female,11.236
estimates,900,1997,female,11.119
estimates,900,1998,female,11.019
estimates,900,1999,female,10.939
estimates,900,2000,female,10.879
estimates,900,2001,female,10.769
estimates,900,2002,female,10.692
estimates,900,2003,female,10.636
estimates,900,2004,female,10.589
estimates,900,2005,female,10.544
estimates,900,2006,female,10.437
estimates,900,2007,female,10.342
estimates,900,2008,female,10.262
estimates,900,2009,female,10.202
estimates,900,2010,female,10.162
estimates,900,2011,female,10.099
estimates,900,2012,female,10.057
estimates,900,2013,female,10.018
estimates,900,2014,female,9.962
estimates,900,2015,female,9.879
medium_variant,900,2015,female,9.879
medium_variant,900,2016,female,9.744
medium_variant,900,2017,female,9.602
medium_variant,900,2018,female,9.447
medium_variant,900,2019,female,9.27
medium_variant,900,2020,female,9.069
medium_variant,900,2021,female,8.826
medium_variant,900,2022,female,8.58
medium_variant,900,2023,female,8.339
medium_variant,900,2024,female,8.114
medium_variant,900,2025,female,7.908
medium_variant,900,2026,female,7.709
medium_variant,900,2027,female,7.532
medium_variant,900,2028,female,7.368
medium_variant,900,2029,female,7.205
medium_variant,900,2030,female,7.036
medium_variant,900,2031,female,6.866
medium_variant,900,2032,female,6.702
medium_variant,900,2033,female,6.543
medium_variant,900,2034,female,6.387
medium_variant,900,2035,female,6.232
medium_variant,900,2036,female,6.084
medium_variant,900,2037,female,5.944
medium_variant,900,2038,female,5.811
medium_variant,900,2039,female,5.685
medium_variant,900,2040,female,5.566
medium_variant,900,2041,female,5.455
medium_variant,900,2042,female,5.354
medium_variant,900,2043,female,5.261
medium_variant,900,2044,female,5.177
medium_variant,900,2045,female,5.1
medium_variant,900,2046,female,5.032
medium_variant,900,2047,female,4.974
medium_variant,900,2048,female,4.921
medium_variant,900,2049,female,4.867
medium_variant,900,2050,female,4.807
medium_variant,900,2051,female,4.745
medium_variant,900,2052,female,4.686
medium_variant,900,2053,female,4.625
medium_variant,900,2054,female,4.559
medium_variant,900,2055,female,4.486
medium_variant,900,2056,female,4.411
medium_variant,900,2057,female,4.335
medium_variant,900,2058,female,4.261
medium_variant,900,2059,female,4.193
medium_variant,900,2060,female,4.132
medium_variant,900,2061,female,4.082
medium_variant,900,2062,female,4.041
medium_variant,900,2063,female,4.008
medium_variant,900,2064,female,3.978
medium_variant,900,2065,female,3.949
medium_variant,900,2066,female,3.927
medium_variant,900,2067,female,3.911
medium_variant,900,2068,female,3.897
medium_variant,900,2069,female,3.883
medium_variant,900,2070,female,3.866
medium_variant,900,2071,female,3.852
medium_variant,900,2072,female,3.839
medium_variant,900,2073,female,3.826
medium_variant,900,2074,female,3.808
medium_variant,900,2075,female,3.786
medium_variant,900,2076,female,3.766
medium_variant,900,2077,female,3.745
medium_variant,900,2078,female,3.722
medium_variant,900,2079,female,3.697
medium_variant,900,2080,female,3.667
medium_variant,900,2081,female,3.639
medium_variant,900,2082,female,3.612
medium_variant,900,2083,female,3.584
medium_variant,900,2084,female,3.555
medium_variant,900,2085,female,3.522
medium_variant,900,2086,female,3.495
medium_variant,900,2087,female,3.469
medium_variant,900,2088,female,3.443
medium_variant,900,2089,female,3.414
medium_variant,900,2090,female,3.383
medium_variant,900,2091,female,3.36
medium_variant,900,2092,female,3.337
medium_variant,900,2093,female,3.314
medium_variant,900,2094,female,3.29
medium_variant,900,2095,female,3.262
medium_variant,900,2096,female,3.243
medium_variant,900,2097,female,3.224
medium_variant,900,2098,female,3.204
medium_variant,900,2099,female,3.182
medium_variant,900,2100,female,3.157
