variant,global,year,dependencyratio1564
high_variant,900,2055,66.7538201555563
low_variant,900,2055,57.1566839513694
constant_fertility,900,2055,72.6673506243351
instant_replacement,900,2055,60.7288827149315
zero_migration,900,2055,61.6784825921987
constant_mortality,900,2055,56.326729112116
no_change,900,2055,66.9971468157995
high_variant,900,2060,67.4131249126212
low_variant,900,2060,59.0252360310899
constant_fertility,900,2060,75.1632672978128
instant_replacement,900,2060,62.5621029015362
zero_migration,900,2060,62.7087962270695
constant_mortality,900,2060,56.445199613932
no_change,900,2060,68.5443164140879
high_variant,900,2065,66.6663912098361
low_variant,900,2065,60.488918374335
constant_fertility,900,2065,76.6293610602344
instant_replacement,900,2065,63.554387950216
zero_migration,900,2065,62.8474621791824
constant_mortality,900,2065,55.7509129528519
no_change,900,2065,69.1976141887264
high_variant,900,2070,65.6152892984954
low_variant,900,2070,62.5825392978813
constant_fertility,900,2070,77.9162230903182
instant_replacement,900,2070,64.5542794572321
zero_migration,900,2070,63.0701761306087
constant_mortality,900,2070,55.1859082284573
no_change,900,2070,69.7926847480775
high_variant,900,2075,64.8672238208126
low_variant,900,2075,65.6438079356232
constant_fertility,900,2075,79.2685618314255
instant_replacement,900,2075,66.0211179589603
zero_migration,900,2075,63.7340120882732
constant_mortality,900,2075,55.1343020266793
no_change,900,2075,70.596699360619
high_variant,900,2080,64.4784559987371
low_variant,900,2080,69.6408893592217
constant_fertility,900,2080,80.6142590294401
instant_replacement,900,2080,67.9897947676772
zero_migration,900,2080,64.784094117081
constant_mortality,900,2080,55.5388381614606
no_change,900,2080,71.544738812657
high_variant,900,2085,65.0909065270986
low_variant,900,2085,71.8540444920124
constant_fertility,900,2085,82.0177461494048
instant_replacement,900,2085,68.8141454596785
zero_migration,900,2085,65.7505177358673
constant_mortality,900,2085,55.8537263486382
no_change,900,2085,72.5951990868153
high_variant,900,2090,65.8174896312593
low_variant,900,2090,72.7748340405047
constant_fertility,900,2090,83.2835946966561
instant_replacement,900,2090,69.5375478164812
zero_migration,900,2090,66.4409806974718
constant_mortality,900,2090,55.8113478148007
no_change,900,2090,73.5214107972705
high_variant,900,2095,66.4358362534139
low_variant,900,2095,73.0803007291085
constant_fertility,900,2095,84.4476410640029
instant_replacement,900,2095,70.2991864447671
zero_migration,900,2095,67.0088337080586
constant_mortality,900,2095,55.5537906904809
no_change,900,2095,74.3550203779828
high_variant,900,2100,66.7371704553708
low_variant,900,2100,74.0067519120017
constant_fertility,900,2100,85.5675696275382
instant_replacement,900,2100,71.236163122945
zero_migration,900,2100,67.660964951265
constant_mortality,900,2100,55.3534293026463
no_change,900,2100,75.1911706861461
