variant,global,year,childdependencyratio2564
medium_variant,900,2093,57.806
medium_variant,900,2094,57.624
medium_variant,900,2095,57.43
medium_variant,900,2096,57.277
medium_variant,900,2097,57.106
medium_variant,900,2098,56.921
medium_variant,900,2099,56.726
medium_variant,900,2100,56.525
high_variant,900,2015,85.6130672521237
low_variant,900,2015,85.6130672521237
constant_fertility,900,2015,85.6130672521237
instant_replacement,900,2015,85.6130672521237
zero_migration,900,2015,85.6130672521237
constant_mortality,900,2015,85.6130672521237
no_change,900,2015,85.6130672521237
high_variant,900,2020,83.6938187203877
low_variant,900,2020,80.0985748351273
constant_fertility,900,2020,82.6850723186514
instant_replacement,900,2020,80.1867193975448
zero_migration,900,2020,81.8912946890186
constant_mortality,900,2020,81.8546104869393
no_change,900,2020,82.6358265775619
high_variant,900,2025,84.3319999909054
low_variant,900,2025,75.4141220106975
constant_fertility,900,2025,82.2223640492309
instant_replacement,900,2025,76.7404782298579
zero_migration,900,2025,79.8676083088566
constant_mortality,900,2025,79.7396663411638
no_change,900,2025,82.0556285342861
high_variant,900,2030,85.9210959144613
low_variant,900,2030,70.6635020593798
constant_fertility,900,2030,82.9727185091863
instant_replacement,900,2030,73.9385800713739
zero_migration,900,2030,78.2795935601996
constant_mortality,900,2030,78.0172753288622
no_change,900,2030,82.6088299626309
high_variant,900,2035,87.3113187650537
low_variant,900,2035,65.866364339672
constant_fertility,900,2035,84.4111143601547
instant_replacement,900,2035,71.1032840364399
zero_migration,900,2035,76.5677969291974
constant_mortality,900,2035,76.0987939640882
no_change,900,2035,83.7420865063816
high_variant,900,2040,88.5147603694448
low_variant,900,2040,60.6034721853246
constant_fertility,900,2040,86.4166978990062
instant_replacement,900,2040,67.8202444974397
zero_migration,900,2040,74.4951760311322
constant_mortality,900,2040,73.7411781020028
no_change,900,2040,85.32319533262
high_variant,900,2045,87.6124698681103
low_variant,900,2045,57.4687111904423
constant_fertility,900,2045,88.5009009995275
instant_replacement,900,2045,66.6628632574906
zero_migration,900,2045,72.5386351853951
constant_mortality,900,2045,71.5633355724131
no_change,900,2045,86.9898531595019
high_variant,900,2050,87.0723658891901
low_variant,900,2050,55.9502776695465
constant_fertility,900,2050,91.8341088900627
instant_replacement,900,2050,66.1773430168375
zero_migration,900,2050,71.5184865628991
constant_mortality,900,2050,70.377042795385
no_change,900,2050,89.8416412127905
high_variant,900,2055,87.1332680224975
low_variant,900,2055,55.4442595146228
constant_fertility,900,2055,96.4590186656809
instant_replacement,900,2055,66.2846471248785
zero_migration,900,2055,71.2219866898877
constant_mortality,900,2055,69.9295805956853
no_change,900,2055,93.8629538128087
high_variant,900,2060,87.1323760480181
low_variant,900,2060,54.2384723818244
constant_fertility,900,2060,101.038825015973
instant_replacement,900,2060,65.935375168392
zero_migration,900,2060,70.4794267425596
constant_mortality,900,2060,69.0565932092533
no_change,900,2060,97.7385286825674
high_variant,900,2065,86.3944676137102
low_variant,900,2065,52.5475004810033
constant_fertility,900,2065,105.22625682406
instant_replacement,900,2065,65.2149635178159
zero_migration,900,2065,69.1727517866905
constant_mortality,900,2065,67.6446141333167
no_change,900,2065,101.153445650068
high_variant,900,2070,85.0925383761951
low_variant,900,2070,51.1460177296724
constant_fertility,900,2070,109.495025342102
instant_replacement,900,2070,64.7350368908215
zero_migration,900,2070,67.8265909734912
constant_mortality,900,2070,66.2352105386307
no_change,900,2070,104.603332767371
high_variant,900,2075,83.503056855211
low_variant,900,2075,50.4420703195261
constant_fertility,900,2075,114.077304468635
instant_replacement,900,2075,64.6181424252359
zero_migration,900,2075,66.7371812021385
constant_mortality,900,2075,65.1391548695921
no_change,900,2075,108.340789368418
high_variant,900,2080,81.9254266064663
low_variant,900,2080,50.4726521429368
constant_fertility,900,2080,118.926763299663
instant_replacement,900,2080,64.822479141667
zero_migration,900,2080,65.9770127441997
constant_mortality,900,2080,64.4267820396162
no_change,900,2080,112.333945136585
high_variant,900,2085,81.1154786352535
low_variant,900,2085,50.1020776603566
constant_fertility,900,2085,124.028677637888
instant_replacement,900,2085,64.6302654857988
zero_migration,900,2085,65.3246381649431
constant_mortality,900,2085,63.8444372449272
no_change,900,2085,116.502764219055
high_variant,900,2090,80.5498562688823
low_variant,900,2090,49.26302357423
constant_fertility,900,2090,129.061152298859
instant_replacement,900,2090,64.4638913909947
zero_migration,900,2090,64.5627825627427
constant_mortality,900,2090,63.1639941100176
no_change,900,2090,120.569255226243
high_variant,900,2095,79.9352035214256
low_variant,900,2095,48.1031455995686
constant_fertility,900,2095,133.957643230123
instant_replacement,900,2095,64.3030264914162
zero_migration,900,2095,63.6707171178212
constant_mortality,900,2095,62.3701715949243
no_change,900,2095,124.51476607334
high_variant,900,2100,79.0025034922963
low_variant,900,2100,47.1173021698998
constant_fertility,900,2100,138.754966325098
instant_replacement,900,2100,64.1686418049414
zero_migration,900,2100,62.7509201550863
constant_mortality,900,2100,61.5750721728279
no_change,900,2100,128.418747255663
