continent,variant,year,sexratio_maleper100female
905,low_variant,2035,98.4110928612297
905,medium_variant,2035,98.7270723814041
905,momentum,2035,98.0150765833664
905,no_change,2035,97.9449701616959
905,zero_migration,2035,98.6383415713925
905,constant_fertility,2040,98.9642715597681
905,constant_mortality,2040,97.9201909489772
905,high_variant,2040,99.3424174605171
905,instant_replacement,2040,99.1687427748588
905,low_variant,2040,98.6027316245206
905,medium_variant,2040,98.9950653697111
905,momentum,2040,97.9710609207863
905,no_change,2040,97.8840178214892
905,zero_migration,2040,98.9044675365552
905,constant_fertility,2045,99.2932727146094
905,constant_mortality,2045,97.9300942747769
905,high_variant,2045,99.7311782762136
905,instant_replacement,2045,99.5256085408001
905,low_variant,2045,98.8694329436133
905,medium_variant,2045,99.3301251036885
905,momentum,2045,98.0085402808096
905,no_change,2045,97.88430301648
905,zero_migration,2045,99.2599618029817
905,constant_fertility,2050,99.6603748223988
905,constant_mortality,2050,97.9891646839733
905,high_variant,2050,100.156660968006
905,instant_replacement,2050,99.921698039631
905,low_variant,2050,99.1762364897291
905,medium_variant,2050,99.7029689782665
905,momentum,2050,98.1258868420325
905,no_change,2050,97.9330786444565
905,zero_migration,2050,99.6763200051786
905,constant_fertility,2055,99.9996555938037
905,constant_mortality,2055,98.0636838483433
905,high_variant,2055,100.557529585292
905,instant_replacement,2055,100.291394071984
905,low_variant,2055,99.4533144957058
905,medium_variant,2055,100.049496753797
905,momentum,2055,98.286165845449
905,no_change,2055,97.9943025034331
905,zero_migration,2055,100.082413760628
905,constant_fertility,2060,100.289066761458
905,constant_mortality,2060,98.11385767708
905,high_variant,2060,100.906877366335
905,instant_replacement,2060,100.608814936089
905,low_variant,2060,99.6798459855996
905,medium_variant,2060,100.347204760864
905,momentum,2060,98.4375142464584
905,no_change,2060,98.0284068992273
905,zero_migration,2060,100.450341254537
905,constant_fertility,2065,100.502911596133
905,constant_mortality,2065,98.1144066342225
905,high_variant,2065,101.178066912717
905,instant_replacement,2065,100.848652744692
905,low_variant,2065,99.8284892861408
905,medium_variant,2065,100.569701917853
905,momentum,2065,98.5454074460894
905,no_change,2065,98.0112822806717
905,zero_migration,2065,100.746770106459
905,constant_fertility,2070,100.65580675383
905,constant_mortality,2070,98.0713666024201
905,high_variant,2070,101.385824947098
905,instant_replacement,2070,101.026581650129
905,low_variant,2070,99.9136598202969
905,medium_variant,2070,100.731174251418
905,momentum,2070,98.6113673820388
905,no_change,2070,97.949884024161
905,zero_migration,2070,100.98347094683
905,constant_fertility,2075,100.742349549285
905,constant_mortality,2075,98.0134853038521
905,high_variant,2075,101.531249825581
905,instant_replacement,2075,101.140757594906
905,low_variant,2075,99.9239655767506
905,medium_variant,2075,100.826627007103
905,momentum,2075,98.6607555298192
905,no_change,2075,97.8737288409465
905,zero_migration,2075,101.149837700445
905,constant_fertility,2080,100.788078928558
905,constant_mortality,2080,97.9715390783412
905,high_variant,2080,101.640905344268
905,instant_replacement,2080,101.217146311261
905,low_variant,2080,99.8849315406496
905,medium_variant,2080,100.882183826754
905,momentum,2080,98.7163716690266
905,no_change,2080,97.8135554700989
905,zero_migration,2080,101.269199583498
905,constant_fertility,2085,100.812332960627
905,constant_mortality,2085,97.9617394777823
905,high_variant,2085,101.731992119801
905,instant_replacement,2085,101.273859321744
905,low_variant,2085,99.8178414626101
905,medium_variant,2085,100.917271781512
905,momentum,2085,98.7821501530168
905,no_change,2085,97.7861220128227
905,zero_migration,2085,101.357282232735
905,constant_fertility,2090,100.836510748073
905,constant_mortality,2090,97.9750944067098
905,high_variant,2090,101.818592205
905,instant_replacement,2090,101.327865054573
905,low_variant,2090,99.7519074049589
905,medium_variant,2090,100.952793520831
905,momentum,2090,98.8344033403454
905,no_change,2090,97.7828687016232
905,zero_migration,2090,101.431542298517
905,constant_fertility,2095,100.88215780738
905,constant_mortality,2095,97.9913104805201
905,high_variant,2095,101.911960653324
905,instant_replacement,2095,101.394640952585
905,low_variant,2095,99.7215375683348
905,medium_variant,2095,101.009044484845
905,momentum,2095,98.8480232959541
905,no_change,2095,97.7842470713988
905,zero_migration,2095,101.507757527866
905,constant_fertility,2100,100.912283679122
905,constant_mortality,2100,97.9996952724765
905,high_variant,2100,101.979846947692
905,instant_replacement,2100,101.438458593236
905,low_variant,2100,99.6878643175925
905,medium_variant,2100,101.049129914018
905,momentum,2100,98.8248180085184
905,no_change,2100,97.7809255586568
905,zero_migration,2100,101.542482143067
905,constant_fertility,"Region, subregion, country or area *",NORTHERN AMERICA
905,constant_mortality,"Region, subregion, country or area *",NORTHERN AMERICA
905,estimates,"Region, subregion, country or area *",NORTHERN AMERICA
905,high_variant,"Region, subregion, country or area *",NORTHERN AMERICA
905,instant_replacement,"Region, subregion, country or area *",NORTHERN AMERICA
905,low_variant,"Region, subregion, country or area *",NORTHERN AMERICA
905,medium_variant,"Region, subregion, country or area *",NORTHERN AMERICA
905,momentum,"Region, subregion, country or area *",NORTHERN AMERICA
905,no_change,"Region, subregion, country or area *",NORTHERN AMERICA
905,zero_migration,"Region, subregion, country or area *",NORTHERN AMERICA
