agebroad,gender,population,continent,variant,year
20_64,male,55103.547,903,estimates,1954
20_69,male,56735.488,903,estimates,1954
25_49,male,34795.386,903,estimates,1954
25_64,male,44168.742,903,estimates,1954
25_69,male,45800.683,903,estimates,1954
15plus,male,70943.12,903,estimates,1954
16plus,male,68353.009,903,estimates,1954
17plus,male,65821.237,903,estimates,1954
18plus,male,63348.969,903,estimates,1954
20plus,male,58579.685,903,estimates,1954
21plus,male,56275.324,903,estimates,1954
25plus,male,47644.88,903,estimates,1954
50plus,male,12849.494,903,estimates,1954
60plus,male,5813.369,903,estimates,1954
65plus,male,3476.138,903,estimates,1954
70plus,male,1844.197,903,estimates,1954
75plus,male,820.738,903,estimates,1954
80plus,male,289.756,903,estimates,1954
85plus,male,82.082,903,estimates,1954
90plus,male,15.999,903,estimates,1954
total,male,123412.764,903,estimates,1954
"Region, subregion, country or area *",female,AFRICA,903,estimates,1955
0_1,female,9652.03,903,estimates,1955
0_4,female,22001.941,903,estimates,1955
0_14,female,53173.23,903,estimates,1955
0_17,female,60895.73,903,estimates,1955
0_19,female,65740.72,903,estimates,1955
0_24,female,76853.027,903,estimates,1955
3_4,female,7983.79,903,estimates,1955
3_5,female,11661.718,903,estimates,1955
3_6,female,15165.912,903,estimates,1955
4_5,female,7555.582,903,estimates,1955
4_6,female,11059.776,903,estimates,1955
5_14,female,31171.289,903,estimates,1955
5_10,female,19886.899,903,estimates,1955
5_11,female,22823.346,903,estimates,1955
6_9,female,13193.006,903,estimates,1955
6_10,female,16208.971,903,estimates,1955
6_11,female,19145.418,903,estimates,1955
6_12,female,22006.228,903,estimates,1955
7_10,female,12704.777,903,estimates,1955
7_12,female,18502.034,903,estimates,1955
11_16,female,16493.668,903,estimates,1955
11_17,female,19006.89,903,estimates,1955
11_18,female,21459.508,903,estimates,1955
12_14,female,8347.943,903,estimates,1955
12_16,female,13557.221,903,estimates,1955
12_17,female,16070.443,903,estimates,1955
12_18,female,18523.061,903,estimates,1955
13_17,female,13209.633,903,estimates,1955
13_18,female,15662.251,903,estimates,1955
13_19,female,18054.623,903,estimates,1955
15_17,female,7722.5,903,estimates,1955
18_23,female,13849.515,903,estimates,1955
15_24,female,23679.797,903,estimates,1955
15_49,female,59695.412,903,estimates,1955
15_59,female,67546.059,903,estimates,1955
15_64,female,70292.906,903,estimates,1955
20_64,female,57725.416,903,estimates,1955
20_69,female,59723.827,903,estimates,1955
25_49,female,36015.615,903,estimates,1955
25_64,female,46613.109,903,estimates,1955
25_69,female,48611.52,903,estimates,1955
15plus,female,74657.598,903,estimates,1955
16plus,female,72021.935,903,estimates,1955
17plus,female,69448.32,903,estimates,1955
18plus,female,66935.098,903,estimates,1955
20plus,female,62090.108,903,estimates,1955
21plus,female,59755.238,903,estimates,1955
25plus,female,50977.801,903,estimates,1955
50plus,female,14962.186,903,estimates,1955
60plus,female,7111.539,903,estimates,1955
65plus,female,4364.692,903,estimates,1955
70plus,female,2366.281,903,estimates,1955
75plus,female,1076.041,903,estimates,1955
80plus,female,379.61,903,estimates,1955
85plus,female,101.374,903,estimates,1955
90plus,female,19.824,903,estimates,1955
total,female,127830.828,903,estimates,1955
"Region, subregion, country or area *",male,AFRICA,903,estimates,1955
0_1,male,9770.35,903,estimates,1955
0_4,male,22302.273,903,estimates,1955
0_14,male,53749.009,903,estimates,1955
0_17,male,61492.813,903,estimates,1955
0_19,male,66353.341,903,estimates,1955
0_24,male,77500.393,903,estimates,1955
3_4,male,8103.667,903,estimates,1955
3_5,male,11836.138,903,estimates,1955
3_6,male,15389.657,903,estimates,1955
4_5,male,7668.75,903,estimates,1955
4_6,male,11222.269,903,estimates,1955
5_14,male,31446.736,903,estimates,1955
5_10,male,20123.374,903,estimates,1955
5_11,male,23074.833,903,estimates,1955
6_9,male,13352.206,903,estimates,1955
6_10,male,16390.903,903,estimates,1955
6_11,male,19342.362,903,estimates,1955
6_12,male,22212.595,903,estimates,1955
7_10,male,12837.384,903,estimates,1955
7_12,male,18659.076,903,estimates,1955
11_16,male,16546.753,903,estimates,1955
11_17,male,19067.166,903,estimates,1955
11_18,male,21527.358,903,estimates,1955
12_14,male,8371.903,903,estimates,1955
12_16,male,13595.294,903,estimates,1955
12_17,male,16115.707,903,estimates,1955
12_18,male,18575.899,903,estimates,1955
13_17,male,13245.474,903,estimates,1955
13_18,male,15705.666,903,estimates,1955
13_19,male,18106.002,903,estimates,1955
15_17,male,7743.804,903,estimates,1955
18_23,male,13898.668,903,estimates,1955
15_24,male,23751.384,903,estimates,1955
15_49,male,59318.694,903,estimates,1955
15_59,male,66526.453,903,estimates,1955
15_64,male,68922.88,903,estimates,1955
20_64,male,56318.548,903,estimates,1955
20_69,male,57986.378,903,estimates,1955
25_49,male,35567.31,903,estimates,1955
25_64,male,45171.496,903,estimates,1955
25_69,male,46839.326,903,estimates,1955
15plus,male,72415.246,903,estimates,1955
16plus,male,69772.456,903,estimates,1955
17plus,male,67191.855,903,estimates,1955
18plus,male,64671.442,903,estimates,1955
20plus,male,59810.914,903,estimates,1955
21plus,male,57467.424,903,estimates,1955
25plus,male,48663.862,903,estimates,1955
50plus,male,13096.552,903,estimates,1955
60plus,male,5888.793,903,estimates,1955
65plus,male,3492.366,903,estimates,1955
70plus,male,1824.536,903,estimates,1955
75plus,male,787.409,903,estimates,1955
80plus,male,259.702,903,estimates,1955
85plus,male,64.448,903,estimates,1955
90plus,male,10.327,903,estimates,1955
