variant,global,year,oldagedependencyratio2064
high_variant,900,2050,27.1624462499636
low_variant,900,2050,30.5329687652553
constant_fertility,900,2050,27.766232055651
instant_replacement,900,2050,29.6927318209901
zero_migration,900,2050,28.8038411786243
constant_mortality,900,2050,24.6627864852783
no_change,900,2050,23.8324631412437
high_variant,900,2055,28.8912411718112
low_variant,900,2055,34.1818154811952
constant_fertility,900,2055,29.5273182733572
instant_replacement,900,2055,32.6508515983012
zero_migration,900,2055,31.3578219235791
constant_mortality,900,2055,26.232635558671
no_change,900,2055,24.7616441689552
high_variant,900,2060,29.7750496906125
low_variant,900,2060,37.2198029898542
constant_fertility,900,2060,30.2546826880889
instant_replacement,900,2060,34.8696825414802
zero_migration,900,2060,33.1097477675887
constant_mortality,900,2060,27.0447029085592
no_change,900,2060,24.7687074211692
high_variant,900,2065,29.7353595143099
low_variant,900,2065,39.563781131991
constant_fertility,900,2065,29.908176111541
instant_replacement,900,2065,36.2557266822704
zero_migration,900,2065,33.9978368149766
constant_mortality,900,2065,27.0567452993671
no_change,900,2065,23.8672584218934
high_variant,900,2070,29.481333774911
low_variant,900,2070,42.1857608944188
constant_fertility,900,2070,29.2193175592571
instant_replacement,900,2070,37.60723851847
zero_migration,900,2070,34.8273904194697
constant_mortality,900,2070,27.0379038810175
no_change,900,2070,22.778602002198
high_variant,900,2075,29.3116770916154
low_variant,900,2075,45.5835661656187
constant_fertility,900,2075,28.4432864747681
instant_replacement,900,2075,39.2533791223228
zero_migration,900,2075,35.9239057779922
constant_mortality,900,2075,27.3439625286682
no_change,900,2075,21.7891414730416
high_variant,900,2080,29.2955295649775
low_variant,900,2080,49.9612254303905
constant_fertility,900,2080,27.5900019448022
instant_replacement,900,2080,41.2813207569659
zero_migration,900,2080,37.3497439893413
constant_mortality,900,2080,28.0362263716745
no_change,900,2080,20.9104217862069
high_variant,900,2085,30.175095583959
low_variant,900,2085,52.7426052937659
constant_fertility,900,2085,26.7704782563898
instant_replacement,900,2085,42.2058137695366
zero_migration,900,2085,38.752486146601
constant_mortality,900,2085,28.691958863921
no_change,900,2085,20.137880806677
high_variant,900,2090,31.2905809972245
low_variant,900,2090,54.2995202995013
constant_fertility,900,2090,25.8581331821891
instant_replacement,900,2090,43.0717809586062
zero_migration,900,2090,39.9626107046843
constant_mortality,900,2090,29.0608342202151
no_change,900,2090,19.2814939484474
high_variant,900,2095,32.4459152352667
low_variant,900,2095,55.1764739646532
constant_fertility,900,2095,24.8934150688729
instant_replacement,900,2095,44.0424301328495
zero_migration,900,2095,41.0744430534779
constant_mortality,900,2095,29.2218478281139
no_change,900,2095,18.360487025351
high_variant,900,2100,33.3434351505238
low_variant,900,2100,56.5386890470856
constant_fertility,900,2100,23.9252832716913
instant_replacement,900,2100,45.2184617495101
zero_migration,900,2100,42.2199827019522
constant_mortality,900,2100,29.373785043964
no_change,900,2100,17.4582136970549
